Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen6_Ind689,1001001111101100001001100,5,200,255,0.95,1,5,0.99,4.379190623364418
2,Gen6_Ind631,1000100101000100001011100,5,20,192,0.05,1,6,0.99,4.379160509598913
3,Gen6_Ind645,1001001011110001100001100,5,2,64,0.99,4,1,0.99,4.378906232093333
4,Gen4_Ind468,1000100000011110001001100,5,20,0,0.6,5,5,0.99,4.378815903772413
5,Gen5_Ind512,1000100000011110101001100,5,20,0,0.6,4,5,0.99,4.378815903772413
6,Gen5_Ind611,1000100000011110001001100,5,20,0,0.6,5,5,0.99,4.378815903772413
7,Gen6_Ind714,1000100101010001100111001,5,20,192,0.3,4,4,0.8,4.377879385293204
8,Gen6_Ind759,1001100100100100000111100,5,100,128,0.8,1,4,0.99,4.375847181025893
9,Gen6_Ind626,1000011101011100100111100,5,10,192,0.6,2,4,0.99,4.375573245222607
10,Gen2_Ind206,1000011100100010010001100,5,10,128,0.7,5,9,0.99,4.3755197983331335
11,Gen6_Ind745,1000011111100011110001100,5,10,0,0.7,2,9,0.99,4.3755197983331335
12,Gen5_Ind528,1001110000011110001101100,5,10,0,0.6,5,7,0.99,4.375493075378028
13,Gen6_Ind656,1000011101001010010001100,5,10,192,0.1,5,9,0.99,4.37548973503159
14,Gen6_Ind752,1000011100100010001001100,5,10,128,0.7,5,5,0.99,4.375449651272154
15,Gen4_Ind376,1000011101101010010001100,5,10,192,0.9,5,9,0.99,4.375439630447047
16,Gen1_Ind49,1000011100100010000001100,5,10,128,0.7,5,1,0.99,4.375419588934532
17,Gen6_Ind756,1000100100011110001001000,5,20,128,0.6,5,5,0.7,4.3735298314585735
18,Gen3_Ind356,1001001011100001100001100,5,10,64,0.7,4,1,0.99,4.372155274542277
19,Gen6_Ind732,1000101101011101100101011,5,50,192,0.6,4,3,0.95,4.371978513193546
