Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen21_Ind2625,1000100111101100011011100,5,20,32,0.95,1,1,0.99,4.379337852180072
2,Gen22_Ind2724,1000100111101100000011100,5,20,255,0.95,1,2,0.99,4.379337852180072
3,Gen23_Ind2864,1000100111101100011011100,5,20,32,0.95,1,5,0.99,4.379337852180072
4,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
5,Gen26_Ind3292,1000100111101100000011100,5,20,0,0.95,1,2,0.99,4.379337852180072
6,Gen27_Ind3334,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
7,Gen29_Ind3602,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
8,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
9,Gen29_Ind3680,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
10,Gen30_Ind3715,1000100111101100000011100,5,20,128,0.95,1,2,0.99,4.379337852180072
11,Gen40_Ind5029,1110100011101100000011100,4,20,64,0.95,1,2,0.99,4.379337852180072
12,Gen40_Ind5037,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
13,Gen29_Ind3680,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
14,Gen40_Ind4988,1000100111101100011011100,5,20,255,0.95,1,10,0.99,4.379190623364418
15,Gen40_Ind5026,1000100000111100000011100,5,20,0,0.05,1,2,0.99,4.37914043398533
16,Gen40_Ind5059,1000100011001100000011100,5,20,64,0.2,1,2,0.99,4.37914043398533
17,Gen40_Ind4993,1001100011010000010011100,5,50,64,0.3,1,10,0.99,4.379137088067628
18,Gen40_Ind5021,1000100011101100010011100,5,20,64,0.95,1,10,0.99,4.379130396247564
19,Gen40_Ind5075,1000100111101100011001100,5,20,0,0.95,1,10,0.99,4.379130396247564
20,Gen40_Ind5016,1000100111001001010111100,5,20,16,0.1,3,6,0.99,4.3791170126687895
21,Gen40_Ind5080,1001100111001001000011100,5,2,128,0.1,3,2,0.99,4.3791170126687895
22,Gen40_Ind5004,1000100010100000010011100,5,20,32,0.7,1,10,0.99,4.37911032091008
23,Gen40_Ind5107,1000100011111000001111100,5,20,64,0.8,1,8,0.99,4.37911032091008
24,Gen40_Ind5014,1000100011111100000001100,5,20,64,0.1,1,1,0.99,4.379086899915649
25,Gen40_Ind4992,1100100111001000001111100,3,20,0,0.1,1,8,0.99,4.379083554079753
26,Gen40_Ind5069,1000100100101101000011100,5,20,128,0.95,3,2,0.99,4.379013292706966
27,Gen40_Ind5062,1000100011101000101011100,5,20,64,0.9,2,6,0.99,4.378859394720999
28,Gen40_Ind5092,1000100111011100100011100,5,20,255,0.6,2,2,0.99,4.378852703749601
29,Gen40_Ind5103,1000100011111101100111100,5,20,64,0.1,4,4,0.99,4.378839321868147
30,Gen39_Ind4945,1000100011101100111011100,5,20,64,0.95,2,1,0.99,4.378835976410564
31,Gen40_Ind5024,1000100101001101111011100,5,20,192,0.2,4,5,0.99,4.378822594631349
32,Gen40_Ind5043,1000100011101110000011100,5,20,64,0.95,5,2,0.99,4.378712198073538
33,Gen40_Ind5034,1000100100111011100011001,5,20,128,0.95,5,2,0.8,4.377190631007124
34,Gen40_Ind5048,1000100011101100010011001,5,20,64,0.95,1,10,0.8,4.377190631007124
35,Gen40_Ind5112,1000100100110100000111001,5,20,128,0.99,1,4,0.8,4.376659167861741
36,Gen40_Ind4989,1000100111101000000011101,5,20,32,0.9,1,2,0.5,4.3762213926682465
