Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen21_Ind2625,1000100111101100011011100,5,20,128,0.95,1,2,0.99,4.379337852180072
2,Gen22_Ind2724,1000100111101100000011100,5,20,0,0.95,1,2,0.99,4.379337852180072
3,Gen23_Ind2864,1000100111101100011011100,5,20,255,0.95,1,5,0.99,4.379337852180072
4,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
5,Gen26_Ind3292,1000100111101100000011100,5,20,0,0.95,1,2,0.99,4.379337852180072
6,Gen27_Ind3334,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
7,Gen29_Ind3602,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
8,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
9,Gen29_Ind3680,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
10,Gen30_Ind3715,1000100111101100000011100,5,20,0,0.95,1,2,0.99,4.379337852180072
11,Gen33_Ind4085,1000100101101100000011100,5,20,192,0.95,1,2,0.99,4.379337852180072
12,Gen22_Ind2724,1000100111101100000011100,5,20,0,0.95,1,2,0.99,4.379337852180072
13,Gen32_Ind3945,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
14,Gen33_Ind4103,1000100111101100000011100,5,20,192,0.95,1,2,0.99,4.379337852180072
15,Gen33_Ind4109,1000100100101100000011100,5,20,128,0.95,1,2,0.99,4.379337852180072
16,Gen33_Ind4115,1000100101101100000011100,5,20,192,0.95,1,2,0.99,4.379337852180072
17,Gen33_Ind4133,1000100101101100000011100,5,20,192,0.95,1,2,0.99,4.379337852180072
18,Gen33_Ind4159,1100100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
19,Gen33_Ind4170,1000100101101100000011100,5,20,192,0.95,1,2,0.99,4.379337852180072
20,Gen33_Ind4184,1000100011101111000011111,5,20,64,0.95,3,2,0.05,4.379337852180072
21,Gen33_Ind4189,1000100001101100000011100,5,20,16,0.95,1,2,0.99,4.379337852180072
22,Gen33_Ind4191,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
23,Gen33_Ind4140,1000100111101100000101100,5,20,64,0.95,1,3,0.99,4.379321121134277
24,Gen33_Ind4136,1001100010101100000001100,5,200,32,0.95,1,1,0.99,4.379291005573999
25,Gen33_Ind4125,1000100011101100000011011,5,20,64,0.95,1,2,0.95,4.379287659426203
26,Gen32_Ind4056,1000100111100100000111010,5,20,16,0.8,1,4,0.9,4.379254198229477
27,Gen33_Ind4084,1000100011101100000011010,5,20,64,0.95,1,2,0.9,4.379214045468368
28,Gen32_Ind4073,1000100011101100000011010,5,20,64,0.95,1,2,0.9,4.379214045468368
29,Gen33_Ind4107,1000100011111100000011100,5,20,64,0.95,1,2,0.99,4.379160509598913
30,Gen33_Ind4192,1000100011111000010011011,5,20,64,0.6,1,10,0.95,4.379157163650533
31,Gen33_Ind4201,1000100101111110110001100,5,20,192,0.7,5,9,0.99,4.379153817707267
32,Gen33_Ind4175,1000100101001100000011100,5,20,192,0.2,1,2,0.99,4.37914043398533
33,Gen33_Ind4149,1000100101101000001011011,5,20,192,0.9,1,6,0.95,4.3791237044479505
34,Gen33_Ind4162,1000100011111100011011100,5,20,64,0.9,1,10,0.99,4.379103629171821
35,Gen33_Ind4146,1000100111100100000011110,5,20,64,0.8,1,2,0.01,4.379090245756657
36,Gen33_Ind4207,1000100011100100000011100,5,20,64,0.8,1,2,0.99,4.379080208248969
37,Gen33_Ind4158,1000100101101101000011100,5,20,192,0.95,3,2,0.99,4.379013292706966
38,Gen33_Ind4081,1000100100010101000001100,5,20,128,0.4,3,1,0.99,4.37900325555205
39,Gen33_Ind4144,1000100101101101000001100,5,20,192,0.95,3,1,0.99,4.378999909843969
40,Gen33_Ind4171,1000100001001100000011010,5,20,16,0.2,1,2,0.9,4.378946379209967
41,Gen33_Ind4126,1000100011101011011011100,5,20,64,0.9,2,10,0.99,4.37884601279865
42,Gen33_Ind4185,1000100011101100100011100,5,20,64,0.95,2,2,0.99,4.378835976410564
43,Gen33_Ind4122,1000100011101000111101011,5,20,64,0.9,2,1,0.95,4.378825940068485
44,Gen33_Ind4135,1000100111101100100111100,5,20,255,0.95,2,4,0.99,4.378809212933924
45,Gen33_Ind4210,1000100001111010010001100,5,20,16,0.1,5,9,0.99,4.378805867522347
46,Gen33_Ind4119,1100100011100110001001010,1,20,64,0.8,5,5,0.9,4.378795831318287
47,Gen33_Ind4155,1000100011101110001011100,5,20,64,0.95,5,6,0.99,4.378735615060038
48,Gen33_Ind4197,1000100101111010010101100,5,20,192,0.3,5,1,0.99,4.378735615060038
49,Gen33_Ind4090,1000100101101010010111100,5,20,192,0.9,5,5,0.99,4.378728924466909
50,Gen33_Ind4188,1000100001110110010001100,5,20,16,0.05,5,9,0.99,4.378722233894226
51,Gen33_Ind4168,1000100111101110000011100,5,20,128,0.95,5,2,0.99,4.378712198073538
52,Gen33_Ind4105,1000100101100110000011100,5,20,192,0.8,5,2,0.99,4.378678745670154
53,Gen33_Ind4123,1000100101000110010001100,5,20,192,0.05,5,9,0.99,4.37866871004881
54,Gen33_Ind4113,1000100011001001010101110,5,20,64,0.1,3,6,0.9,4.377825882051004
55,Gen33_Ind4172,1000100011001100100011001,5,20,64,0.2,2,2,0.8,4.377163887639369
56,Gen33_Ind4101,1001100001101111001011001,5,5,16,0.95,3,6,0.8,4.377090345063017
57,Gen33_Ind4200,1000100100101010100011001,5,20,128,0.9,3,2,0.8,4.377080316721347
58,Gen33_Ind4129,1000011001101100000001011,5,10,16,0.95,1,1,0.95,4.375957433162919
59,Gen32_Ind3995,1000101011101100000011100,5,50,64,0.95,1,2,0.99,4.372759038994133
60,Gen33_Ind4137,1000101011101000001011011,5,50,64,0.9,1,6,0.95,4.372755702820835
61,Gen33_Ind4130,1000101101111100000011100,5,50,192,0.6,1,2,0.99,4.372558877606292
62,Gen33_Ind4093,1000101011101101010001100,5,50,64,0.95,3,9,0.99,4.372548870017921
63,Gen32_Ind4062,1000101100010101000001100,5,50,128,0.4,3,1,0.99,4.372502168544546
64,Gen33_Ind4110,1000101011110100000011100,5,50,64,0.2,1,2,0.99,4.372455468068761
65,Gen33_Ind4180,1101100101110100110001100,2,20,192,0.95,2,9,0.99,4.363833009362787
66,Gen33_Ind4118,1000100001101100000011000,5,20,16,0.95,1,2,0.7,4.356578629317304
67,Gen33_Ind4131,1001100011101100000011101,5,2,64,0.95,1,2,0.05,4.355568846166414
68,Gen33_Ind4120,1001011001101100000011010,5,200,16,0.95,1,2,0.9,4.35512535172418
69,Gen32_Ind4031,1000111011111101000101011,5,200,64,0.01,3,3,0.95,4.354930110419155
70,Gen33_Ind4179,1000111011001010000111011,5,200,64,0.1,5,4,0.95,4.3544503544617505
71,Gen33_Ind4132,1001100111101100000001100,5,10,32,0.95,1,1,0.99,4.3455691854871175
72,Gen33_Ind4102,1000001110101100000011011,5,2,255,0.95,1,2,0.95,4.293036964907682
73,Gen33_Ind4183,1001111011100001101101000,5,20,64,0.7,4,7,0.7,4.283898324087486
74,Gen33_Ind4117,1000100011101000000011101,5,20,64,0.9,1,2,0.6,4.265076997950591
75,Gen33_Ind4106,1000100011101100000010110,5,20,64,0.95,1,2,0.5,4.262615482329772
76,Gen33_Ind4154,1000000011111100000011100,5,1,64,0.2,1,2,0.99,4.235772105367013
77,Gen33_Ind4204,1000000111101000000111011,5,1,32,0.9,1,4,0.95,4.2356155900052395
78,Gen33_Ind4145,1001100011111111010001011,5,50,64,0.99,2,9,0.95,4.235578028039531
79,Gen33_Ind4153,1000000111101101100011100,5,1,16,0.95,4,2,0.99,4.2331160428613215
80,Gen33_Ind4195,1000100100100010000011101,5,20,128,0.7,5,2,0.05,4.211921858430687
81,Gen33_Ind4091,1000100011111100001011111,5,20,64,0.4,1,6,0.6,4.208640336255399
82,Gen33_Ind4114,1000111110110101000010100,5,200,255,0.95,3,2,0.3,4.206975243712937
83,Gen33_Ind4167,1000100011101100000010100,5,20,64,0.95,1,2,0.3,4.206876429928809
84,Gen33_Ind4147,1000100011111110100011101,5,20,64,0.6,3,2,0.6,4.2066386782828245
85,Gen33_Ind4182,1000100011101010111011101,5,20,64,0.9,2,9,0.7,4.206265122843171
86,Gen33_Ind4163,1000100001101101000000100,5,20,16,0.95,3,1,0.3,4.201784546539554
87,Gen33_Ind4089,1010100111110110010001100,4,20,255,0.9,5,9,0.99,3.9908497778768086
88,Gen33_Ind4196,1010100101111110010001001,5,20,192,0.05,5,9,0.8,3.9903940948434315
89,Gen33_Ind4098,1100110110011101001101010,2,100,255,0.6,3,7,0.9,3.975519498806252
90,Gen33_Ind4209,0010100011101100000011011,2,20,64,0.95,1,2,0.95,2.906943033458086
91,Gen33_Ind4205,1100000011101110000011100,1,1,64,0.95,5,2,0.99,2.899220135941277
92,Gen33_Ind4166,1010101011111101000001010,1,50,64,0.3,3,1,0.9,2.8968565010998253
93,Gen33_Ind4094,1110100011101000100011100,3,20,64,0.9,2,2,0.99,2.896587118685184
94,Gen33_Ind4086,0000000011001110010101011,1,1,64,0.2,5,5,0.95,2.6813894486079644
95,Gen33_Ind4152,1101100011101000010011100,4,100,64,0.9,1,10,0.99,2.6810282121220768
96,Gen33_Ind4176,0000100101101100000011100,1,20,192,0.95,1,2,0.99,2.6806745956948643
97,Gen33_Ind4141,0000100011101000100011011,1,20,64,0.9,2,2,0.95,2.6806407436959736
98,Gen33_Ind4083,0000101111111100011011100,1,50,128,0.99,1,4,0.99,2.6805692811726107
99,Gen33_Ind4097,0001011011100000011010100,1,100,64,0.7,1,8,0.3,2.6739124349532393
100,Gen33_Ind4208,1010100100011101100111110,3,20,128,0.6,4,4,0.01,2.6730182937493443
