Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen21_Ind2625,1000100111101100011011100,5,20,255,0.95,1,10,0.99,4.379337852180072
2,Gen22_Ind2724,1000100111101100000011100,5,20,128,0.95,1,2,0.99,4.379337852180072
3,Gen23_Ind2864,1000100111101100011011100,5,20,192,0.95,1,5,0.99,4.379337852180072
4,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
5,Gen20_Ind2495,1000100111101100011011010,5,20,32,0.95,1,3,0.9,4.379331159746413
6,Gen14_Ind1735,1000100111101100011011011,5,20,16,0.95,1,8,0.95,4.379327813537254
7,Gen17_Ind2066,1000100111101100011011011,5,20,16,0.95,1,5,0.95,4.379327813537254
8,Gen20_Ind2447,1000100001101100000111011,5,20,16,0.95,1,4,0.95,4.379327813537254
9,Gen17_Ind2066,1000100111101100011011011,5,20,192,0.95,1,10,0.95,4.379327813537254
10,Gen22_Ind2749,1000100011101100000111011,5,20,64,0.95,1,4,0.95,4.379327813537254
11,Gen24_Ind3022,1000100011101100000111011,5,20,64,0.95,1,4,0.95,4.379327813537254
12,Gen25_Ind3059,1000100011101100000111011,5,20,64,0.95,1,4,0.95,4.379327813537254
13,Gen25_Ind3053,1000100111101100000101100,5,20,64,0.95,1,3,0.99,4.379321121134277
14,Gen25_Ind3157,1000100101101100000101101,5,20,192,0.95,1,3,0.8,4.379287659426203
15,Gen25_Ind3148,1000100011101100001011011,5,20,64,0.95,1,6,0.95,4.37928431328352
16,Gen25_Ind3161,1000100011101100001111100,5,20,64,0.95,1,8,0.99,4.379227429640259
17,Gen25_Ind3182,1000100111101100001101011,5,20,255,0.95,1,7,0.95,4.379210699438179
18,Gen25_Ind3132,1000100111101100010011011,5,20,64,0.95,1,10,0.95,4.379163855552406
19,Gen25_Ind3134,1000100111101100010011011,5,20,0,0.95,1,10,0.95,4.379163855552406
20,Gen25_Ind3153,1000100100111100000101011,5,20,128,0.9,1,3,0.95,4.379157163650533
21,Gen25_Ind3069,1000100010101100010011010,5,20,32,0.95,1,10,0.9,4.379143779908145
22,Gen25_Ind3142,1000100001101100011111011,5,20,16,0.95,1,2,0.95,4.37914043398533
23,Gen25_Ind3073,1000100001111100000101011,5,20,16,0.8,1,3,0.95,4.379133742155039
24,Gen25_Ind3077,1000100011101000000101100,5,20,64,0.9,1,3,0.99,4.379133742155039
25,Gen25_Ind3171,1000100101110100001001011,5,20,192,0.05,1,5,0.95,4.3791136667868775
26,Gen25_Ind3093,1000100001001100000111011,5,20,16,0.2,1,4,0.95,4.379103629171821
27,Gen25_Ind3113,1000100110101101011011100,5,20,255,0.95,3,9,0.99,4.379090245756657
28,Gen25_Ind3089,1001101101001000011011100,5,500,192,0.1,1,4,0.99,4.379083554079753
29,Gen25_Ind3104,1000100100001000000111100,5,20,128,0.1,1,4,0.99,4.379073516602741
30,Gen25_Ind3173,1000100011001000000111100,5,20,64,0.1,1,4,0.99,4.379073516602741
31,Gen24_Ind3015,1000100110101101001011100,5,20,255,0.95,3,6,0.99,4.379013292706966
32,Gen25_Ind3124,1000100110101101000001100,5,20,255,0.95,3,1,0.99,4.378999909843969
33,Gen25_Ind3165,1000100011001100001001010,5,20,64,0.2,1,5,0.9,4.378983181380253
34,Gen25_Ind3060,1000100111100101000101100,5,20,64,0.8,3,3,0.99,4.3789564161041525
35,Gen25_Ind3090,1000100110001001100111100,5,20,255,0.1,4,4,0.99,4.378835976410564
36,Gen25_Ind3100,1000100100001000100111010,5,20,128,0.1,2,4,0.9,4.378825940068485
37,Gen25_Ind3056,1000100111101100111011100,5,20,128,0.95,2,7,0.99,4.378795831318287
38,Gen25_Ind3070,1000100111100110111011010,5,20,128,0.8,1,8,0.9,4.378795831318287
39,Gen25_Ind3163,1000100011101110000011010,5,20,64,0.95,5,2,0.9,4.378762377637016
40,Gen25_Ind3106,1000100111001110000001011,5,20,64,0.2,5,1,0.95,4.378728924466909
41,Gen25_Ind3126,1000100001001110000001011,5,20,16,0.2,5,1,0.95,4.378728924466909
42,Gen24_Ind2971,1000100111101101100101100,5,20,32,0.95,4,3,0.99,4.378708852810198
43,Gen25_Ind3112,1100100101101110000001100,1,20,192,0.95,5,1,0.99,4.378695471807953
44,Gen23_Ind2852,1000100111101110000101100,5,20,16,0.95,5,3,0.99,4.37866871004881
45,Gen25_Ind3137,1000100111101110000101100,5,20,64,0.95,5,3,0.99,4.37866871004881
46,Gen25_Ind3138,1000100111101011000011001,5,20,64,0.9,5,2,0.8,4.3779964281949555
47,Gen25_Ind3065,1000100111001100011011001,5,20,32,0.2,1,5,0.8,4.377197316900123
48,Gen25_Ind3179,1000100111101100010101001,5,20,0,0.95,1,4,0.8,4.3768998144287385
49,Gen25_Ind3168,1001101100111000000001100,5,200,128,0.7,1,1,0.99,4.375613331246589
50,Gen25_Ind3074,1000011100100111000111010,5,10,128,0.8,5,4,0.9,4.375382846638431
