Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen21_Ind2625,1000100111101100011011100,5,20,16,0.95,1,3,0.99,4.379337852180072
2,Gen22_Ind2724,1000100111101100000011100,5,20,192,0.95,1,2,0.99,4.379337852180072
3,Gen23_Ind2864,1000100111101100011011100,5,20,255,0.95,1,8,0.99,4.379337852180072
4,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
5,Gen26_Ind3292,1000100111101100000011100,5,20,16,0.95,1,2,0.99,4.379337852180072
6,Gen20_Ind2495,1000100111101100011011010,5,20,0,0.95,1,10,0.9,4.379331159746413
7,Gen26_Ind3243,1000100100101100000001010,5,20,128,0.95,1,1,0.9,4.379331159746413
8,Gen14_Ind1735,1000100111101100011011011,5,20,32,0.95,1,2,0.95,4.379327813537254
9,Gen17_Ind2066,1000100111101100011011011,5,20,32,0.95,1,5,0.95,4.379327813537254
10,Gen20_Ind2447,1000100001101100000111011,5,20,16,0.95,1,4,0.95,4.379327813537254
11,Gen17_Ind2066,1000100111101100011011011,5,20,32,0.95,1,10,0.95,4.379327813537254
12,Gen22_Ind2749,1000100011101100000111011,5,20,64,0.95,1,4,0.95,4.379327813537254
13,Gen26_Ind3191,1000100111101100000111011,5,20,128,0.95,1,4,0.95,4.379327813537254
14,Gen26_Ind3294,1000100111101100000101100,5,20,192,0.95,1,3,0.99,4.379321121134277
15,Gen26_Ind3301,1000100011101100000101011,5,20,64,0.95,1,3,0.95,4.379287659426203
16,Gen26_Ind3245,1000100011101100001011011,5,20,64,0.95,1,6,0.95,4.37928431328352
17,Gen26_Ind3265,1000100010101100000111010,5,20,32,0.95,1,4,0.9,4.37925754432614
18,Gen26_Ind3289,1000100011101100001111100,5,20,64,0.95,1,8,0.99,4.379227429640259
19,Gen26_Ind3283,1000100111101100001101011,5,20,64,0.95,1,7,0.95,4.379210699438179
20,Gen26_Ind3302,1000100111101100001011100,5,20,16,0.95,1,6,0.99,4.3791738934435624
21,Gen26_Ind3222,1000100111101100010011011,5,20,64,0.95,1,10,0.95,4.379163855552406
22,Gen26_Ind3267,1000100100001000001011100,5,20,128,0.1,1,6,0.99,4.379150471769113
23,Gen26_Ind3236,1000100110101100011011010,5,20,255,0.95,1,8,0.9,4.379143779908145
24,Gen26_Ind3280,1000100011001000010111100,5,20,64,0.1,1,9,0.99,4.379143779908145
25,Gen26_Ind3237,1000100101101000011011100,5,20,192,0.9,1,5,0.99,4.379137088067628
26,Gen26_Ind3231,1000100011001100001011010,5,20,64,0.2,1,6,0.9,4.379120358555814
27,Gen26_Ind3264,1000100100001000010011100,5,20,128,0.1,1,10,0.99,4.3791170126687895
28,Gen26_Ind3259,1000100011001000000101100,5,20,64,0.1,1,3,0.99,4.379090245756657
29,Gen26_Ind3246,1000100101011100000111011,5,20,192,0.6,1,4,0.95,4.379080208248969
30,Gen26_Ind3207,1000100110101101011011100,5,20,255,0.95,3,7,0.99,4.3790367129140435
31,Gen26_Ind3215,1000100010101001011011100,5,20,32,0.9,3,7,0.99,4.379030021400744
32,Gen26_Ind3185,1000100110101101000001011,5,20,255,0.95,3,1,0.95,4.37900325555205
33,Gen25_Ind3153,1000100100111100000101011,5,20,128,0.9,1,3,0.95,4.378993218443145
34,Gen26_Ind3195,1001100101110100011001011,5,2,192,0.1,1,4,0.95,4.378983181380253
35,Gen26_Ind3286,1000100010001100000111010,5,20,32,0.2,1,4,0.9,4.378969798701304
36,Gen26_Ind3211,1000100110001001000111100,5,20,255,0.1,3,4,0.99,4.378966453044347
37,Gen26_Ind3212,1000100101001001111011100,5,20,192,0.1,4,8,0.99,4.378856049232744
38,Gen26_Ind3192,1000100111111100111011110,5,20,0,0.3,2,1,0.9,4.378812558350613
39,Gen26_Ind3196,1010100011101110001111100,3,20,64,0.95,5,8,0.99,4.378765722982141
40,Gen26_Ind3282,1000100110001110000001011,5,20,255,0.2,5,1,0.95,4.378728924466909
41,Gen26_Ind3187,1000100111101010010011100,5,20,16,0.9,5,10,0.99,4.378708852810198
42,Gen26_Ind3224,1000100111101101100101100,5,20,64,0.95,4,3,0.99,4.378708852810198
43,Gen26_Ind3278,1000100111101110011011001,5,20,255,0.95,5,1,0.8,4.378257289177611
44,Gen26_Ind3244,1000100111001100011011001,5,20,255,0.2,1,5,0.8,4.377501546639782
45,Gen26_Ind3208,1001100011101100000011010,5,10,64,0.95,1,2,0.9,4.37600086734838
46,Gen26_Ind3260,1001101101001000011011100,5,200,192,0.1,1,4,0.99,4.375613331246589
47,Gen26_Ind3228,1000101111101100001001010,5,50,128,0.95,1,5,0.9,4.372815754719069
48,Gen26_Ind3290,1000101001001000000111010,5,50,16,0.1,1,4,0.9,4.372739022030707
49,Gen26_Ind3220,1000101101001001100011100,5,50,192,0.1,4,2,0.99,4.372085235317092
50,Gen26_Ind3293,1000100011101110000101000,5,20,64,0.95,5,3,0.7,4.371545008138366
51,Gen26_Ind3275,1000100101101101010011000,5,20,192,0.95,3,10,0.7,4.366705599199102
52,Gen26_Ind3202,1000100111101101001011000,5,20,128,0.95,3,6,0.7,4.3654616760898195
53,Gen25_Ind3159,1000100111101101001011000,5,20,0,0.95,3,6,0.7,4.3654616760898195
54,Gen26_Ind3270,1000110001101100011111011,5,100,16,0.95,1,7,0.95,4.364484330202293
55,Gen26_Ind3210,1001101101001000011011100,5,200,192,0.1,1,7,0.99,4.364427830388391
56,Gen26_Ind3297,1000110011101101000111010,5,100,64,0.95,3,4,0.9,4.364155322418285
57,Gen26_Ind3204,1000100011001000000101000,5,20,64,0.1,1,3,0.7,4.363254958833404
58,Gen26_Ind3190,1000100101101100100101000,5,20,192,0.95,2,3,0.7,4.361040516438498
59,Gen26_Ind3272,1001100111101100000111011,5,50,16,0.95,1,4,0.95,4.357701528011259
60,Gen26_Ind3250,1001010111101101010101011,5,5,0,0.95,3,8,0.95,4.357373542009735
61,Gen26_Ind3256,1000100111101100000011000,5,20,128,0.95,1,2,0.7,4.356578629317304
62,Gen26_Ind3239,1001100111101100011001100,5,5,255,0.95,1,4,0.99,4.355658217920502
63,Gen26_Ind3198,1001101101001000000101100,5,10,192,0.1,1,3,0.99,4.35553574644747
64,Gen26_Ind3263,1001100111101001101011000,5,200,192,0.9,4,6,0.7,4.3512998282687025
65,Gen25_Ind3079,1000110000101101001001000,5,100,0,0.95,3,5,0.7,4.347365602571668
66,Gen26_Ind3254,1001101100101100011001100,5,500,128,0.95,1,3,0.99,4.34539127270246
67,Gen26_Ind3205,1001100111101101001011000,5,5,16,0.95,3,6,0.7,4.345081607418622
68,Gen26_Ind3242,1001000001111100000101110,5,500,16,0.8,1,3,0.1,4.327532754256996
69,Gen26_Ind3197,1001101100011000000001100,5,100,128,0.5,1,1,0.99,4.2930337492724995
70,Gen26_Ind3268,1001100111101101000111100,5,200,16,0.95,3,4,0.99,4.291882861355584
71,Gen26_Ind3251,1000001111101100011011001,5,2,64,0.95,1,2,0.8,4.290414607453143
72,Gen25_Ind3094,1000100111111110111010101,5,20,255,0.3,5,1,0.4,4.264445487763774
73,Gen26_Ind3252,1000000011101100000011110,5,1,64,0.95,1,2,0.6,4.235706367506208
74,Gen26_Ind3261,1000000110101100000101100,5,1,255,0.95,1,3,0.99,4.235480996044907
75,Gen26_Ind3194,1000000111101100011011100,5,1,64,0.95,1,7,0.99,4.2354622161723565
76,Gen25_Ind3098,1000000110101101100101100,5,1,255,0.95,4,3,0.99,4.2331066633873755
77,Gen26_Ind3227,1000000110101101100101100,5,1,255,0.95,4,3,0.99,4.2331066633873755
78,Gen26_Ind3298,1000000110001001100111100,5,1,255,0.1,4,4,0.99,4.232972228828193
79,Gen26_Ind3223,1000000111101110000101100,5,1,192,0.95,5,3,0.99,4.23149401203573
80,Gen26_Ind3281,1000000011101000000101000,5,1,64,0.9,1,3,0.7,4.230460186684657
81,Gen26_Ind3285,1000100111101100000101110,5,20,32,0.95,1,3,0.2,4.220590942630375
82,Gen26_Ind3214,1001101100000000110110100,5,1,128,0.01,2,10,0.3,4.215165100896218
83,Gen26_Ind3200,1000110111101100011010100,5,100,192,0.95,1,6,0.3,4.207463204823363
84,Gen26_Ind3273,1000100110101100101010010,5,20,255,0.95,2,6,0.1,4.204999849596589
85,Gen26_Ind3269,1000101111011100001011111,5,50,192,0.6,1,6,0.01,4.203337635859601
86,Gen26_Ind3303,1000100110101101001010100,5,20,255,0.95,3,6,0.3,4.202798238634905
87,Gen26_Ind3257,1000101101001001000101101,5,50,192,0.1,3,3,0.2,4.202034072771768
88,Gen26_Ind3235,1000100111101101001101111,5,20,255,0.95,3,7,0.9,4.199069400099346
89,Gen26_Ind3247,1001100111100001110100001,5,1,128,0.7,4,7,0.05,4.1989217377034285
90,Gen26_Ind3296,1000100100001001100111101,5,20,128,0.1,4,4,0.9,4.198721794761908
91,Gen26_Ind3193,1011101000101110011001100,1,2,0,0.95,5,8,0.99,3.409099506784391
92,Gen26_Ind3226,0100100101100001110100000,3,20,192,0.7,4,9,0.01,3.3681716648811353
93,Gen26_Ind3232,1010100001001100001111100,4,20,16,0.2,1,8,0.99,2.907372142806416
94,Gen26_Ind3276,1100100111001110111011100,5,20,255,0.2,2,8,0.99,2.8966690993336783
95,Gen26_Ind3219,0010100101110101110011011,2,20,192,0.9,4,10,0.95,2.8964919683941086
96,Gen26_Ind3279,0000100111101100000011100,1,20,32,0.95,1,2,0.99,2.6806745956948643
97,Gen26_Ind3287,0000110101001100000111011,1,100,192,0.2,1,4,0.95,2.679803492326812
98,Gen26_Ind3216,0000110111101100000111011,1,100,0,0.95,1,4,0.95,2.6796894761031345
99,Gen26_Ind3203,0000100001110101011011000,1,20,16,0.5,3,5,0.7,2.6726256592476534
100,Gen26_Ind3253,0000100110111101001011110,1,20,255,0.6,3,6,0.1,2.672165862651111
