Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen21_Ind2625,1000100111101100011011100,5,20,16,0.95,1,10,0.99,4.379337852180072
2,Gen22_Ind2724,1000100111101100000011100,5,20,255,0.95,1,2,0.99,4.379337852180072
3,Gen23_Ind2864,1000100111101100011011100,5,20,192,0.95,1,5,0.99,4.379337852180072
4,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
5,Gen26_Ind3292,1000100111101100000011100,5,20,255,0.95,1,2,0.99,4.379337852180072
6,Gen27_Ind3334,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
7,Gen29_Ind3602,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
8,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
9,Gen29_Ind3680,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
10,Gen30_Ind3715,1000100111101100000011100,5,20,32,0.95,1,2,0.99,4.379337852180072
11,Gen29_Ind3680,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
12,Gen30_Ind3772,1000100111101100000011100,5,20,32,0.95,1,2,0.99,4.379337852180072
13,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
14,Gen30_Ind3782,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
15,Gen20_Ind2495,1000100111101100011011010,5,20,192,0.95,1,10,0.9,4.379331159746413
16,Gen30_Ind3781,1000100111101100011011011,5,20,0,0.95,1,3,0.95,4.379287659426203
17,Gen30_Ind3695,1000100101111000001101100,5,20,192,0.4,1,7,0.99,4.37925754432614
18,Gen30_Ind3705,1000100111101100000011010,5,20,16,0.95,1,2,0.9,4.379214045468368
19,Gen30_Ind3789,1000100101101100010111010,5,20,192,0.95,1,5,0.9,4.379214045468368
20,Gen20_Ind2495,1000100111101100011011010,5,20,32,0.95,1,10,0.9,4.379214045468368
21,Gen30_Ind3725,1000100101101100011001100,5,20,192,0.95,1,3,0.99,4.3791738934435624
22,Gen30_Ind3746,1000100111101000000011100,5,20,0,0.9,1,2,0.99,4.379160509598913
23,Gen20_Ind2495,1000100111101100011011010,5,20,128,0.95,1,8,0.9,4.379143779908145
24,Gen30_Ind3713,1000100111001100011011010,5,20,64,0.2,1,9,0.9,4.379137088067628
25,Gen30_Ind3795,1000100011001000000011011,5,20,64,0.1,1,2,0.95,4.379106975038393
26,Gen30_Ind3765,1000100011100100000011100,5,20,64,0.8,1,2,0.99,4.379080208248969
27,Gen30_Ind3724,1000100011101101000011100,5,20,64,0.95,3,2,0.99,4.379013292706966
28,Gen30_Ind3728,1000100111101101010111100,5,20,16,0.95,3,5,0.99,4.378999909843969
29,Gen30_Ind3750,1000100111001101011011100,5,20,0,0.2,3,1,0.99,4.378999909843969
30,Gen30_Ind3700,1000100011111100000011100,5,20,64,0.7,1,2,0.99,4.3789865270627715
31,Gen30_Ind3710,1000100101001001100111011,5,20,192,0.1,4,4,0.95,4.378829285510733
32,Gen30_Ind3743,1000100011101100101101011,5,20,64,0.95,2,7,0.95,4.378822594631349
33,Gen30_Ind3773,1000100111101110010111010,5,20,16,0.95,5,10,0.9,4.378815903772413
34,Gen30_Ind3774,1000100101111101100111011,5,20,192,0.7,4,4,0.95,4.378815903772413
35,Gen30_Ind3714,1000100101101100111111100,5,20,192,0.95,2,10,0.99,4.378795831318287
36,Gen30_Ind3780,1000100100101110000001011,5,20,128,0.95,5,1,0.95,4.3787255791780115
37,Gen30_Ind3792,1000100100101110011011100,5,20,128,0.95,5,4,0.99,4.378718888615552
38,Gen30_Ind3759,1000100011101010111011101,5,20,64,0.9,5,10,0.99,4.3786887813375
39,Gen29_Ind3596,1000100110101010000011011,5,20,255,0.9,5,2,0.95,4.378665364851918
40,Gen30_Ind3810,1000100101111110010001100,5,20,192,0.8,5,9,0.99,4.378662019660138
41,Gen30_Ind3814,1001100111101100001101011,5,20,16,0.95,1,7,0.95,4.375823794923163
42,Gen29_Ind3586,1000011111111100100011100,5,10,192,0.05,2,2,0.99,4.3755498620478
43,Gen30_Ind3702,1000101011111101000001011,5,50,64,0.5,3,1,0.95,4.372518847527659
44,Gen30_Ind3733,1000101100110101000001100,5,50,128,0.05,3,1,0.99,4.372515511720857
45,Gen28_Ind3550,1000101110101101000001011,5,50,255,0.95,3,1,0.95,4.372465475229593
46,Gen28_Ind3550,1000101110101101000001011,5,50,255,0.95,3,1,0.95,4.372465475229593
47,Gen30_Ind3785,1000101110101101000001010,5,50,255,0.95,3,1,0.9,4.372442125258906
48,Gen30_Ind3801,1001100111101100110111010,5,20,16,0.95,2,5,0.9,4.372195297964191
49,Gen30_Ind3720,1000110001101100010101100,5,100,16,0.95,1,7,0.99,4.364484330202293
50,Gen30_Ind3709,1000110111111100000011100,5,100,192,0.9,1,2,0.99,4.364361361891882
51,Gen30_Ind3741,1000110111101100000011100,5,100,255,0.95,1,2,0.99,4.364361361891882
52,Gen30_Ind3766,1001101011011000011011011,5,200,64,0.5,1,2,0.95,4.364328128402838
53,Gen30_Ind3721,1010110111101100000111011,3,100,32,0.95,1,4,0.95,4.364304865261652
54,Gen30_Ind3775,1000110111001000011011100,5,100,0,0.1,1,7,0.99,4.36429489541992
55,Gen30_Ind3744,1000110011001000001011100,5,100,64,0.1,1,6,0.99,4.364208492032913
56,Gen30_Ind3703,1000110010101100110101100,5,100,32,0.95,2,2,0.99,4.364201845760234
57,Gen30_Ind3691,1000110111101100011011001,5,100,64,0.95,1,6,0.8,4.360201143413581
58,Gen30_Ind3764,1000010011101100000011100,5,5,64,0.95,1,2,0.99,4.357711467751795
59,Gen30_Ind3729,1000010111101000100011011,5,5,32,0.9,2,2,0.95,4.35738348025408
60,Gen30_Ind3756,1000111111100000001101011,5,200,16,0.7,1,7,0.95,4.355701250073147
61,Gen30_Ind3704,1000111010001100000011100,5,200,32,0.2,1,2,0.99,4.3554099721034
62,Gen30_Ind3692,1001100100111101001101100,5,1,128,0.9,3,7,0.99,4.355403352602298
63,Gen30_Ind3813,1000111100011001011011011,5,200,128,0.5,3,1,0.95,4.355277585904249
64,Gen30_Ind3736,1001100101101101000101100,5,20,192,0.95,3,3,0.99,4.354973128186113
65,Gen30_Ind3757,1000111100101101000101011,5,200,128,0.95,3,3,0.95,4.354930110419155
66,Gen30_Ind3752,1000100100101100000001000,5,20,128,0.95,1,1,0.7,4.35466871303152
67,Gen30_Ind3706,1001110100101110011011100,5,100,128,0.95,5,6,0.99,4.354582690374652
68,Gen30_Ind3708,1000110111110100011011000,5,100,192,0.4,1,1,0.7,4.3494341443943
69,Gen30_Ind3732,1001110111101110011011100,5,100,255,0.95,5,7,0.99,4.344594138751538
70,Gen30_Ind3812,1000111010111100001001000,5,200,32,0.95,1,5,0.7,4.340563542840525
71,Gen30_Ind3779,1000100111101100011011111,5,20,64,0.95,1,10,0.3,4.320659020063852
72,Gen30_Ind3758,1001100111011000001010110,5,100,64,0.5,1,6,0.5,4.291500440275307
73,Gen30_Ind3771,1000100010101100000011110,5,20,32,0.95,1,2,0.1,4.262615482329772
74,Gen30_Ind3739,1001100111101110011010101,5,1,64,0.95,5,1,0.4,4.254998385282687
75,Gen30_Ind3797,1000000111101100011011011,5,1,32,0.95,1,1,0.95,4.235590548620744
76,Gen30_Ind3783,1000100010100111010001110,5,20,32,0.8,1,9,0.3,4.2338196218871955
77,Gen30_Ind3809,1000000000001111000111110,5,1,0,0.2,5,4,0.99,4.23283155064219
78,Gen30_Ind3719,1000000111001000001011000,5,1,255,0.1,1,6,0.7,4.231787698071359
79,Gen30_Ind3805,1000100011001000011101101,5,20,64,0.1,1,5,0.95,4.209255425326981
80,Gen30_Ind3735,1000101111101100000010100,5,50,64,0.95,1,2,0.3,4.207172885207851
81,Gen30_Ind3776,1000100111101010000111101,5,20,255,0.9,5,4,0.1,4.207046268987579
82,Gen30_Ind3796,1000100110001010000101110,5,20,255,0.1,5,3,0.8,4.206827024777435
83,Gen30_Ind3798,1001100111101100011010010,5,5,0,0.95,1,8,0.1,4.203525686864264
84,Gen30_Ind3806,1000101101100101000111101,5,50,192,0.8,3,4,0.7,4.201190115793663
85,Gen30_Ind3755,1000110100101101001110011,5,100,128,0.95,3,8,0.2,4.198491115027756
86,Gen30_Ind3753,1010100011101100010001010,5,20,64,0.95,1,9,0.9,3.9908775667940923
87,Gen30_Ind3793,1100100100111110001101010,3,20,128,0.01,5,7,0.9,3.9907136177759335
88,Gen30_Ind3740,1010100111000000010111010,3,20,16,0.01,1,10,0.9,3.990563574548318
89,Gen30_Ind3717,0110100111101101011011100,4,20,255,0.95,3,5,0.99,3.990521897876287
90,Gen30_Ind3749,1100100011100000001011101,5,20,64,0.7,1,6,0.3,3.4253623231713513
91,Gen30_Ind3761,1110000011101000011101111,1,1,64,0.9,1,10,0.7,2.910210991374605
92,Gen30_Ind3770,1010100011101100010001000,4,20,64,0.95,1,9,0.7,2.9074208126892462
