Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen21_Ind2625,1000100111101100011011100,5,20,0,0.95,1,1,0.99,4.379337852180072
2,Gen22_Ind2724,1000100111101100000011100,5,20,128,0.95,1,2,0.99,4.379337852180072
3,Gen23_Ind2864,1000100111101100011011100,5,20,32,0.95,1,5,0.99,4.379337852180072
4,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
5,Gen26_Ind3292,1000100111101100000011100,5,20,0,0.95,1,2,0.99,4.379337852180072
6,Gen27_Ind3334,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
7,Gen29_Ind3602,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
8,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
9,Gen29_Ind3680,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
10,Gen30_Ind3715,1000100111101100000011100,5,20,128,0.95,1,2,0.99,4.379337852180072
11,Gen36_Ind4475,1000100111101100000011100,5,20,16,0.95,1,2,0.99,4.379337852180072
12,Gen36_Ind4511,1000100010101100000011100,5,20,32,0.95,1,2,0.99,4.379337852180072
13,Gen25_Ind3147,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
14,Gen36_Ind4527,1000100010101100000011100,5,20,32,0.95,1,2,0.99,4.379337852180072
15,Gen36_Ind4529,1000100000110100000011100,5,20,0,0.95,1,2,0.99,4.379337852180072
16,Gen36_Ind4532,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
17,Gen36_Ind4539,1000100111101100000011100,5,20,192,0.95,1,2,0.99,4.379337852180072
18,Gen36_Ind4542,1000100011101100000011100,5,20,64,0.95,1,2,0.99,4.379337852180072
19,Gen36_Ind4568,1000100101101111000011100,5,20,192,0.95,4,2,0.99,4.379337852180072
20,Gen36_Ind4558,1000100111101100011011100,5,20,255,0.95,1,8,0.99,4.379304390216321
21,Gen36_Ind4522,1000100011101100001011100,5,20,64,0.95,1,6,0.99,4.3791738934435624
22,Gen36_Ind4472,1000100111110100010011100,5,20,16,0.1,1,10,0.99,4.379153817707267
23,Gen36_Ind4476,1000100011001100000001100,5,20,64,0.2,1,1,0.99,4.379153817707267
24,Gen35_Ind4445,1000100011001000001011100,5,20,64,0.1,1,6,0.99,4.379150471769113
25,Gen36_Ind4518,1000100011001100000011100,5,20,64,0.2,1,2,0.99,4.37914043398533
26,Gen36_Ind4504,1000100101101100010101100,5,20,192,0.95,1,5,0.99,4.379130396247564
27,Gen36_Ind4494,1000100111001000010011100,5,20,16,0.1,1,10,0.99,4.3791170126687895
28,Gen36_Ind4501,1000100111111100010011100,5,20,64,0.7,1,10,0.99,4.379083554079753
29,Gen36_Ind4562,1000100011101000010011100,5,20,64,0.9,1,10,0.99,4.379083554079753
30,Gen36_Ind4586,1000100011001001001011100,5,20,64,0.1,3,6,0.99,4.3789865270627715
31,Gen35_Ind4459,1000100111001101000011010,5,20,192,0.2,3,2,0.9,4.378943033588798
32,Gen35_Ind4386,1000100101101111000011100,5,20,192,0.95,5,2,0.99,4.378852703749601
33,Gen36_Ind4547,1000100111101100101011100,5,20,64,0.95,2,6,0.99,4.378842667330844
34,Gen35_Ind4386,1000100101101111000011100,5,20,192,0.95,3,2,0.99,4.378835976410564
35,Gen36_Ind4507,1000100101011000101011100,5,20,192,0.5,2,6,0.99,4.378805867522347
36,Gen36_Ind4485,1000100111111100100011100,5,20,192,0.4,2,2,0.99,4.378779104413756
37,Gen36_Ind4464,1100100111101010001011100,1,20,32,0.9,5,6,0.99,4.378728924466909
38,Gen36_Ind4546,1000100101111110111001001,5,20,192,0.05,2,2,0.8,4.3776286001472595
39,Gen36_Ind4567,1000100111101100011011110,5,20,255,0.95,1,8,0.1,4.376081055802216
40,Gen34_Ind4305,1001100101101100000011100,5,2,192,0.95,1,2,0.99,4.375837158379829
41,Gen36_Ind4590,1000101111101100001011010,5,50,32,0.95,1,6,0.9,4.3727924010070955
42,Gen36_Ind4570,1000101001101000001011100,5,50,16,0.9,1,6,0.99,4.372769047544569
43,Gen36_Ind4543,1000101011101100000011100,5,50,64,0.95,1,2,0.99,4.372759038994133
44,Gen36_Ind4585,1000101011111100000011100,5,50,64,0.9,1,2,0.99,4.372705660832241
45,Gen35_Ind4361,1000101111101000010011100,5,50,128,0.9,1,10,0.99,4.372698988653633
46,Gen36_Ind4564,1000101101001000010011100,5,50,192,0.1,1,10,0.99,4.37263226798744
47,Gen36_Ind4569,1000101001101111001001100,5,50,16,0.95,1,5,0.99,4.37210524629531
48,Gen36_Ind4468,1000101100001110011001100,5,50,128,0.2,5,9,0.99,4.371995188181907
49,Gen36_Ind4513,1000100011110110110101000,5,20,64,0.1,2,7,0.7,4.369965109931165
50,Gen36_Ind4552,1000101101101101000001001,5,50,192,0.95,3,1,0.8,4.369275512576663
51,Gen36_Ind4487,1000110011100000011011100,5,100,64,0.7,1,5,0.99,4.364284925623736
52,Gen36_Ind4556,1000110011101100010011100,5,100,64,0.95,1,10,0.99,4.364248370094101
53,Gen36_Ind4536,1000110000111100000011100,5,100,0,0.9,1,2,0.99,4.364208492032913
54,Gen36_Ind4524,1000110111101101000011100,5,100,64,0.95,3,2,0.99,4.364075570425442
55,Gen36_Ind4502,1000100010110000001011000,5,20,32,0.99,1,6,0.7,4.3596903788796775
56,Gen36_Ind4573,1000100111101100011011000,5,20,0,0.95,1,1,0.7,4.35961742228605
57,Gen36_Ind4514,1001100101101111100011100,5,5,192,0.95,1,2,0.99,4.357287412457692
58,Gen36_Ind4493,1000101011100100000011101,5,50,64,0.8,1,2,0.95,4.350896837157328
59,Gen36_Ind4528,1000101001101100000011110,5,50,16,0.95,1,2,0.01,4.34830890386016
60,Gen36_Ind4566,1000100111111111000111101,5,20,16,0.4,5,4,0.8,4.341125731957545
61,Gen36_Ind4582,1000101011111000000011110,5,50,64,0.2,1,2,0.2,4.326876081923043
62,Gen36_Ind4489,1001100101101100001011101,5,500,192,0.95,1,6,0.7,4.30566321222115
63,Gen36_Ind4580,1100001001111100010001010,4,2,16,0.05,1,9,0.9,4.2931109258464435
64,Gen36_Ind4520,1000000011001000001011100,5,1,64,0.1,1,6,0.99,4.2357439317482415
65,Gen36_Ind4508,1000000011101111000011100,5,1,64,0.95,2,2,0.99,4.235706367506208
66,Gen36_Ind4517,1000000011001100001011100,5,1,64,0.2,1,6,0.99,4.235643761916727
67,Gen36_Ind4555,1000000011101100100111100,5,1,64,0.95,2,4,0.99,4.235089783103294
68,Gen36_Ind4533,1000000101101100011011000,5,1,192,0.95,1,9,0.7,4.230766221303609
69,Gen36_Ind4480,1000100011101101000011110,5,20,64,0.95,3,2,0.7,4.227813898318588
70,Gen36_Ind4561,1000110011111100010010100,5,100,64,0.7,1,10,0.3,4.207537335401589
71,Gen36_Ind4560,1000100111101100001010100,5,20,32,0.95,1,6,0.3,4.206765269970031
72,Gen36_Ind4525,1000100101101100111011101,5,20,192,0.95,2,6,0.8,4.2061756028826816
73,Gen36_Ind4565,1000100011101100100011101,5,20,64,0.95,2,2,0.99,4.206076826658604
74,Gen36_Ind4548,1000100011101100100111101,5,20,64,0.95,2,4,0.1,4.205805215961959
75,Gen36_Ind4559,1000100000101100010101101,5,20,0,0.95,1,4,0.3,4.20445385708983
