Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen68_Ind8597,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
2,Gen72_Ind9106,1000011010110000010011011,5,10,32,0.99,1,10,0.95,4.134837449737327
3,Gen48_Ind6010,1000011111110100010011010,5,10,64,0.5,1,10,0.9,4.134776964078371
4,Gen54_Ind6800,1000011100110100010011010,5,10,128,0.05,1,10,0.9,4.134776964078371
5,Gen56_Ind7111,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
6,Gen59_Ind7459,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
7,Gen60_Ind7531,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
8,Gen56_Ind7111,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
9,Gen60_Ind7618,1000011000101000010011010,5,10,0,0.9,1,10,0.9,4.134776964078371
10,Gen62_Ind7789,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
11,Gen62_Ind7822,1000011110101000010011010,5,10,255,0.9,1,10,0.9,4.134776964078371
12,Gen60_Ind7618,1000011000101000010011010,5,10,0,0.9,1,10,0.9,4.134776964078371
13,Gen72_Ind9074,1000011101101000010011010,5,10,192,0.9,1,10,0.9,4.134776964078371
14,Gen72_Ind9108,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
15,Gen62_Ind7822,1000011110101000010011010,5,10,255,0.9,1,10,0.9,4.134776964078371
16,Gen62_Ind7822,1000011110101000010011010,5,10,255,0.9,1,10,0.9,4.134776964078371
17,Gen71_Ind8981,1000011101101100010011010,5,10,192,0.95,1,10,0.9,4.134761842940132
18,Gen72_Ind9048,1000011111101100010011010,5,10,16,0.95,1,10,0.9,4.134761842940132
19,Gen72_Ind9116,1000011100101100010011010,5,10,128,0.95,1,10,0.9,4.134761842940132
20,Gen72_Ind9066,1000011101101100010111010,5,10,192,0.95,1,2,0.9,4.134652217995379
21,Gen72_Ind9069,1000011110110000010011010,5,10,255,0.99,1,10,0.9,4.134448104276885
22,Gen72_Ind9110,1000011001001100000111010,5,10,16,0.2,1,4,0.9,4.134198659320629
23,Gen72_Ind9024,1000011100000100010111010,5,10,128,0.05,1,10,0.9,4.134183542411879
24,Gen72_Ind9057,1000011010111000000011010,5,10,32,0.1,1,2,0.9,4.134179763201966
25,Gen72_Ind9098,1000011111111000010011010,5,10,128,0.2,1,10,0.9,4.134160867256038
26,Gen72_Ind9122,1000011010111000011011010,5,10,32,0.05,1,6,0.9,4.134149529771395
27,Gen72_Ind9010,1000011111110100011111010,5,10,128,0.05,1,7,0.9,4.134145750623665
28,Gen71_Ind8956,1000011110100000011011010,5,10,255,0.7,1,2,0.9,4.134141971482845
29,Gen72_Ind9013,1000011100101000000011010,5,10,128,0.9,1,2,0.9,4.134092843280915
30,Gen72_Ind9062,1000011110101000000011010,5,10,255,0.9,1,2,0.9,4.134092843280915
31,Gen72_Ind9105,1000011100101000010011011,5,10,128,0.9,1,10,0.95,4.134077727145998
32,Gen72_Ind9032,1000011110110100010011010,5,10,255,0.2,1,10,0.9,4.134066390117353
33,Gen72_Ind9070,1000011100000100011011010,5,10,128,0.05,1,6,0.9,4.134024821544303
34,Gen72_Ind9034,1000011100100000010111010,5,10,128,0.7,1,1,0.9,4.1340059270147185
35,Gen72_Ind9082,1000011110101000000111011,5,10,255,0.9,1,4,0.95,4.133926571876471
36,Gen72_Ind9008,1000011100101000011011010,5,10,128,0.9,1,6,0.9,4.133922793136355
37,Gen72_Ind9017,1000011110011100100101010,5,10,255,0.6,2,3,0.9,4.132966993801228
38,Gen72_Ind9042,1000011001110000110011010,5,10,16,0.99,2,10,0.9,4.132645974629318
39,Gen71_Ind8957,1000011100101000110011010,5,10,128,0.9,2,10,0.9,4.132362763829611
40,Gen72_Ind9058,1000011100101010110011010,5,10,128,0.9,5,10,0.9,4.132362763829611
41,Gen72_Ind9061,1010011000110110110111010,5,10,0,0.6,2,1,0.9,4.132347660343947
42,Gen72_Ind9021,1000011000011100110011010,5,10,0,0.6,2,10,0.9,4.132223060799711
43,Gen70_Ind8825,1000011110110100110011010,5,10,255,0.05,2,10,0.9,4.131581303397721
44,Gen71_Ind8995,1000011001001010010011010,5,10,16,0.1,5,10,0.9,4.131434104809278
45,Gen72_Ind9097,1000011010000001000101011,5,10,32,0.01,3,3,0.95,4.130207857677766
46,Gen72_Ind9081,1000011010101010010011000,5,10,32,0.9,5,10,0.7,4.130136191905198
47,Gen72_Ind9131,1000011011011010010011010,5,10,64,0.5,5,10,0.9,4.130045670273592
48,Gen72_Ind9054,1000011010111010011011010,5,10,32,0.4,5,10,0.9,4.1300192688784785
49,Gen72_Ind9134,1000011111100110011011010,5,10,192,0.8,5,6,0.9,4.129363114086508
50,Gen71_Ind8999,1000010100100100010011010,5,5,128,0.8,1,10,0.9,4.129272626338991
51,Gen71_Ind8990,1000010000011100000011010,5,5,0,0.6,1,2,0.9,4.129151982177747
52,Gen72_Ind9020,1000010111100000000001011,5,5,0,0.7,1,1,0.95,4.12911428232308
53,Gen72_Ind9121,1000010100110100010011010,5,5,128,0.8,1,10,0.9,4.128982338252816
54,Gen72_Ind9083,1000010100100101110011010,5,5,128,0.8,4,10,0.9,4.128797630720297
55,Gen72_Ind9100,1001010001010000010011110,5,10,16,0.3,1,10,0.5,4.127979838823773
56,Gen72_Ind9115,1000101111100000010011010,5,50,192,0.7,1,10,0.9,4.127693499822479
57,Gen72_Ind9099,1000101111110100010011010,5,50,255,0.3,1,10,0.9,4.127437335438503
58,Gen72_Ind9102,1000011000101000111111001,5,10,0,0.9,2,9,0.8,4.127437335438503
59,Gen72_Ind9025,1000010110101010110011010,5,5,255,0.9,5,10,0.9,4.127094576959791
60,Gen72_Ind9096,1000010110101100111011010,5,5,255,0.95,2,3,0.9,4.1264506463183075
61,Gen72_Ind9087,1000101111101001000011111,5,50,192,0.9,3,2,0.01,4.123561083022945
62,Gen72_Ind9120,1000110010011100010001010,5,100,32,0.6,1,9,0.9,4.1218548321680935
63,Gen72_Ind9088,1000011101110000010011000,5,10,192,0.99,1,10,0.7,4.118319050103766
64,Gen72_Ind9135,1001111011011100010011010,5,10,64,0.6,1,10,0.9,4.118150295123049
65,Gen72_Ind9016,1001011110101100110011011,5,500,255,0.95,2,10,0.95,4.1181127958943575
66,Gen72_Ind9073,1000111111110100010011010,5,200,32,0.05,1,10,0.9,4.1180940465361076
67,Gen72_Ind9047,1000111100110100010011010,5,200,128,0.05,1,10,0.9,4.118045299003655
68,Gen72_Ind9035,1000011111110100000011000,5,10,64,0.95,1,2,0.7,4.114901647145315
69,Gen72_Ind9107,1100001100010000011001110,3,2,128,0.3,1,2,0.8,4.109345511608403
70,Gen72_Ind9124,1000001100001000010011110,5,2,128,0.1,1,10,0.3,4.109102819906161
71,Gen72_Ind9126,1000001100101000010111010,5,2,128,0.9,1,2,0.9,4.108890021541601
72,Gen72_Ind9065,1000001111010100010011010,5,2,32,0.4,1,10,0.9,4.108442097020206
73,Gen72_Ind9026,1010001100101010110011010,2,2,128,0.9,2,10,0.9,4.106300874831458
74,Gen72_Ind9093,1000001110001000010011110,5,2,255,0.1,1,10,0.95,4.099734480142215
75,Gen72_Ind9077,1001011101101100010001010,5,20,192,0.95,1,9,0.9,4.0976542998462415
76,Gen72_Ind9092,1000111000101010100011000,5,200,0,0.9,2,2,0.7,4.095312910324094
77,Gen72_Ind9037,1000100100100101111101110,5,20,128,0.8,4,1,0.05,4.093292785026089
78,Gen72_Ind9130,1000000100101000110011010,5,1,128,0.9,2,10,0.9,4.092989012043221
79,Gen72_Ind9117,1000011100101000010001110,5,10,128,0.9,1,9,0.01,4.082595350936583
80,Gen72_Ind9123,1000001011110000010010110,5,2,64,0.99,1,10,0.5,4.077048871451791
81,Gen72_Ind9009,1000011000100000000001110,5,10,0,0.7,1,1,0.2,4.070571959871182
82,Gen72_Ind9040,1000011110110001110111111,5,10,255,0.99,4,5,0.99,4.06952071836006
83,Gen72_Ind9033,1000000111110000110011111,5,1,255,0.99,2,10,0.01,4.06429090739158
84,Gen72_Ind9011,1000011001001010011010010,5,10,16,0.1,5,10,0.1,4.064228815661295
85,Gen72_Ind9051,1000011100001000001011110,5,10,128,0.1,1,6,0.9,4.0637284986067845
86,Gen72_Ind9044,1000111001001100010010010,5,200,16,0.2,1,10,0.1,4.062439927922489
87,Gen72_Ind9114,1000001100111010010010010,5,2,128,0.4,5,10,0.1,4.06181966129461
88,Gen72_Ind9036,1000111100101000011111110,5,200,128,0.9,1,5,0.01,4.059799635537761
89,Gen72_Ind9111,1000011100100000011011110,5,10,128,0.7,1,3,0.3,4.057974590635378
90,Gen72_Ind9052,1001011100100100010000010,5,2,128,0.8,1,9,0.1,4.0570317475980735
91,Gen72_Ind9091,1000011100101001110011110,5,10,128,0.9,4,10,0.7,4.055452830256357
92,Gen71_Ind8966,0010010000110000010001011,2,5,0,0.99,1,9,0.95,2.79247029388737
93,Gen72_Ind9055,1100011010001000000111010,1,10,32,0.1,1,4,0.9,2.7906610094398183
94,Gen72_Ind9030,1100011000101000010011011,1,10,0,0.9,1,10,0.95,2.790325257577076
95,Gen72_Ind9043,1010111100111100010011010,4,200,128,0.1,1,10,0.9,2.7893976251390846
96,Gen72_Ind9129,1010010100101001000110010,4,5,128,0.9,3,4,0.1,2.7790258743110803
97,Gen72_Ind9041,0000001111110000011011010,1,2,32,0.99,1,9,0.9,2.575024540338395
98,Gen72_Ind9084,0001010000010000111001011,1,100,0,0.3,2,7,0.95,2.5736939449123604
99,Gen72_Ind9029,0000011101100000010101010,1,10,192,0.7,1,2,0.9,2.573692480256954
100,Gen72_Ind9078,1010011101100000010011100,2,10,192,0.7,1,10,0.99,2.5733541895219845
