Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen68_Ind8597,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
2,Gen72_Ind9106,1000011010110000010011011,5,10,32,0.99,1,10,0.95,4.134837449737327
3,Gen74_Ind9361,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
4,Gen75_Ind9410,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
5,Gen75_Ind9410,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
6,Gen74_Ind9361,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
7,Gen77_Ind9647,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
8,Gen77_Ind9689,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
9,Gen74_Ind9361,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
10,Gen78_Ind9777,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
11,Gen74_Ind9361,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
12,Gen99_Ind12461,1000011111110000010011011,5,10,192,0.99,1,10,0.95,4.134837449737327
13,Gen77_Ind9689,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
14,Gen98_Ind12325,1000011110110100010011011,5,10,255,0.05,1,10,0.95,4.134837449737327
15,Gen74_Ind9361,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
16,Gen99_Ind12450,1000011100110000010011010,5,10,128,0.99,1,10,0.9,4.134448104276885
17,Gen98_Ind12388,1000011010111000010011010,5,10,32,0.01,1,10,0.9,4.134448104276885
18,Gen99_Ind12550,1000011110110000011011011,5,10,255,0.99,1,8,0.95,4.134380070849046
19,Gen99_Ind12560,1000011010010000000011010,5,10,32,0.3,1,2,0.9,4.134175983998961
20,Gen99_Ind12526,1000011110110100011001010,5,10,255,0.2,1,2,0.9,4.134168425613681
21,Gen99_Ind12529,1000011101011000011011011,5,10,192,0.5,1,2,0.95,4.134134413221932
22,Gen99_Ind12485,1000011110100000010011010,5,10,255,0.7,1,10,0.9,4.134077727145998
23,Gen99_Ind12530,1000011110110100010001011,5,10,255,0.99,1,9,0.95,4.134077727145998
24,Gen99_Ind12476,1000011110011100010011011,5,10,255,0.6,1,10,0.95,4.134070169119993
25,Gen98_Ind12412,1000011110001000011011011,5,10,255,0.1,1,10,0.95,4.134070169119993
26,Gen99_Ind12519,1000011110110100010011011,5,10,255,0.3,1,10,0.95,4.134055053150889
27,Gen99_Ind12570,1000011110011000011011011,5,10,255,0.5,1,6,0.95,4.134055053150889
28,Gen99_Ind12494,1000011110001000000011011,5,10,255,0.1,1,2,0.95,4.134024821544303
29,Gen99_Ind12511,1000011000010000010001011,5,10,0,0.3,1,9,0.95,4.134013484805827
30,Gen99_Ind12542,1000011110111000000011011,5,10,255,0.3,1,2,0.95,4.133922793136355
31,Gen99_Ind12532,1000011100110000000011011,5,10,128,0.99,1,2,0.95,4.133809434145075
32,Gen99_Ind12552,1000011110110000000011011,5,10,255,0.99,1,2,0.95,4.133809434145075
33,Gen99_Ind12535,1000011111100000010111011,5,10,128,0.7,1,6,0.95,4.133794320082631
34,Gen99_Ind12537,1000011100100000000011011,5,10,128,0.7,1,2,0.95,4.133794320082631
35,Gen99_Ind12451,1000011010110000010111011,5,10,32,0.99,1,5,0.95,4.133771649196187
36,Gen99_Ind12457,1000011100110100010011011,5,10,128,0.2,1,10,0.95,4.133730086550212
37,Gen99_Ind12479,1100011010110100010011011,3,10,32,0.7,1,10,0.95,4.133726308169294
38,Gen99_Ind12546,1000011010000100010011011,5,10,32,0.05,1,10,0.95,4.133726308169294
39,Gen99_Ind12453,1000011100111000010011011,5,10,128,0.95,1,10,0.95,4.133699859696268
40,Gen99_Ind12459,1000011110000100101011011,5,10,255,0.05,2,6,0.95,4.133038757847984
41,Gen99_Ind12464,1000011110110000100011010,5,10,255,0.99,2,2,0.9,4.133038757847984
42,Gen99_Ind12497,1010011111000100101111011,1,10,32,0.05,2,8,0.95,4.132872571220736
43,Gen99_Ind12458,1000011100110001010001011,5,10,128,0.99,3,9,0.95,4.132827249914556
44,Gen99_Ind12558,1000011111110001010001011,5,10,32,0.99,3,9,0.95,4.132827249914556
45,Gen99_Ind12551,1000011010110001010011011,5,10,32,0.99,3,10,0.95,4.132744163434792
46,Gen99_Ind12541,1000011010110100010011001,5,10,32,0.6,1,10,0.8,4.132479819587017
47,Gen99_Ind12465,1000011010110011010011011,5,10,32,0.99,5,10,0.95,4.1324571631164195
48,Gen99_Ind12480,1000011110110001110111011,5,10,255,0.99,4,4,0.95,4.132147549581257
49,Gen99_Ind12508,1000011111110001100011011,5,10,192,0.99,4,2,0.95,4.132094693370368
50,Gen97_Ind12217,1000011111111001100011011,5,10,0,0.95,4,2,0.95,4.131962558758902
51,Gen99_Ind12536,1000011110010001110111010,5,10,255,0.3,4,3,0.9,4.1319285826532814
52,Gen99_Ind12495,1000011110110100000011001,5,10,255,0.8,1,2,0.8,4.131902157179651
53,Gen99_Ind12507,1010011110110100000011001,1,10,255,0.3,1,2,0.8,4.131547333561722
54,Gen98_Ind12444,1000011110110100000011001,5,10,255,0.5,1,2,0.8,4.131411459803537
55,Gen99_Ind12490,1000011111111001010011011,5,10,32,0.01,3,10,0.95,4.1313095603496155
56,Gen99_Ind12501,1000011110110000010011001,5,10,255,0.99,1,10,0.8,4.131143512750152
57,Gen99_Ind12473,1000011111110001001011011,5,10,64,0.99,3,6,0.95,4.130811457591202
58,Gen99_Ind12517,1000011110110001001011011,5,10,255,0.99,3,6,0.95,4.130811457591202
59,Gen99_Ind12524,1000011011100010010001011,5,10,64,0.7,5,9,0.95,4.1305398157991835
60,Gen99_Ind12467,1000011110010010000011011,5,10,255,0.3,5,2,0.95,4.1304681385062345
61,Gen99_Ind12498,1000011110111110000011011,5,10,255,0.99,5,2,0.95,4.130430414614388
62,Gen99_Ind12547,1000011111110000101011001,5,10,32,0.99,2,6,0.8,4.13019654186412
63,Gen99_Ind12574,1000011110110001000011001,5,10,255,0.99,3,2,0.8,4.129532789302741
64,Gen99_Ind12543,1000011110110101000011001,5,10,255,0.1,3,2,0.8,4.129476229348031
65,Gen99_Ind12468,1000010010110000001011010,5,5,32,0.99,1,6,0.9,4.129242464637758
66,Gen99_Ind12502,1000011111111010010011010,5,10,0,0.7,5,10,0.9,4.128959720116022
67,Gen99_Ind12454,1001011000110000010011010,5,200,0,0.99,1,10,0.9,4.128756168035313
68,Gen99_Ind12466,1001010011111000010011001,5,200,64,0.9,1,10,0.8,4.127377066086476
69,Gen99_Ind12544,1000010111101001000011011,5,5,0,0.9,3,2,0.95,4.126503358233809
70,Gen99_Ind12475,1000010010100010000011011,5,5,32,0.7,5,2,0.95,4.125878432191832
71,Gen99_Ind12555,1000111010111000010111010,5,200,32,0.6,1,9,0.9,4.117955306591103
72,Gen99_Ind12533,1000111110110100011011111,5,200,255,0.8,1,10,0.9,4.117940308238075
73,Gen99_Ind12559,1000111110110000010011011,5,200,255,0.99,1,10,0.95,4.117831573445899
74,Gen99_Ind12573,1001001000010100000111011,5,2,0,0.4,1,4,0.95,4.1178128266483105
75,Gen99_Ind12471,1000011000110000011001110,5,10,0,0.99,1,6,0.05,4.115081369056556
76,Gen99_Ind12569,1000111111111000010011001,5,200,64,0.4,1,10,0.8,4.114755634651148
77,Gen99_Ind12557,1001010110110110010011011,5,10,255,0.3,5,10,0.95,4.109931823675778
78,Gen99_Ind12564,1000001000110000010011001,5,2,0,0.99,1,10,0.8,4.107214538057051
79,Gen99_Ind12472,1000001111110100010101001,5,2,16,0.7,1,2,0.8,4.10537643779111
80,Gen99_Ind12489,1000001010111110011001011,5,2,32,0.95,5,9,0.95,4.104847310403042
81,Gen99_Ind12554,1001011100111110010011011,5,2,128,0.1,5,10,0.95,4.104787698965565
82,Gen99_Ind12510,1000001010110011010011001,5,2,32,0.99,5,10,0.8,4.1039905623993285
83,Gen99_Ind12567,1000010110100001010010111,5,5,255,0.7,3,10,0.6,4.103037385085341
84,Gen99_Ind12486,1000001111110000010101111,5,2,32,0.99,1,10,0.99,4.096993541735931
85,Gen99_Ind12500,1000011100111001010111110,5,10,128,0.4,3,9,0.1,4.0907417524766085
86,Gen99_Ind12563,1000000111110011010101110,5,1,32,0.99,4,2,0.5,4.059242112405902
87,Gen99_Ind12516,1000011111100100110010010,5,10,0,0.8,2,10,0.1,4.055831076354636
88,Gen99_Ind12515,1000011110110000001010000,5,10,255,0.99,1,6,0.01,4.055329188180036
89,Gen99_Ind12568,1000111010110000010001111,5,200,32,0.99,1,9,0.2,4.0518920497713555
90,Gen99_Ind12484,1101001100110110010011011,2,20,128,0.6,5,10,0.95,3.7070725037788
91,Gen98_Ind12338,1010100110110010010011000,2,20,255,0.99,5,10,0.7,3.191834963070658
92,Gen99_Ind12483,0010010011011000011011011,2,5,64,0.5,1,8,0.95,2.7916015446570324
93,Gen99_Ind12514,1010001000110110010011011,4,2,0,0.95,5,10,0.95,2.785266064798078
94,Gen99_Ind12503,1100111011110110010001001,4,200,64,0.4,5,9,0.8,2.7821356244171196
95,Gen99_Ind12538,0000001100110001010001011,1,2,128,0.99,3,9,0.95,2.575303142983722
96,Gen99_Ind12493,0000011010110001011011011,1,10,32,0.99,3,4,0.95,2.575096384725804
97,Gen99_Ind12522,0000011110100000010011011,1,10,255,0.7,1,10,0.95,2.573428869436963
98,Gen99_Ind12474,1010011110100100010111011,2,10,255,0.8,1,7,0.95,2.5733966540400806
99,Gen99_Ind12504,0000001110110001010011001,1,2,255,0.99,3,10,0.8,2.572844724595797
100,Gen99_Ind12523,0000010110110010000011111,1,5,255,0.99,5,2,0.7,2.5716962409691995
