Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen68_Ind8597,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
2,Gen72_Ind9106,1000011010110000010011011,5,10,32,0.99,1,10,0.95,4.134837449737327
3,Gen74_Ind9361,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
4,Gen75_Ind9410,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
5,Gen75_Ind9410,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
6,Gen74_Ind9361,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
7,Gen77_Ind9647,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
8,Gen77_Ind9689,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
9,Gen74_Ind9361,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
10,Gen78_Ind9777,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
11,Gen88_Ind11045,1000011111110000010011011,5,10,16,0.99,1,10,0.95,4.134837449737327
12,Gen88_Ind11084,1000011010110000010011011,5,10,32,0.99,1,10,0.95,4.134837449737327
13,Gen77_Ind9647,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
14,Gen88_Ind11137,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
15,Gen88_Ind11156,1000011111110000010011011,5,10,128,0.99,1,10,0.95,4.134837449737327
16,Gen75_Ind9410,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
17,Gen87_Ind10980,1000011110110000010011011,5,10,255,0.99,1,10,0.95,4.134837449737327
18,Gen88_Ind11109,1100011111110100010111010,1,10,0,0.01,1,2,0.9,4.134761842940132
19,Gen88_Ind11064,1000011010110000010011010,5,10,32,0.99,1,10,0.9,4.134448104276885
20,Gen88_Ind11083,1000011010110000010001011,5,10,32,0.99,1,9,0.95,4.1344216465666666
21,Gen88_Ind11105,1000011110110000010011111,5,10,255,0.99,1,10,0.6,4.13428558369138
22,Gen88_Ind11110,1000011111010000000101010,5,10,255,0.3,1,3,0.9,4.134153308926033
23,Gen87_Ind11023,1000011110111000010111011,5,10,255,0.99,1,5,0.95,4.134089064236822
24,Gen88_Ind11089,1000011110101000010011011,5,10,255,0.9,1,10,0.95,4.134077727145998
25,Gen88_Ind11057,1000011110100000010011011,5,10,255,0.7,1,10,0.95,4.134055053150889
26,Gen88_Ind11102,1000011110100000010011011,5,10,255,0.7,1,10,0.95,4.134055053150889
27,Gen88_Ind11136,1000011111010000010101011,5,10,128,0.3,1,8,0.95,4.134013484805827
28,Gen88_Ind11132,1010011110110000011011011,4,10,255,0.99,1,2,0.95,4.133919014403148
29,Gen88_Ind11149,1000011110010000010011011,5,10,255,0.3,1,10,0.95,4.133911456957456
30,Gen88_Ind11150,1000011110010000010011011,5,10,255,0.3,1,10,0.95,4.133911456957456
31,Gen88_Ind11130,1000011110110000011111011,5,10,255,0.99,1,1,0.95,4.13390012084073
32,Gen88_Ind11053,1000011010110000011011111,5,10,32,0.99,1,9,0.99,4.1338963421489705
33,Gen88_Ind11085,1000011010110100010011011,5,10,32,0.1,1,10,0.95,4.133726308169294
34,Gen88_Ind11075,1001001110110000010011011,5,1,255,0.99,1,10,0.95,4.132045613813885
35,Gen88_Ind11143,1000011111001101110101010,5,10,255,0.2,4,6,0.9,4.131970109080477
36,Gen88_Ind11129,1000011110100001010011011,5,10,255,0.7,3,10,0.95,4.1313095603496155
37,Gen88_Ind11055,1000011111110010010111011,5,10,192,0.99,5,8,0.95,4.130841642218025
38,Gen88_Ind11154,1000011010110001000001010,5,10,32,0.99,3,1,0.9,4.130215401587977
39,Gen88_Ind11063,1000011010100010010011011,5,10,32,0.7,5,10,0.95,4.130106017587102
40,Gen88_Ind11093,1000011010111001000101010,5,10,32,0.9,3,3,0.9,4.129981553185272
41,Gen88_Ind11163,1000011010110001001001011,5,10,32,0.99,3,5,0.95,4.129710020527581
42,Gen88_Ind11126,1001100111100100010011011,5,1,64,0.8,1,10,0.95,4.129016265922637
43,Gen88_Ind11060,1000101110100100010101011,5,50,255,0.8,1,10,0.95,4.128017517965682
44,Gen88_Ind11104,1000101110110000010011011,5,50,255,0.99,1,10,0.95,4.127738708602774
45,Gen88_Ind11092,1001111111010110000101010,5,1,64,0.4,5,3,0.9,4.126390405778139
46,Gen88_Ind11100,1000010111111010000001010,5,5,128,0.2,5,1,0.9,4.126145696669337
47,Gen88_Ind11049,1001011010110010000101010,5,1,32,0.99,5,3,0.9,4.126066643006571
48,Gen88_Ind11097,1000010110110000110011011,5,5,255,0.99,2,10,0.95,4.125558513210012
49,Gen88_Ind11073,1000010011110100111011010,5,5,64,0.6,2,3,0.9,4.123997267991271
50,Gen88_Ind11080,1001011110010000110111111,5,10,255,0.3,2,10,0.05,4.1222530815527945
51,Gen88_Ind11059,1000110011110000000101011,5,100,64,0.99,1,3,0.95,4.12220423550687
52,Gen88_Ind11135,1000011111100101001001000,5,10,16,0.8,3,5,0.7,4.120581701954738
53,Gen88_Ind11046,1001001110110100000101010,5,10,255,0.2,1,3,0.9,4.118431561108121
54,Gen88_Ind11121,1000111110110000010011011,5,200,255,0.99,1,10,0.95,4.117831573445899
55,Gen88_Ind11139,1000111110110000010011011,5,200,255,0.99,1,10,0.95,4.117831573445899
56,Gen88_Ind11066,1001100010010000010011011,5,200,32,0.3,1,10,0.95,4.117805327977069
57,Gen88_Ind11069,1000111011110110000011010,5,200,64,0.2,5,2,0.9,4.1102754728298905
58,Gen88_Ind11071,1000111110110110000101011,5,200,255,0.05,5,3,0.95,4.109995319734815
59,Gen88_Ind11052,1000001101110000010011011,5,2,192,0.99,1,10,0.95,4.109584497603308
60,Gen88_Ind11171,1000001110110000010001011,5,2,255,0.99,1,9,0.95,4.109311906432068
61,Gen88_Ind11160,1000001110010000010011011,5,2,255,0.3,1,10,0.95,4.108744435359317
62,Gen88_Ind11166,1000001110110000010101011,5,2,255,0.99,1,4,0.95,4.10871830559813
63,Gen88_Ind11120,1000001110100100011101011,5,2,255,0.8,1,1,0.95,4.1086623143718395
64,Gen88_Ind11119,1000001010100000010011011,5,2,32,0.7,1,10,0.95,4.108606324671561
65,Gen88_Ind11157,1000001010100000010011011,5,2,32,0.7,1,10,0.95,4.108606324671561
66,Gen88_Ind11122,1001011111110010010111011,5,2,128,0.99,5,6,0.95,4.105387618010167
67,Gen88_Ind11043,1000001000000101010011010,5,2,0,0.05,3,10,0.9,4.104642403339989
68,Gen88_Ind11048,1000011101110000010000111,5,10,192,0.99,1,9,0.6,4.100503938664191
69,Gen88_Ind11065,1001011111101000011011010,5,200,16,0.9,1,6,0.9,4.096919312568339
70,Gen88_Ind11051,1000011110110000011110111,5,10,255,0.99,1,2,0.6,4.093218689897047
71,Gen88_Ind11050,1000000110110010010011011,5,1,255,0.99,5,10,0.95,4.08966157730441
72,Gen88_Ind11108,1000001101110000010000111,5,2,192,0.99,1,9,0.6,4.087743084272227
73,Gen88_Ind11161,1000011110110000010011111,5,10,255,0.99,1,10,0.95,4.081530523745103
74,Gen88_Ind11096,1000001110010000010010011,5,2,255,0.3,1,10,0.2,4.069279046226521
75,Gen88_Ind11118,1000011111010000010000011,5,10,0,0.3,1,9,0.2,4.06779668639479
76,Gen88_Ind11167,1000011110110000010010011,5,10,255,0.99,1,10,0.2,4.0644443186240276
77,Gen88_Ind11131,1000011010110000010110011,5,10,32,0.99,1,10,0.2,4.063808833189111
78,Gen88_Ind11114,1001000110100000011010011,5,500,255,0.7,1,9,0.2,4.063666424059448
79,Gen88_Ind11145,1001011100110001011100011,5,10,128,0.99,3,6,0.2,4.0557255967909285
80,Gen88_Ind11117,1000011110100101001100010,5,10,255,0.8,3,7,0.1,4.054518428467817
81,Gen88_Ind11101,1000011111110001010010010,5,10,192,0.99,3,10,0.1,4.052574653480962
82,Gen88_Ind11044,1010011110111000010111011,2,10,255,0.05,1,5,0.95,3.7034691041484633
83,Gen87_Ind10964,1100011010110000010111001,4,10,32,0.99,1,7,0.8,3.7012837678578445
84,Gen88_Ind11070,0110011010110100010110000,4,10,32,0.05,1,10,0.01,3.670284338804342
85,Gen88_Ind11142,1010001110100100001101011,4,2,255,0.8,1,7,0.95,3.1961885983045515
86,Gen88_Ind11125,1011011111101001111011001,2,200,192,0.9,4,5,0.8,3.19453146466869
87,Gen88_Ind11170,1100011110110010010111011,2,10,255,0.99,5,9,0.95,3.1940892509684686
88,Gen88_Ind11112,1101111110110000011111011,3,100,255,0.99,1,1,0.95,2.7942076890996432
89,Gen88_Ind11054,1010011111110100010101010,5,10,128,0.95,1,6,0.9,2.79051292430035
90,Gen88_Ind11081,1100011100110000000011011,3,10,128,0.99,1,2,0.95,2.7902598384146247
91,Gen88_Ind11146,1100011010111101010111111,5,10,32,0.5,3,1,0.3,2.7857533122628104
92,Gen88_Ind11079,1010011010110001010111011,3,10,32,0.99,3,10,0.95,2.7847669844804104
93,Gen88_Ind11047,1010011111100101001101010,1,10,0,0.8,3,7,0.9,2.783779641361379
94,Gen88_Ind11172,1010011110110000010011111,3,10,255,0.99,1,10,0.8,2.581123561903088
95,Gen88_Ind11153,0000000001000100010111011,1,1,16,0.05,1,3,0.95,2.5758913391289293
96,Gen88_Ind11113,0000011110110100010011011,1,10,255,0.1,1,10,0.95,2.573428869436963
97,Gen88_Ind11162,0000011010110001010011011,1,10,32,0.99,3,10,0.95,2.5730218432585614
98,Gen88_Ind11173,0000011010110000110011011,1,10,32,0.99,2,10,0.95,2.5730218432585614
99,Gen88_Ind11076,0000011111110000010001010,1,10,192,0.99,1,9,0.9,2.572974999587527
100,Gen88_Ind11088,0000011110110000010111010,1,10,255,0.99,1,1,0.9,2.5725447031686848
