Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen1_Ind75,1000011110101000010011100,5,10,255,0.9,1,10,0.99,4.13384344118967
2,Gen1_Ind88,1000010110101010001101011,5,5,255,0.9,5,7,0.95,4.126702922685257
3,Gen1_Ind87,1001000100101001110001100,5,500,128,0.9,4,9,0.99,4.110626651978375
4,Gen1_Ind16,1000110000010000101101000,5,100,0,0.3,2,7,0.7,4.105100678329492
5,Gen1_Ind6,1000101001001100000000110,5,50,16,0.2,1,1,0.5,4.083347328237383
6,Gen1_Ind10,1000111101011110000100110,5,200,192,0.6,5,3,0.5,4.081869439603158
7,Gen1_Ind40,1000111100011010001000101,5,200,128,0.5,5,5,0.4,4.079064028523264
8,Gen1_Ind38,1000100100011100010000101,5,20,128,0.6,1,9,0.4,4.074635512300953
9,Gen1_Ind9,1000010000011000001000101,5,5,0,0.5,1,5,0.4,4.073251967277047
10,Gen1_Ind30,1000000000001010000110010,5,1,0,0.1,5,4,0.1,4.070238580594413
11,Gen1_Ind65,1000001110010100101100011,5,2,255,0.4,2,7,0.2,4.062458173926401
12,Gen1_Ind57,1000111010001100110000001,5,200,32,0.2,2,9,0.05,4.06210423070083
13,Gen1_Ind24,1000011010000101100000000,5,10,32,0.05,4,1,0.01,4.062064096702831
14,Gen1_Ind90,1000010101011000101010011,5,5,192,0.5,2,6,0.2,4.062031260385249
15,Gen1_Ind28,1000111100010101101110010,5,200,128,0.4,4,8,0.1,4.057941820400545
16,Gen1_Ind37,1000101000011100001010000,5,50,0,0.6,1,6,0.01,4.057279246982493
17,Gen1_Ind72,0110100000011001101111001,4,20,0,0.5,4,8,0.8,3.708066416482937
18,Gen1_Ind59,0110001011101100000011010,4,2,64,0.95,1,2,0.9,3.7048920193793307
19,Gen1_Ind100,0110110101000000001101010,4,100,192,0.01,1,7,0.9,3.7004085386458905
20,Gen1_Ind52,0110010010101001110010111,4,5,32,0.9,4,10,0.6,3.6979032517872197
21,Gen1_Ind51,0110111000011101000011010,4,200,0,0.6,3,2,0.9,3.697280482670384
22,Gen1_Ind92,0110101011001110001100111,4,50,64,0.2,5,7,0.6,3.6926194070736704
23,Gen1_Ind35,0110110001000010010000110,4,100,16,0.01,5,9,0.5,3.6891553802995216
24,Gen1_Ind67,0111000100101001110000111,4,500,128,0.9,4,9,0.6,3.6889417272994227
25,Gen1_Ind7,0110100100110000000010110,4,20,128,0.99,1,2,0.5,3.6789099188727272
26,Gen1_Ind99,0110001000000100001110001,4,2,0,0.05,1,8,0.05,3.676397784647801
