Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen16_Ind2018,1000011100110000010001010,5,10,128,0.99,1,9,0.9,4.134659778149773
2,Gen18_Ind2133,1000011000110000010001010,5,10,0,0.99,1,9,0.9,4.134659778149773
3,Gen20_Ind2413,1000011100110000010001010,5,10,128,0.99,1,9,0.9,4.134659778149773
4,Gen22_Ind2704,1000011100110000010001010,5,10,128,0.99,1,9,0.9,4.134659778149773
5,Gen22_Ind2749,1000011000110000010001010,5,10,0,0.99,1,9,0.9,4.134659778149773
6,Gen21_Ind2554,1000011000001010100001010,5,10,0,0.1,2,1,0.9,4.134576617972012
7,Gen17_Ind2119,1000011100000000000001010,5,10,128,0.01,1,1,0.9,4.134569058121729
8,Gen19_Ind2350,1000011100000000000001010,5,10,128,0.01,1,1,0.9,4.134569058121729
9,Gen20_Ind2432,1010011100000000000001010,1,10,128,0.01,1,1,0.9,4.134569058121729
10,Gen20_Ind2483,1000011100000000000001010,5,10,128,0.01,1,1,0.9,4.134569058121729
11,Gen20_Ind2485,1000011100000000000001010,5,10,128,0.01,1,1,0.9,4.134569058121729
12,Gen21_Ind2600,1000011100111100000001010,5,10,128,0.01,1,1,0.9,4.134569058121729
13,Gen22_Ind2723,1000011100010000000001010,5,10,128,0.3,1,1,0.9,4.1344934611393755
14,Gen22_Ind2712,1000011000000000010001010,5,10,0,0.01,1,9,0.9,4.1341646464314055
15,Gen22_Ind2702,1000011100111100000001010,5,10,128,0.7,1,1,0.9,4.13411551769056
16,Gen22_Ind2732,1000011100000000000011010,5,10,128,0.01,1,2,0.9,4.13411551769056
17,Gen22_Ind2711,1000011010000100011001010,5,10,32,0.05,1,6,0.9,4.134092843280915
18,Gen22_Ind2678,1010011100110000000001010,5,10,128,0.99,1,1,0.9,4.134081506169363
19,Gen22_Ind2721,1000011010000000001001011,5,10,32,0.01,1,5,0.95,4.134081506169363
20,Gen22_Ind2751,1000011100000000001001011,5,10,128,0.01,1,5,0.95,4.134081506169363
21,Gen22_Ind2758,1100011110111100000001010,1,10,255,0.01,1,1,0.9,4.134081506169363
22,Gen22_Ind2767,1000011000011100001111010,5,10,0,0.6,1,8,0.9,4.134066390117353
23,Gen18_Ind2245,1000011100000000001001010,5,10,128,0.01,1,5,0.9,4.134039937292327
24,Gen22_Ind2734,1001010111000000001001010,5,5,64,0.01,1,5,0.9,4.134039937292327
25,Gen22_Ind2757,1010011101000000001001010,1,10,192,0.01,1,5,0.9,4.134039937292327
26,Gen22_Ind2694,1000011110010100000001010,5,10,255,0.4,1,1,0.9,4.134028600470947
27,Gen22_Ind2762,1010011100000000011111010,5,10,128,0.01,1,7,0.9,4.134028600470947
28,Gen22_Ind2747,1000011000001000001111010,5,10,0,0.1,1,8,0.9,4.134002148129528
29,Gen22_Ind2773,1000011001111000100001010,5,10,16,0.5,2,1,0.9,4.133276730151795
30,Gen22_Ind2739,1000011110010000101001011,5,10,255,0.3,2,5,0.95,4.133140742622713
31,Gen22_Ind2754,1000011100000000100001110,5,10,128,0.01,2,1,0.8,4.13257044795377
32,Gen22_Ind2784,1000011100111000100001011,5,10,128,0.9,2,1,0.95,4.132483595689602
33,Gen22_Ind2795,1000011100101000100101010,5,10,128,0.9,2,3,0.9,4.1319512333282775
34,Gen22_Ind2700,1000011111011000110011010,5,10,128,0.5,2,10,0.9,4.131626597381336
35,Gen22_Ind2792,1001001000010010001101010,5,500,0,0.3,5,7,0.9,4.1313246562478305
36,Gen22_Ind2688,1000011100010010011001010,5,10,128,0.3,5,1,0.9,4.131271821086729
37,Gen21_Ind2608,1000011000000010010001010,5,10,0,0.01,5,9,0.9,4.130800138469872
38,Gen22_Ind2701,1000011100000110000001010,5,10,128,0.05,5,1,0.9,4.130426642263102
39,Gen22_Ind2771,1000011101110011010001011,5,10,192,0.99,5,9,0.95,4.130336107899385
40,Gen22_Ind2745,1000011110010001010101010,5,10,255,0.3,3,8,0.9,4.130234261484073
41,Gen22_Ind2676,1000011000000001010001010,5,10,0,0.01,3,9,0.9,4.130041898625053
42,Gen22_Ind2707,1000011110010001001001010,5,10,255,0.3,3,5,0.9,4.1300192688784785
43,Gen22_Ind2774,1010011001011000000001001,4,10,16,0.5,1,1,0.8,4.129985324723594
44,Gen22_Ind2740,1000011000000111010001100,5,10,0,0.05,1,9,0.99,4.129830697300654
45,Gen22_Ind2788,1000011010011111001011010,5,10,32,0.6,4,6,0.9,4.129755273491005
46,Gen21_Ind2625,1001010001010000010011010,5,2,16,0.3,1,10,0.9,4.128982338252816
47,Gen22_Ind2690,1000011100110110001001001,5,10,128,0.7,5,5,0.8,4.128914484585826
48,Gen22_Ind2684,1001111100010010000001010,5,1,128,0.3,5,1,0.9,4.1280928783130895
49,Gen22_Ind2692,1001011100111000000001010,5,1,128,0.05,1,1,0.9,4.12808911023037
50,Gen22_Ind2725,1001111110010000001001010,5,2,255,0.3,1,5,0.9,4.127810291196916
51,Gen22_Ind2744,1000011000001010001011000,5,10,0,0.1,5,6,0.7,4.127734941166592
52,Gen22_Ind2738,1000010110010001000001010,5,5,255,0.3,3,1,0.9,4.126616316873386
53,Gen22_Ind2699,1000010000011110000001111,5,5,0,0.6,5,1,0.05,4.126258635728284
54,Gen22_Ind2778,1001010101111001000001010,5,500,192,0.3,3,1,0.9,4.1231137132771245
55,Gen22_Ind2680,1000011101000000000101000,5,10,192,0.01,1,3,0.7,4.1214904638310905
56,Gen21_Ind2583,1000011100011000001101000,5,10,128,0.5,1,7,0.7,4.119875998199915
57,Gen22_Ind2764,1000011110011000101101000,5,10,255,0.5,2,7,0.7,4.119121763104468
58,Gen22_Ind2727,1000111001010000010001010,5,200,16,0.3,1,9,0.9,4.1180977963941
59,Gen22_Ind2800,1000111001000100010001010,5,200,16,0.05,1,9,0.9,4.118004051992989
60,Gen22_Ind2799,1001011110010100001111000,5,50,255,0.4,1,8,0.7,4.117992802951664
61,Gen22_Ind2726,1000011100010000000001000,5,10,128,0.3,1,1,0.7,4.11725799873273
62,Gen22_Ind2783,1001011100000000000001010,5,10,128,0.01,1,1,0.9,4.114516046857771
63,Gen22_Ind2746,1000110110111110000001010,5,100,255,0.95,5,1,0.9,4.113673967441678
64,Gen22_Ind2737,1001000010001001110001110,5,500,32,0.1,4,9,0.05,4.110649069706142
65,Gen22_Ind2733,1000111000100010010001010,5,200,0,0.7,5,9,0.9,4.109875799370591
66,Gen22_Ind2722,1000111000110010010001011,5,200,0,0.99,5,9,0.95,4.109804837443294
67,Gen22_Ind2709,1000001000001000010001011,5,2,0,0.1,1,9,0.95,4.109099086411565
68,Gen22_Ind2685,1000001000111010111101010,5,2,0,0.7,5,9,0.9,4.106505947516571
69,Gen22_Ind2731,1001111000010011100001010,5,10,0,0.3,3,1,0.9,4.105193836166049
70,Gen21_Ind2559,1000111110010000001001000,5,200,255,0.3,1,5,0.7,4.101322037341343
71,Gen22_Ind2743,1000001000111010011001000,5,2,0,0.05,5,1,0.7,4.099329422385944
72,Gen22_Ind2695,1001001100000000001111000,5,1,128,0.01,1,8,0.7,4.099303412237647
73,Gen22_Ind2674,1001111010001001000001000,5,200,32,0.1,3,1,0.7,4.098073880492875
74,Gen22_Ind2742,1001111000010100011001010,5,50,0,0.4,1,5,0.9,4.096919312568339
75,Gen22_Ind2669,1001000110010001000011000,5,500,255,0.3,3,2,0.7,4.092155720156864
76,Gen22_Ind2714,1000011100010000000001111,5,10,128,0.3,1,1,0.6,4.07103365211505
77,Gen22_Ind2748,1000100100000100001010011,5,20,128,0.05,1,6,0.2,4.0709457026608575
78,Gen22_Ind2796,1000011100000000100000011,5,10,128,0.01,2,1,0.2,4.0670979728787895
79,Gen22_Ind2696,1000011100000000000100010,5,10,128,0.01,1,3,0.1,4.06596444603477
80,Gen22_Ind2787,1001000110001011101011110,5,500,255,0.1,4,6,0.4,4.062220988659003
81,Gen22_Ind2677,1001110110111010100110011,5,20,255,0.99,4,4,0.2,4.061061004432376
82,Gen22_Ind2761,1000011101010001000100010,5,10,192,0.3,3,3,0.1,4.059577336716842
83,Gen22_Ind2768,1000010100110000001001111,5,5,128,0.99,1,5,0.1,4.0561912031003775
84,Gen22_Ind2791,1010011000010110001011100,5,10,0,0.4,5,6,0.99,3.7096997785251413
85,Gen22_Ind2772,1100011110001000001011011,5,10,255,0.1,1,6,0.95,3.70320223969264
86,Gen22_Ind2763,1100011100010000101001011,5,10,128,0.3,2,5,0.95,3.7013655578244378
87,Gen22_Ind2717,1010000101010000010011000,3,1,192,0.3,1,10,0.7,3.1977321354581334
88,Gen22_Ind2782,1011000100100001100001010,4,500,128,0.7,4,1,0.9,3.196870915546671
89,Gen22_Ind2777,1010011100000001000001110,1,10,128,0.01,3,1,0.8,2.7917635322746124
90,Gen22_Ind2705,1110011000010000000001110,5,10,0,0.3,1,1,0.6,2.791081243543014
91,Gen22_Ind2752,1010011100010000000001010,5,10,128,0.3,1,1,0.9,2.790129009291803
92,Gen22_Ind2673,1010111000010000001001010,2,200,0,0.3,1,5,0.9,2.7897641297314237
93,Gen22_Ind2689,1010001000000001000001010,1,2,0,0.01,3,1,0.9,2.784537227564517
94,Gen22_Ind2718,0001001100000011001101000,1,50,128,0.01,3,7,0.7,2.5800368536351606
95,Gen22_Ind2708,0001010001110010000011000,1,500,16,0.99,5,2,0.7,2.5754996674199075
96,Gen22_Ind2730,0000011100010000001001011,1,10,128,0.3,1,5,0.95,2.573603139429408
97,Gen22_Ind2683,0000011010010110010001011,1,10,32,0.4,5,9,0.95,2.573484516113246
98,Gen22_Ind2697,1010011001010001001101010,5,10,16,0.3,3,7,0.9,2.573213627322011
99,Gen22_Ind2670,1010111000001100001001010,1,200,0,0.2,1,5,0.9,2.5717912994029004
100,Gen22_Ind2781,0000011010010000000001010,1,10,32,0.3,1,1,0.9,2.5698257516997236
