Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen48_Ind6010,1000011111110100010011010,5,10,0,0.6,1,10,0.9,4.134776964078371
2,Gen54_Ind6800,1000011100110100010011010,5,10,128,0.2,1,10,0.9,4.134776964078371
3,Gen56_Ind7111,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
4,Gen59_Ind7459,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
5,Gen60_Ind7531,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
6,Gen56_Ind7111,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
7,Gen60_Ind7618,1000011000101000010011010,5,10,0,0.9,1,10,0.9,4.134776964078371
8,Gen62_Ind7789,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
9,Gen62_Ind7822,1000011110101000010011010,5,10,255,0.9,1,10,0.9,4.134776964078371
10,Gen62_Ind7840,1000011100111100010011010,5,10,128,0.99,1,10,0.9,4.134776964078371
11,Gen63_Ind7967,1000011101101000010011010,5,10,192,0.9,1,10,0.9,4.134776964078371
12,Gen63_Ind7994,1000011101101000010011010,5,10,192,0.9,1,10,0.9,4.134776964078371
13,Gen63_Ind8005,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
14,Gen63_Ind8016,1000011001101000010011010,5,10,16,0.9,1,10,0.9,4.134776964078371
15,Gen63_Ind8019,1000011000101000010011010,5,10,0,0.9,1,10,0.9,4.134776964078371
16,Gen63_Ind7917,1000011000101100010011010,5,10,0,0.95,1,10,0.9,4.134761842940132
17,Gen63_Ind7973,1000011101101100010111010,5,10,192,0.95,1,10,0.9,4.134761842940132
18,Gen63_Ind8026,1000011011101100010011010,5,10,64,0.95,1,10,0.9,4.134761842940132
19,Gen63_Ind7933,1000011000101100010001010,5,10,0,0.95,1,9,0.9,4.134652217995379
20,Gen63_Ind7925,1000011110001000000001010,5,10,255,0.1,1,1,0.9,4.134576617972012
21,Gen63_Ind7951,1000011111111100010011010,5,10,192,0.4,1,10,0.9,4.134448104276885
22,Gen63_Ind7918,1000011111110100010111010,5,10,64,0.7,1,1,0.9,4.13442920587789
23,Gen63_Ind7964,1000011100101000010001010,5,10,128,0.9,1,9,0.9,4.13442920587789
24,Gen63_Ind7983,1000011110111100000111010,5,10,255,0.3,1,4,0.9,4.134251569371858
25,Gen63_Ind7982,1000011010101000010001011,5,10,32,0.9,1,9,0.95,4.134225114176957
