Rank,Individual,Gene1,ctx_Gene1,den_Gene1,hash_Gene1,gamma_Gene1,mutations_Gene1,den_mut_Gene1,gamma_mut_Gene1,Fitness
1,Gen48_Ind6010,1000011111110100010011010,5,10,32,0.95,1,10,0.9,4.134776964078371
2,Gen54_Ind6800,1000011100110100010011010,5,10,128,0.6,1,10,0.9,4.134776964078371
3,Gen56_Ind7111,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
4,Gen59_Ind7459,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
5,Gen60_Ind7531,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
6,Gen56_Ind7111,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
7,Gen60_Ind7618,1000011000101000010011010,5,10,0,0.9,1,10,0.9,4.134776964078371
8,Gen62_Ind7789,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
9,Gen62_Ind7822,1000011110101000010011010,5,10,255,0.9,1,10,0.9,4.134776964078371
10,Gen62_Ind7840,1000011100111100010011010,5,10,128,0.8,1,10,0.9,4.134776964078371
11,Gen66_Ind8302,1000011100101000010011010,5,10,128,0.9,1,10,0.9,4.134776964078371
12,Gen66_Ind8315,1000011101101000010011010,5,10,192,0.9,1,10,0.9,4.134776964078371
13,Gen66_Ind8316,1000011000101000010011010,5,10,0,0.9,1,10,0.9,4.134776964078371
14,Gen66_Ind8333,1000011111110100010011010,5,10,128,0.99,1,10,0.9,4.134776964078371
15,Gen66_Ind8374,1000011110101000010011010,5,10,255,0.9,1,10,0.9,4.134776964078371
16,Gen66_Ind8394,1000011010101000010011010,5,10,32,0.9,1,10,0.9,4.134776964078371
17,Gen66_Ind8293,1000011111110100010001010,5,10,16,0.7,1,9,0.9,4.134659778149773
18,Gen66_Ind8361,1000011111111100011001010,5,10,192,0.4,1,10,0.9,4.13458417784994
19,Gen66_Ind8377,1000011100110000011011010,5,10,128,0.99,1,6,0.9,4.134569058121729
20,Gen66_Ind8328,1000011101111100011011010,5,10,192,0.9,1,10,0.9,4.134448104276885
21,Gen66_Ind8384,1000011010101000010001010,5,10,32,0.9,1,9,0.9,4.13442920587789
22,Gen66_Ind8321,1000011000111100010011010,5,10,0,0.8,1,10,0.9,4.134160867256038
23,Gen66_Ind8325,1000011110100000000011010,5,10,255,0.7,1,2,0.9,4.134149529771395
24,Gen66_Ind8314,1000011100111100010011010,5,10,128,0.4,1,10,0.9,4.134130634101839
25,Gen66_Ind8375,1000011100110011010111010,5,10,128,0.99,4,4,0.9,4.134081506169363
26,Gen65_Ind8235,1000011010100000010011010,5,10,32,0.7,1,10,0.9,4.134077727145998
27,Gen66_Ind8329,1000011000101000000111010,5,10,0,0.9,1,4,0.9,4.134070169119993
28,Gen66_Ind8351,1000011100111000011011010,5,10,128,0.99,1,8,0.9,4.134066390117353
29,Gen66_Ind8395,1000011011110100011011011,5,10,64,0.99,1,9,0.95,4.134062611121624
30,Gen66_Ind8308,1000011110011000011011010,5,10,255,0.5,1,6,0.9,4.134058832132802
31,Gen66_Ind8336,1000011000111000011011010,5,10,0,0.3,1,7,0.9,4.133990811515405
32,Gen66_Ind8301,1000011000101000011111011,5,10,0,0.9,1,3,0.95,4.133926571876471
33,Gen66_Ind8342,1100011100101000011011010,1,10,128,0.9,1,10,0.9,4.133922793136355
34,Gen66_Ind8370,1010011000101000000011110,5,10,0,0.9,1,2,0.7,4.133760313846215
35,Gen66_Ind8407,1010011000001100010011011,3,10,0,0.2,1,10,0.95,4.133730086550212
36,Gen66_Ind8408,1000011000101100111111010,5,10,0,0.95,2,8,0.9,4.133197403005699
37,Gen66_Ind8306,1000011100101001110011010,5,10,128,0.9,4,10,0.9,4.1326912919597705
38,Gen66_Ind8385,1000011110100001110011010,5,10,255,0.7,4,10,0.9,4.132642198229975
39,Gen66_Ind8330,1000011101101000110001010,5,10,192,0.9,2,9,0.9,4.132544014269515
40,Gen66_Ind8401,1001010010001000010011010,5,1,32,0.1,1,10,0.9,4.132430730881376
41,Gen65_Ind8151,1000011100101000110011010,5,10,128,0.9,2,10,0.9,4.132362763829611
