Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen18_Ind2316,1000101011111010000101100101110000,19,25,26,11,10,4,32768,0,3.5887761108049894
2,Gen18_Ind2316,1000101011111010000101100101110000,19,25,26,11,10,4,16384,0,3.5887761108049894
3,Gen20_Ind2648,1000101011111010000101100101111000,19,25,26,11,10,4,4096,0,3.5887761108049894
4,Gen20_Ind2647,1000101011111010000101100101110000,19,25,26,11,10,4,131072,0,3.5887761108049894
5,Gen21_Ind2840,1000101011111010000101100001111000,19,25,26,11,9,4,131072,0,3.5887761108049894
6,Gen22_Ind2904,1000101011111010000101100101101000,19,25,26,11,10,4,131072,0,3.5887761108049894
7,Gen22_Ind2944,1000101011011010000101100001010000,19,23,26,11,9,4,16384,0,3.5887761108049894
8,Gen14_Ind1891,1000101011111010011101100001010000,19,25,26,16,9,4,16384,0,3.5887761108049894
9,Gen23_Ind3026,1000101011111010000101100001010000,19,25,26,11,9,4,16384,0,3.5887761108049894
10,Gen22_Ind2944,1000101011011010000101100001010000,19,23,26,11,9,4,16384,0,3.5887761108049894
11,Gen37_Ind4920,1000101101101010000101100101010000,19,13,26,11,10,4,16384,0,3.5887761108049894
12,Gen37_Ind4959,1000101011111010000101100101010000,19,25,26,11,10,4,16384,0,3.5887761108049894
13,Gen20_Ind2647,1000101011111010000101100101110000,19,25,26,11,10,4,8192,0,3.5887761108049894
14,Gen37_Ind4989,1000101011111010000101100001111000,19,25,26,11,9,4,4096,0,3.5887761108049894
15,Gen37_Ind5002,1000101011111010000101100001110000,19,25,26,11,9,4,131072,0,3.5887761108049894
16,Gen37_Ind5018,1000101011111010000101100101110000,19,25,26,11,10,4,4096,0,3.5887761108049894
17,Gen37_Ind5037,1000101011101010000101100101111000,19,24,26,11,10,4,32768,0,3.5887761108049894
18,Gen37_Ind4913,1000101011101011101101100101111000,19,24,29,19,10,4,131072,0,3.5887648751287533
19,Gen37_Ind4938,1000101011111010001101100101010000,19,25,26,19,10,4,16384,0,3.5887648751287533
20,Gen37_Ind4960,1000101011101010010101100001110000,19,24,26,27,9,4,4096,0,3.5887648751287533
21,Gen37_Ind5003,1000101011101010011101100101111000,19,24,26,8,10,4,8192,0,3.5887648751287533
22,Gen37_Ind5020,1000100011111010010101100101111000,18,25,26,27,10,4,4096,0,3.588650275249578
23,Gen37_Ind5028,1000100011111010011001100001010000,18,25,26,11,9,4,16384,0,3.588650275249578
24,Gen37_Ind5007,1000101011111010011000100011010000,19,25,26,30,9,6,16384,0,3.585164097935194
25,Gen37_Ind4973,1000011011101011010101110001010000,17,24,28,27,5,4,16384,0,3.551373105473833
26,Gen37_Ind4924,1000111010111010010001101101110000,21,21,26,23,1,4,32768,0,3.545737661815426
27,Gen37_Ind4910,1000101010111010000101100001010000,19,21,26,11,9,4,16384,0,3.5456894039829328
28,Gen37_Ind5001,1000100010111010000110100001110000,18,21,26,12,9,4,65536,0,3.5453516359324286
29,Gen37_Ind4971,1000100111111000000110100110010000,18,25,22,12,10,5,16384,0,3.5440033984328623
30,Gen37_Ind5016,1000100101011010011100100011111000,18,10,26,26,9,6,32768,0,3.541253107869645
31,Gen37_Ind4996,1000010011011000011101010101000000,16,23,22,29,6,4,4096,0,3.528568790055963
32,Gen37_Ind4964,1000101010101010100111110101101000,19,20,27,13,9,4,131072,0,3.4808147098156534
33,Gen37_Ind4936,1000100010101010010001100001101110,18,20,26,23,9,4,131072,5,3.48047227970968
34,Gen37_Ind4957,1000011011111011011100101101110000,17,25,28,29,10,4,131072,0,3.4775200317449917
35,Gen37_Ind5009,1000111010101011000111100110101000,21,20,28,13,10,5,131072,0,3.4769588692065034
36,Gen37_Ind4970,1000101010101010000001100011010000,19,20,26,7,9,6,16384,0,3.4738314936080354
37,Gen37_Ind4911,1000101011110111010101100000011000,19,25,20,27,9,3,32768,0,3.4379554688048293
38,Gen37_Ind4982,1000001011011010100111110010011000,15,23,27,13,7,5,32768,0,3.3616425388252766
39,Gen37_Ind4926,1000001011111010001101100000110000,15,25,26,19,9,3,131072,0,3.3555217159156374
40,Gen37_Ind5008,1000000011111010001101100100100000,14,25,26,19,10,3,65536,0,3.3555217159156374
41,Gen37_Ind4948,1000001011101011000100100001101000,15,24,28,10,9,4,131072,0,3.355511893310602
42,Gen37_Ind4988,1000101011011110000001100111010000,19,23,19,7,10,6,16384,0,3.335208462931033
43,Gen37_Ind4917,1000000010111011010001100111000100,14,21,28,23,10,6,4096,4,3.2329755189530687
44,Gen36_Ind4829,1010100010111011110001100111000100,-42,21,29,23,10,6,4096,4,3.2329755189530687
45,Gen37_Ind4943,1000100101011000101111100011011000,18,25,23,21,9,6,32768,0,3.1666802953068487
46,Gen37_Ind4918,0000111111100000110101100001011101,-43,19,7,27,9,4,32768,5,3.1530119487721153
47,Gen37_Ind4929,0000101011111011010101100101011101,-45,25,28,27,10,4,32768,5,3.1530119487721153
48,Gen37_Ind4976,1000101011100111011101100001011100,19,24,20,21,9,4,32768,4,3.105852459220716
49,Gen37_Ind5023,1000101010101010101111110001011100,19,20,27,21,3,4,32768,4,3.0811413635701426
50,Gen37_Ind4977,1001101001111011010111100101110110,-3,17,28,29,10,4,32768,1,3.0313324088207385
51,Gen37_Ind5017,1000100010101010001111000101110000,18,20,26,21,2,4,8192,0,3.0137145272926036
52,Gen36_Ind4871,1000101011100011010101100101011110,19,24,12,27,10,4,32768,1,2.989737255161758
53,Gen37_Ind4986,0001001111111011001101110111010010,-41,10,28,19,1,6,16384,2,2.934735957078464
54,Gen37_Ind4942,1000101011100100110101000001111010,19,24,15,27,1,4,32768,2,2.9157837115706586
55,Gen37_Ind4949,1100011010111110010101101001111010,9,21,25,27,8,4,4096,2,2.8862407737440283
56,Gen37_Ind4995,1000100010111100110101000101110110,18,21,17,27,2,4,65536,1,2.8861899035556307
57,Gen36_Ind4858,1000110011001000001001110101110100,20,22,22,15,7,4,131072,4,2.775348321668942
58,Gen37_Ind5012,1000100001011010110111100011000101,18,15,27,29,9,6,4096,5,2.7596745256990647
59,Gen37_Ind4975,1000101011101010011101100101110010,19,24,26,11,10,4,131072,2,2.7559907521655376
60,Gen36_Ind4852,1000101010111110000101100001111000,19,21,25,11,9,4,4096,0,2.7293628158526717
