Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen18_Ind2316,1000101011111010000101100101110000,19,25,26,11,10,4,8192,0,3.5887761108049894
2,Gen18_Ind2316,1000101011111010000101100101110000,19,25,26,11,10,4,131072,0,3.5887761108049894
3,Gen20_Ind2648,1000101011111010000101100101111000,19,25,26,11,10,4,65536,0,3.5887761108049894
4,Gen20_Ind2647,1000101011111010000101100101110000,19,25,26,11,10,4,65536,0,3.5887761108049894
5,Gen21_Ind2840,1000101011111010000101100001111000,19,25,26,11,9,4,8192,0,3.5887761108049894
6,Gen22_Ind2904,1000101011111010000101100101101000,19,25,26,11,10,4,131072,0,3.5887761108049894
7,Gen22_Ind2944,1000101011011010000101100001010000,19,23,26,11,9,4,16384,0,3.5887761108049894
8,Gen14_Ind1891,1000101011111010011101100001010000,19,25,26,8,9,4,16384,0,3.5887761108049894
9,Gen23_Ind3026,1000101011111010000101100001010000,19,25,26,11,9,4,16384,0,3.5887761108049894
10,Gen22_Ind2944,1000101011011010000101100001010000,19,23,26,11,9,4,16384,0,3.5887761108049894
11,Gen18_Ind2316,1000101011111010000101100101110000,19,25,26,11,10,4,4096,0,3.5887761108049894
12,Gen46_Ind6147,1000101011111010000101100001010000,19,25,26,11,9,4,16384,0,3.5887761108049894
13,Gen46_Ind6190,1000101011111010100101010101000000,19,25,27,11,6,4,4096,0,3.5887761108049894
14,Gen46_Ind6222,1000101011101010000101100101010000,19,24,26,11,10,4,16384,0,3.5887761108049894
15,Gen22_Ind2904,1000101011111010000101100101101000,19,25,26,11,10,4,131072,0,3.5887761108049894
16,Gen46_Ind6264,1000101011111010000101100101110000,19,25,26,11,10,4,131072,0,3.5887761108049894
17,Gen46_Ind6144,1000101011011010001100100101101000,19,23,26,18,10,4,131072,0,3.5887648751287533
18,Gen46_Ind6155,1000111011111010000001100101000000,21,25,26,7,10,4,4096,0,3.5887648751287533
19,Gen46_Ind6159,1000101011011010101101100001010000,19,23,27,19,9,4,16384,0,3.5887648751287533
20,Gen46_Ind6161,1000101011111111000100100101100000,19,25,19,10,10,4,65536,0,3.5887648751287533
21,Gen46_Ind6172,1000111011111010001101100001010000,21,25,26,19,9,4,16384,0,3.5887648751287533
22,Gen46_Ind6181,1001010011111010001100100101010000,17,25,26,18,10,4,16384,0,3.5887648751287533
23,Gen46_Ind6228,1000101011011010000001100001000000,19,23,26,7,9,4,4096,0,3.5887648751287533
24,Gen46_Ind6262,1000101011111010010101100101110000,19,25,26,27,10,4,32768,0,3.5887648751287533
25,Gen46_Ind6140,1000100011011010000101100101000000,18,23,26,11,10,4,4096,0,3.588654769224604
26,Gen46_Ind6152,1000100011011010001101100101111000,18,23,26,19,10,4,65536,0,3.588650275249578
