Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen17_Ind2050,011011000000011010001111,33554432,4,0,1,1,bt4,32,200,3.6024366052707
2,Gen19_Ind2265,011011000000011010001111,33554432,4,0,1,1,bt4,32,500,3.6024366052707
3,Gen20_Ind2472,011011000000011010001111,33554432,4,0,1,1,bt4,32,1000,3.6024366052707
4,Gen20_Ind2484,011011000000011010001111,33554432,4,0,1,1,bt4,32,50,3.6024366052707
5,Gen21_Ind2554,011011000000011010001100,33554432,4,0,1,1,bt4,32,200,3.6024366052707
6,Gen21_Ind2598,010111000000011010001101,8388608,4,0,1,1,bt4,32,500,3.6024366052707
7,Gen22_Ind2652,011001000000011010001101,16777216,4,0,1,1,bt4,32,500,3.6024366052707
8,Gen22_Ind2658,011001000000011010001111,16777216,4,0,1,1,bt4,32,0,3.6024366052707
9,Gen22_Ind2687,011011000000011010001101,33554432,4,0,1,1,bt4,32,500,3.6024366052707
10,Gen20_Ind2472,011011000000011010001111,33554432,4,0,1,1,bt4,32,50,3.6024366052707
11,Gen29_Ind3507,111111010000011010001110,1048576,0,0,1,1,bt4,32,1000,3.6024366052707
12,Gen29_Ind3515,011111000000011010001101,134217728,4,0,1,1,bt4,32,500,3.6024366052707
13,Gen29_Ind3537,011011000000011010001110,33554432,4,0,1,1,bt4,32,1000,3.6024366052707
14,Gen22_Ind2687,011011000000011010001101,33554432,4,0,1,1,bt4,32,500,3.6024366052707
15,Gen29_Ind3561,011011000000011010001111,33554432,4,0,1,1,bt4,32,0,3.6024366052707
16,Gen29_Ind3585,011001000000011010001111,16777216,4,0,1,1,bt4,32,50,3.6024366052707
17,Gen29_Ind3605,011011000000001010001101,33554432,4,0,0,1,bt4,32,500,3.602273584336441
18,Gen29_Ind3616,011011000000001010001100,33554432,4,0,0,1,bt4,32,200,3.602273584336441
19,Gen29_Ind3623,011001000000001010001101,16777216,4,0,0,1,bt4,32,500,3.602273584336441
20,Gen29_Ind3532,011001100001011010001110,16777216,1,0,3,1,bt4,32,1000,3.601793663920848
21,Gen29_Ind3504,010111100000011010001101,8388608,2,0,1,1,bt4,32,500,3.601458700930492
22,Gen29_Ind3549,011011010000011010001100,33554432,1,0,1,1,bt4,32,200,3.601458700930492
23,Gen29_Ind3557,011011100000011010110110,33554432,4,0,1,1,bt4,16,1000,3.601458700930492
24,Gen29_Ind3505,011011000000101010101111,33554432,4,0,2,1,bt4,128,500,3.6014043884783593
25,Gen29_Ind3620,011011000000001110001100,33554432,4,0,0,1,bt4,32,200,3.6013953365622666
26,Gen29_Ind3592,011011000000011010010111,33554432,4,0,1,1,bt4,64,1000,3.6012686145146087
27,Gen29_Ind3530,011001000001011010001111,16777216,4,0,3,1,bt4,32,1000,3.601232409853247
28,Gen29_Ind3608,011011000001011010101101,33554432,4,0,2,1,bt4,16,500,3.601232409853247
29,Gen29_Ind3578,011110110000011010111100,134217728,3,0,1,1,bt4,32,200,3.6011600027143387
30,Gen29_Ind3527,011001100010011001001111,16777216,4,1,1,1,bt3,32,50,3.6006984756419342
31,Gen28_Ind3462,011011000000111010011101,33554432,4,0,3,1,bt4,128,500,3.60066228244317
32,Gen28_Ind3462,011011000000111010011101,33554432,4,0,3,1,bt4,128,500,3.60066228244317
33,Gen29_Ind3511,011011000000011010011111,33554432,4,0,1,1,bt4,128,500,3.6004994220524678
34,Gen29_Ind3547,011011000000011010011000,33554432,4,0,1,1,bt4,128,0,3.6004994220524678
35,Gen29_Ind3617,011011000000101010111011,33554432,4,0,2,1,bt4,32,100,3.5998662161143633
36,Gen29_Ind3519,111011100000011010100110,8192,1,0,1,1,bt4,273,1000,3.599106662915647
37,Gen29_Ind3627,011010100000011010100101,33554432,2,0,1,1,bt4,273,500,3.599106662915647
38,Gen29_Ind3568,011011100001011001110110,33554432,1,0,2,1,bt3,64,1000,3.5985281708180765
39,Gen29_Ind3502,010111100001011010001110,8388608,3,0,4,1,bt4,32,1000,3.5968118674190697
40,Gen29_Ind3516,011011100000011010001111,33554432,1,0,1,1,bt4,32,100,3.5968118674190697
41,Gen29_Ind3531,011011100000011010001111,33554432,0,0,1,1,bt4,32,10,3.5968118674190697
42,Gen29_Ind3604,011110010000011010001101,134217728,1,0,1,1,bt4,32,500,3.5968118674190697
43,Gen29_Ind3614,010111010000011010101111,8388608,0,0,1,1,bt4,128,500,3.5968118674190697
44,Gen29_Ind3590,011110010000111010001101,134217728,1,0,3,1,bt4,32,500,3.596080677828279
45,Gen29_Ind3517,010111100000011010110110,8388608,2,0,1,1,bt4,273,1000,3.595990428124349
46,Gen29_Ind3624,110111110000011010101111,32768,0,0,1,1,bt4,273,500,3.595990428124349
47,Gen29_Ind3508,010100110001011010001111,4194304,3,0,3,1,bt4,32,0,3.5954490250151183
48,Gen29_Ind3543,010110000000011010100110,8388608,0,0,1,1,bt4,273,1000,3.5951874052811705
49,Gen29_Ind3607,011010000010011010011010,33554432,0,1,1,1,bt4,128,50,3.59465526194974
50,Gen29_Ind3586,010101100000011010001011,4194304,1,0,1,1,bt4,32,100,3.5918798490906583
51,Gen29_Ind3577,010011000000011001001100,2097152,4,0,1,1,bt3,32,200,3.556980133009292
52,Gen29_Ind3524,111010100000011100001110,262144,2,0,1,1,hc4,32,1000,3.5444943450555106
53,Gen29_Ind3556,011010100000011110001110,33554432,2,0,1,1,hc3,32,1000,3.5444943450555106
54,Gen29_Ind3544,011101100001011110000111,67108864,3,0,0,1,hc3,16,1000,3.503432269075225
55,Gen29_Ind3615,010111000001001010000111,8388608,4,0,4,1,bt4,16,10,3.503432269075225
