Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen17_Ind2050,011011000000011010001111,33554432,4,0,1,1,bt4,32,10,3.6024366052707
2,Gen19_Ind2265,011011000000011010001111,33554432,4,0,1,1,bt4,32,100,3.6024366052707
3,Gen20_Ind2472,011011000000011010001111,33554432,4,0,1,1,bt4,32,0,3.6024366052707
4,Gen20_Ind2484,011011000000011010001111,33554432,4,0,1,1,bt4,32,500,3.6024366052707
5,Gen21_Ind2554,011011000000011010001100,33554432,4,0,1,1,bt4,32,200,3.6024366052707
6,Gen21_Ind2598,010111000000011010001101,8388608,4,0,1,1,bt4,32,500,3.6024366052707
7,Gen22_Ind2652,011001000000011010001101,16777216,4,0,1,1,bt4,32,500,3.6024366052707
8,Gen22_Ind2658,011001000000011010001111,16777216,4,0,1,1,bt4,32,10,3.6024366052707
9,Gen22_Ind2687,011011000000011010001101,33554432,4,0,1,1,bt4,32,500,3.6024366052707
10,Gen20_Ind2472,011011000000011010001111,33554432,4,0,1,1,bt4,32,0,3.6024366052707
11,Gen32_Ind3964,011011000000011010001111,33554432,4,0,1,1,bt4,32,500,3.6024366052707
12,Gen32_Ind3970,011011000000011010001100,33554432,4,0,1,1,bt4,32,200,3.6024366052707
13,Gen32_Ind3974,011011000000011010001101,33554432,4,0,1,1,bt4,32,500,3.6024366052707
14,Gen32_Ind3979,011011000001011010001100,33554432,4,0,2,1,bt4,32,200,3.6024366052707
15,Gen32_Ind3982,010111000000011010001110,8388608,4,0,1,1,bt4,32,1000,3.6024366052707
16,Gen32_Ind3992,011011000000011010001101,33554432,4,0,1,1,bt4,32,500,3.6024366052707
17,Gen32_Ind3898,011011000000011111001101,33554432,4,0,1,1,bt4,32,500,3.6023007534675346
18,Gen32_Ind3985,011001010000001110101101,16777216,2,0,0,1,bt2,273,500,3.602273584336441
19,Gen32_Ind3994,011111000000001010001101,134217728,4,0,0,1,bt4,32,500,3.602273584336441
20,Gen32_Ind3885,011111000000111010001101,134217728,4,0,3,1,bt4,32,500,3.601793663920848
21,Gen32_Ind3918,011011000000111010001100,33554432,4,0,3,1,bt4,32,200,3.601793663920848
22,Gen32_Ind3927,010111000000111010001111,8388608,4,0,3,1,bt4,32,1000,3.601793663920848
23,Gen32_Ind3990,011011100000111010111110,33554432,1,0,3,1,bt4,128,1000,3.601793663920848
24,Gen32_Ind3998,011111000000111010001111,134217728,4,0,3,1,bt4,32,0,3.601793663920848
25,Gen32_Ind3980,011111110000001010101110,134217728,2,0,0,1,bt4,16,1000,3.601784610047811
26,Gen32_Ind3896,011011000000111110001111,33554432,4,0,3,1,bt3,32,50,3.601675967121635
27,Gen32_Ind3950,011011000001011010001111,33554432,4,0,2,1,bt4,32,100,3.6016578606044765
28,Gen32_Ind4016,101011000000011101101101,268435456,4,0,1,1,hc4,64,500,3.601522067528472
29,Gen32_Ind3959,111011000001011000001101,16384,4,0,3,1,bt2,32,500,3.6013953365622666
30,Gen32_Ind3890,011011100000001010110111,33554432,1,0,0,1,bt4,273,500,3.6013229228715984
31,Gen32_Ind3961,011011000000011010011111,33554432,4,0,1,1,bt4,128,0,3.6004994220524678
32,Gen32_Ind3932,011111100010111001001111,134217728,4,1,3,1,bt3,32,0,3.599956660469323
