Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen17_Ind2050,011011000000011010001111,33554432,4,0,1,1,bt4,32,10,3.6024366052707
2,Gen19_Ind2265,011011000000011010001111,33554432,4,0,1,1,bt4,32,1000,3.6024366052707
3,Gen20_Ind2472,011011000000011010001111,33554432,4,0,1,1,bt4,32,200,3.6024366052707
4,Gen20_Ind2484,011011000000011010001111,33554432,4,0,1,1,bt4,32,200,3.6024366052707
5,Gen21_Ind2554,011011000000011010001100,33554432,4,0,1,1,bt4,32,200,3.6024366052707
6,Gen21_Ind2598,010111000000011010001101,8388608,4,0,1,1,bt4,32,500,3.6024366052707
7,Gen22_Ind2652,011001000000011010001101,16777216,4,0,1,1,bt4,32,500,3.6024366052707
8,Gen22_Ind2658,011001000000011010001111,16777216,4,0,1,1,bt4,32,500,3.6024366052707
9,Gen22_Ind2687,011011000000011010001101,33554432,4,0,1,1,bt4,32,500,3.6024366052707
10,Gen20_Ind2472,011011000000011010001111,33554432,4,0,1,1,bt4,32,50,3.6024366052707
11,Gen28_Ind3389,011011000000011010001101,33554432,4,0,1,1,bt4,32,500,3.6024366052707
12,Gen27_Ind3285,010111100000011010001110,8388608,3,0,1,1,bt4,32,1000,3.6024366052707
13,Gen21_Ind2554,011011000000011010001100,33554432,4,0,1,1,bt4,32,200,3.6024366052707
14,Gen28_Ind3500,011011000000011010001110,33554432,4,0,1,1,bt4,32,1000,3.6024366052707
15,Gen20_Ind2484,011011000000011010001111,33554432,4,0,1,1,bt4,32,10,3.6019566414194104
16,Gen28_Ind3392,011011000000011110001111,33554432,4,0,1,1,bt4,32,0,3.601793663920848
17,Gen28_Ind3393,010111000000011000001101,8388608,4,0,1,1,bt2,32,500,3.601793663920848
18,Gen28_Ind3454,010111000000111010001110,8388608,4,0,3,1,bt4,32,1000,3.601793663920848
19,Gen27_Ind3360,010111000000011000001101,8388608,4,0,1,1,bt2,32,500,3.601793663920848
20,Gen28_Ind3475,011001000000111010001110,16777216,4,0,3,1,bt4,32,1000,3.601793663920848
21,Gen28_Ind3391,010111010000011010001110,8388608,2,0,1,1,bt4,32,1000,3.601458700930492
22,Gen28_Ind3408,011111010000011010001111,134217728,1,0,1,1,bt4,32,200,3.601458700930492
23,Gen28_Ind3481,010111100000011010001011,8388608,2,0,1,1,bt4,32,100,3.601458700930492
24,Gen28_Ind3410,011011000000011010111010,33554432,4,0,1,1,bt4,128,50,3.6012686145146087
25,Gen28_Ind3412,010111000001001010101101,8388608,4,0,4,1,bt4,16,500,3.601232409853247
26,Gen28_Ind3446,010111100000011010101100,8388608,2,0,1,1,bt4,128,200,3.6011600027143387
27,Gen28_Ind3462,011011000000111010011101,33554432,4,0,3,1,bt4,128,500,3.60066228244317
28,Gen28_Ind3428,011011000000011001011101,33554432,4,0,1,1,bt3,128,500,3.6006260899720064
29,Gen28_Ind3409,011011100000011001110110,33554432,1,0,1,1,bt3,32,1000,3.6006079940092675
30,Gen28_Ind3384,010111000000111001011100,8388608,4,0,3,1,bt3,128,200,3.6004451385294223
31,Gen28_Ind3485,011001100001011010001111,16777216,0,0,0,1,bt4,32,10,3.6001646997339174
