Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen17_Ind2050,011011000000011010001111,33554432,4,0,1,1,bt4,32,100,3.6024366052707
2,Gen19_Ind2265,011011000000011010001111,33554432,4,0,1,1,bt4,32,1000,3.6024366052707
3,Gen20_Ind2472,011011000000011010001111,33554432,4,0,1,1,bt4,32,1000,3.6024366052707
4,Gen20_Ind2484,011011000000011010001111,33554432,4,0,1,1,bt4,32,0,3.6024366052707
5,Gen8_Ind903,010111001010001010001000,8388608,4,2,0,1,bt4,32,0,3.602336979613181
6,Gen12_Ind1451,011011000000001010001111,33554432,4,0,0,1,bt4,32,200,3.602336979613181
7,Gen12_Ind1451,011011000000001010001111,33554432,4,0,0,1,bt4,32,10,3.602336979613181
8,Gen12_Ind1451,011011000000001010001111,33554432,4,0,0,1,bt4,32,10,3.602273584336441
9,Gen16_Ind1886,010111000000001010001111,8388608,4,0,0,1,bt4,32,200,3.602273584336441
10,Gen16_Ind1985,011111000000001101001101,134217728,4,0,0,1,hc4,32,500,3.602273584336441
11,Gen12_Ind1451,011011000000001010001111,33554432,4,0,0,1,bt4,32,50,3.602273584336441
12,Gen18_Ind2162,010111010000001010110011,8388608,4,0,0,1,bt4,16,100,3.602273584336441
13,Gen20_Ind2407,011001000000001010001110,16777216,4,0,0,1,bt4,32,1000,3.602273584336441
14,Gen20_Ind2440,011011000000001010001101,33554432,4,0,0,1,bt4,32,500,3.602273584336441
15,Gen20_Ind2515,010111000000001010001100,8388608,4,0,0,1,bt4,32,200,3.602273584336441
16,Gen20_Ind2392,010111000000001001001110,8388608,4,0,0,1,bt3,32,1000,3.6022101912909688
17,Gen20_Ind2395,011011100000001001001100,33554432,2,0,0,1,bt3,32,200,3.6022101912909688
18,Gen20_Ind2398,011111100000001101001100,134217728,3,0,0,1,hc3,32,200,3.6022101912909688
19,Gen20_Ind2402,011111000001011010011101,134217728,4,0,2,1,bt4,128,500,3.602065301279328
20,Gen20_Ind2417,011001100000001001010101,16777216,1,0,0,1,bt3,64,500,3.6019294774787456
21,Gen20_Ind2469,011111100000001001001100,134217728,3,0,0,1,bt3,32,200,3.601866096543819
22,Gen20_Ind2475,011111100000001001011101,134217728,0,0,0,1,bt3,128,500,3.601847988114959
