Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen8_Ind903,010111001010001010001000,8388608,4,4,0,1,bt4,32,0,3.602336979613181
2,Gen12_Ind1451,011011000000001010001111,33554432,4,0,0,1,bt4,32,1000,3.602336979613181
3,Gen12_Ind1451,011011000000001010001111,33554432,4,0,0,1,bt4,32,100,3.602273584336441
4,Gen9_Ind1059,010111000000001001001101,8388608,4,0,0,1,bt3,32,500,3.6022101912909688
5,Gen10_Ind1169,011111000000001001001101,134217728,4,0,0,1,bt3,32,500,3.6022101912909688
6,Gen9_Ind1059,010111000000001001001101,8388608,4,0,0,1,bt3,32,500,3.6022101912909688
7,Gen14_Ind1686,011011000000001001001101,33554432,4,0,0,1,bt3,32,500,3.6022101912909688
8,Gen11_Ind1362,010111000000001010011111,8388608,4,0,0,1,bt4,128,100,3.602065301279328
9,Gen11_Ind1362,010111000000001010011111,8388608,4,0,0,1,bt4,128,500,3.602065301279328
10,Gen13_Ind1543,010111000000001010011111,8388608,4,0,0,1,bt4,128,0,3.602065301279328
11,Gen11_Ind1362,010111000000001010011111,8388608,4,0,0,1,bt4,128,200,3.602065301279328
12,Gen11_Ind1345,011011000000001001011010,33554432,4,0,0,1,bt3,128,50,3.601847988114959
13,Gen11_Ind1367,100001110000001111011010,268435456,1,0,0,1,bt4,128,50,3.601847988114959
14,Gen14_Ind1679,100001110000001111011010,268435456,4,0,0,1,bt2,128,50,3.601847988114959
15,Gen14_Ind1669,110011000000101010001011,1048576,4,0,2,1,bt4,32,100,3.6016578606044765
16,Gen14_Ind1646,010111000000001000001101,8388608,4,0,0,1,bt2,32,500,3.6013953365622666
17,Gen14_Ind1645,011000110000001010001111,16777216,3,0,0,1,bt4,32,500,3.60137723286659
18,Gen13_Ind1529,011000110000001010001111,16777216,3,0,0,1,bt4,32,100,3.60137723286659
19,Gen14_Ind1727,100101000000011010111110,1073741824,4,0,1,1,bt4,32,1000,3.6012686145146087
20,Gen14_Ind1703,111001000000001010100010,268435456,4,0,0,1,bt4,273,50,3.6012505120929332
21,Gen14_Ind1671,011101110000001001010111,67108864,4,0,0,1,bt3,64,0,3.6009970972970935
22,Gen14_Ind1650,011011010000001000011000,33554432,2,0,0,1,bt2,128,0,3.6005537072123914
23,Gen13_Ind1593,011000111010001010001000,16777216,3,2,0,1,bt4,32,0,3.60033657639367
24,Gen14_Ind1664,111001000000101010100010,134217728,4,0,2,1,bt4,273,50,3.6000651996944786
25,Gen14_Ind1661,010111110000101000001000,8388608,4,0,2,1,bt2,32,0,3.5989801018767835
26,Gen14_Ind1638,110110100100001000001010,1073741824,2,2,0,1,bt2,32,50,3.5989710621431747
27,Gen14_Ind1731,111110110001011010010111,536870912,3,0,1,1,bt4,64,0,3.598943943214813
28,Gen14_Ind1690,011100010000001111001111,67108864,1,0,0,1,bt4,32,200,3.596902158360068
29,Gen14_Ind1628,010110010000001010010110,8388608,1,0,0,1,bt4,64,1000,3.5964958848201443
30,Gen14_Ind1705,011010011010001010001000,33554432,1,3,0,1,bt4,32,0,3.596468803180675
31,Gen14_Ind1698,010110000000001000010110,8388608,0,0,0,1,bt2,64,1000,3.5962521647466303
32,Gen14_Ind1728,011011010000001101010101,33554432,0,0,0,1,hc3,64,500,3.596116778978278
33,Gen14_Ind1640,010111100000001010011111,8388608,3,0,0,1,bt4,128,50,3.595990428124349
34,Gen14_Ind1654,010110000000011010010111,8388608,0,0,1,1,bt4,64,50,3.595990428124349
35,Gen13_Ind1515,011100000000101001001111,67108864,0,0,2,1,bt3,32,10,3.5959633540965013
36,Gen14_Ind1702,010111101010001010001101,8388608,3,4,0,1,bt4,32,500,3.5958731102812744
37,Gen14_Ind1673,011001110000101111001011,16777216,4,0,2,1,hc4,32,100,3.5955302250884547
38,Gen14_Ind1649,011001110000101001010111,16777216,4,0,2,1,bt3,64,50,3.5954490250151183
39,Gen14_Ind1665,010101000000011110001000,4194304,4,0,1,1,bt3,32,0,3.5953768502510495
40,Gen14_Ind1743,010110001110001010001000,8388608,0,2,0,1,bt4,32,0,3.5953136997094353
41,Gen14_Ind1732,011000000100001000001010,16777216,0,2,0,1,bt2,32,50,3.5947634817295753
42,Gen14_Ind1684,010110000100101000001011,8388608,0,2,2,1,bt2,32,100,3.594700352732801
43,Gen13_Ind1511,010110000100101000001011,8388608,0,2,2,1,bt2,32,100,3.594700352732801
44,Gen14_Ind1726,011000010101101010001000,16777216,1,2,1,1,bt4,32,0,3.5945831190497097
45,Gen13_Ind1534,010111101010111010110000,8388608,0,1,3,1,bt4,16,0,3.594429825001505
46,Gen14_Ind1674,010110010000101000011011,8388608,1,0,2,1,bt2,128,100,3.594249495800849
47,Gen14_Ind1633,010110000100011010010100,8388608,0,2,1,1,bt4,64,200,3.5940962302060107
48,Gen14_Ind1689,011110001000101001011000,134217728,0,4,2,1,bt3,128,0,3.58971116555933
49,Gen14_Ind1747,010011000001001000001101,2097152,4,0,4,1,bt2,32,500,3.5554355539895384
50,Gen14_Ind1714,110011110000101000001110,536870912,2,0,2,1,bt2,32,1000,3.5552238306023405
51,Gen14_Ind1634,010010000100101000010000,2097152,0,2,2,1,bt2,64,0,3.5480665658018875
52,Gen14_Ind1693,011011110000001111011111,33554432,2,0,0,1,hc4,128,200,3.544564491391253
53,Gen14_Ind1659,011011000000011010000111,33554432,4,0,1,1,bt4,16,50,3.50407484758297
54,Gen14_Ind1697,011111000000111010000111,134217728,4,0,3,1,bt4,16,1000,3.5034665339794904
55,Gen14_Ind1643,011010110001101110000110,33554432,3,0,2,1,bt4,16,1000,3.5023361459153195
56,Gen14_Ind1637,111001010001001000000111,33554432,1,0,4,1,bt2,16,50,3.496405023816031
57,Gen14_Ind1629,011100111011101001000000,67108864,3,3,2,1,bt3,16,0,3.490451441753734
58,Gen14_Ind1748,011000110000101011001111,16777216,3,0,2,1,hc3,32,10,3.4712815002882933
59,Gen14_Ind1657,111001000000001100011100,262144,4,0,0,1,hc4,128,200,3.4308533945665864
60,Gen11_Ind1362,010111000000001010011111,8388608,4,0,0,1,bt4,128,1000,3.3596365456715382
61,Gen12_Ind1411,111110100100001000001010,67108864,2,2,0,1,bt2,32,50,3.308453343308188
62,Gen14_Ind1746,010111100000111110001010,8388608,2,0,3,1,bt4,32,50,3.3006188423858083
63,Gen14_Ind1672,010110100000101011001100,8388608,2,0,2,1,hc3,32,200,3.2995243643799466
64,Gen14_Ind1647,011011000000000010011111,33554432,4,0,0,0,bt4,128,10,3.2938962489913863
65,Gen14_Ind1676,010110110000000001001101,8388608,3,0,0,0,bt3,32,500,3.2924808704244124
66,Gen14_Ind1736,010111100000100010100111,8388608,3,0,2,0,bt4,273,0,3.2920950691685755
67,Gen14_Ind1701,011000110000000001001000,16777216,3,0,0,0,bt3,32,0,3.292026995979322
68,Gen14_Ind1641,010110100000110001010011,8388608,2,0,3,0,bt3,64,100,3.2918984209691984
69,Gen14_Ind1694,011110100000010001001000,134217728,2,0,1,0,bt3,32,0,3.291762293669665
70,Gen14_Ind1681,100111000000000001101101,33554432,4,0,0,0,bt3,273,500,3.290892857142857
71,Gen13_Ind1521,011000010000100010001111,16777216,1,0,2,0,bt4,32,50,3.2882495697074012
72,Gen14_Ind1682,010011000000100010011111,2097152,4,0,2,0,bt4,128,1000,3.2588136761234154
73,Gen14_Ind1721,011101110000101011110011,67108864,1,0,2,1,hc3,273,100,3.204287314834693
74,Gen14_Ind1709,110011000001011001000110,33554432,4,0,3,1,bt3,16,1000,3.1800159127881558
75,Gen14_Ind1718,010110100101101001001111,8388608,2,2,4,1,bt3,32,0,3.1694926970405484
76,Gen12_Ind1444,011001110000001001011111,16777216,2,0,0,1,bt3,128,50,3.165333652917903
77,Gen14_Ind1722,110011110100101111001001,4096,0,2,2,1,bt2,32,10,3.1402144898442224
78,Gen14_Ind1710,100011000001001101000010,536870912,4,0,4,1,hc4,16,50,3.0903268141604374
79,Gen14_Ind1677,010110010001101011110010,8388608,1,0,1,1,hc3,16,50,3.088621490189992
80,Gen14_Ind1670,010111101010001011010010,8388608,3,4,0,1,hc3,64,50,3.087343731819886
81,Gen14_Ind1666,011010100100110110000010,33554432,2,2,3,0,hc3,16,50,3.028542094238846
82,Gen14_Ind1678,010101100000100011010100,4194304,4,0,2,0,hc3,64,200,3.019021447128057
83,Gen14_Ind1735,010001110101100110000111,1048576,0,2,0,0,bt4,16,50,3.0131108844681838
84,Gen14_Ind1660,001000010000011100001000,65536,1,0,1,1,hc4,32,0,2.933881162696414
85,Gen14_Ind1658,110111000000001010100010,524288,4,0,0,1,bt4,273,50,2.923197094051619
86,Gen14_Ind1685,110110110000000001001001,524288,3,0,0,0,bt3,32,10,2.9126734466538466
87,Gen14_Ind1717,011000100001100110101111,16777216,2,0,1,0,hc4,32,1000,2.9122827253436965
88,Gen14_Ind1740,011000110000001101011001,16777216,3,0,0,1,bt4,128,10,2.832652445955697
89,Gen14_Ind1632,011110100100111011001111,134217728,2,2,3,1,hc3,32,500,2.8095852255347187
90,Gen14_Ind1713,110111000000000010010110,33554432,4,0,0,0,bt4,64,1000,2.744548655073141
91,Gen14_Ind1725,000111110010010010110110,32768,3,1,1,0,bt4,16,1000,2.741927906585121
92,Gen14_Ind1739,110010010000001011001111,268435456,1,0,0,1,hc3,32,500,2.711608773407265
93,Gen14_Ind1653,111001000000101000011110,536870912,4,0,2,1,bt2,128,1000,2.6449024627959434
94,Gen14_Ind1630,000000010000001010011000,4096,1,0,0,1,bt4,128,0,2.497755191691202
95,Gen14_Ind1639,011011000100001010001111,33554432,4,2,0,1,bt4,32,500,0
96,Gen14_Ind1663,011000110100001001010101,16777216,3,2,0,1,bt3,64,500,0
97,Gen14_Ind1667,011110110100111010010110,134217728,3,2,3,1,bt4,64,1000,0
98,Gen14_Ind1675,001011000100001001011010,131072,4,2,0,1,bt3,128,50,0
99,Gen14_Ind1706,011111000100001000010010,134217728,4,2,0,1,bt2,64,50,0
100,Gen14_Ind1741,011011000100000010011111,33554432,4,2,0,0,bt4,128,100,0
