Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen27_Ind3488,1000111100101010000111011110100000,21,28,26,13,8,5,65536,0,3.68671376765997
2,Gen27_Ind3488,1000111100101010000111011110100000,21,28,26,13,8,5,65536,0,3.68671376765997
3,Gen31_Ind4075,1000111100101010000111011110100000,21,28,26,13,8,5,65536,0,3.68671376765997
4,Gen32_Ind4243,1000111100111111100111011110100000,21,29,24,13,8,5,65536,0,3.68671376765997
5,Gen34_Ind4504,1000111100101010100111011110100000,21,28,27,13,8,5,65536,0,3.68671376765997
6,Gen34_Ind4506,1000111100101010000111011110100000,21,28,26,13,8,5,65536,0,3.68671376765997
7,Gen34_Ind4508,1000111100101110000111011110100000,21,28,12,13,8,5,65536,0,3.68671376765997
8,Gen31_Ind4093,1000111100001010000111011110111000,21,26,26,13,8,5,8192,0,3.686705207412306
9,Gen34_Ind4524,1000111100001010000111011110101000,21,26,26,13,8,5,131072,0,3.686705207412306
10,Gen25_Ind3252,1000110101101010111110011110000000,20,10,27,16,8,5,4096,0,3.6866538467611085
11,Gen34_Ind4522,1000101100111111101000011110111000,19,29,9,14,8,5,32768,0,3.6866538467611085
12,Gen35_Ind4619,1000111110111010101000011110111000,21,24,27,14,8,5,32768,0,3.6866538467611085
13,Gen35_Ind4611,1000111100111011011110110110011000,21,29,28,29,6,5,32768,0,3.686610191332735
14,Gen34_Ind4525,1000111100111011001100010110011000,21,29,28,18,6,5,32768,0,3.686603343516211
15,Gen35_Ind4581,1000111100001011100101010010001000,21,26,29,11,5,5,8192,0,3.686017949260224
16,Gen35_Ind4594,1000110100001010001111011111111000,20,26,26,21,8,6,65536,0,3.681074342764779
17,Gen35_Ind4684,1000110100001000101110011110101000,20,26,23,20,8,5,131072,0,3.6400824310984135
18,Gen35_Ind4659,1000111100111110101000001110111000,21,29,22,14,4,5,32768,0,3.6166889133881224
19,Gen35_Ind4687,1010001100111011101110011110011000,13,29,29,20,8,5,32768,0,3.615207473475959
20,Gen35_Ind4668,1000101010111110100110010010000000,19,21,7,12,5,5,4096,0,3.5439074566308975
21,Gen35_Ind4650,1000001100111010000101011110110000,15,29,26,11,8,5,4096,0,3.436659156791603
22,Gen35_Ind4630,1000111110111111111000101110111000,21,13,21,30,7,5,65536,0,3.3772089106617527
23,Gen35_Ind4623,1000101101101010001111011010000000,19,23,26,21,7,5,4096,0,3.335534146602776
24,Gen35_Ind4673,1000111010001010000111011010101000,21,18,26,13,7,5,131072,0,3.3355166289059257
25,Gen35_Ind4554,1000110110111011111010001110100000,20,14,29,12,4,5,65536,0,3.309197296010187
26,Gen35_Ind4596,1010010100111110111000011110111100,-47,29,13,30,8,5,8192,4,3.2455146331681877
27,Gen35_Ind4640,1001110100101110010101111110000100,21,28,16,27,1,5,4096,4,3.245011853668506
28,Gen35_Ind4671,0000111100011111101110011111101101,-43,27,26,20,8,6,131072,5,3.2323065701484435
29,Gen35_Ind4665,1000111100111111100111011010100000,21,29,27,13,7,5,65536,0,3.2262982687176627
30,Gen35_Ind4618,1000111011101110111011011110111000,21,24,13,28,8,5,4096,0,3.224201160626425
31,Gen35_Ind4602,1010101100111010001111011110111100,0,29,26,21,8,5,65536,4,3.2127491028170816
32,Gen35_Ind4572,1000101100001010101110011111101100,19,26,27,20,8,6,131072,4,3.1988246952997685
33,Gen35_Ind4690,1000111101100101001101111110001101,21,22,16,19,10,5,8192,5,3.177387336511419
34,Gen35_Ind4576,1000101100011100101110010110111110,19,27,22,20,6,5,32768,4,3.1712012216775056
35,Gen35_Ind4632,1000110110111110111010001111110000,20,22,28,20,4,6,16384,0,3.1630631136737795
36,Gen35_Ind4615,1010111100110010101100010110011101,6,29,11,18,6,5,32768,5,3.1364272425834554
37,Gen35_Ind4662,1000101100110010101100010110100101,19,29,11,18,6,5,65536,5,3.1364272425834554
38,Gen35_Ind4677,1010111110001111101100011110101000,-42,26,20,18,8,5,131072,0,3.1364272425834554
39,Gen35_Ind4598,1000111100111111100111011110001000,21,29,27,13,8,5,8192,0,3.114723718057239
40,Gen35_Ind4593,1000100100100010110011011010101000,18,28,11,25,7,5,131072,0,3.0242905618078115
41,Gen35_Ind4653,1110011010111010110110101100011100,-12,21,27,28,3,3,32768,4,3.0075203906519326
42,Gen35_Ind4582,1001110110111001111010001111110010,-34,10,25,21,4,6,65536,2,2.9949887484037445
43,Gen35_Ind4663,1011110110101011001010100010011101,0,26,28,16,9,5,32768,5,2.9919231596890237
44,Gen35_Ind4585,1100011100001110011000001110101010,17,26,11,30,4,5,131072,2,2.9888368343993337
45,Gen35_Ind4649,1110110100101010110111111110111010,-39,28,27,29,6,5,65536,2,2.9885994288515065
46,Gen35_Ind4599,1001011100101011011110010010100000,1,28,28,7,5,5,65536,0,2.9876142052130037
47,Gen35_Ind4674,1001011100001010001100000110101111,-4,26,26,18,2,5,131072,5,2.985454274696474
48,Gen35_Ind4561,1000101110011011001100011100001000,19,27,28,18,8,3,8192,0,2.9834090153657042
49,Gen35_Ind4560,1000111100111011111100111110101010,21,29,29,20,2,5,131072,2,2.9787031313461982
50,Gen35_Ind4551,1000111110111010001010011110000100,21,28,26,16,8,5,4096,4,2.9633334714419397
51,Gen35_Ind4552,1001110100000011101110001000100000,-17,26,13,20,3,3,65536,0,2.952910853496011
52,Gen35_Ind4691,0000111100000010101110110010001010,-43,26,11,20,1,5,8192,2,2.9485152357554183
53,Gen35_Ind4660,1000110110111011011000001111100000,20,18,28,30,4,6,65536,0,2.932401547587541
54,Gen35_Ind4655,1000111010001101011010000100001000,21,18,25,28,2,3,8192,0,2.930588947520935
55,Gen35_Ind4610,1000101100111011001100011110011010,19,29,28,18,8,5,32768,2,2.889082025958326
56,Gen35_Ind4622,1000101100111011001100111110011010,19,29,28,18,6,5,32768,2,2.889082025958326
57,Gen35_Ind4627,1000111100101010000111110110001000,21,28,26,13,6,5,8192,0,2.878414343847197
58,Gen35_Ind4568,1000111101001111001100110010001010,21,30,13,18,4,5,8192,2,2.8779458318039906
59,Gen35_Ind4569,1000010100110110101000011110111100,16,29,19,14,8,5,131072,4,2.750395899482585
60,Gen35_Ind4636,1000111100100010000111011110110000,21,28,10,13,8,5,8192,0,2.7165777898835133
61,Gen35_Ind4549,1000111100001010000111011110111010,21,26,26,13,8,5,32768,2,2.6954519951685776
62,Gen35_Ind4641,1000010100111010000111010110101010,16,29,26,13,6,5,131072,2,2.6954519951685776
63,Gen35_Ind4548,1000111100111010100111011110100010,21,29,27,13,8,5,65536,2,2.695036572099561
64,Gen35_Ind4648,1000111101111111100111011110100000,21,28,14,13,8,5,65536,0,2.650821958265252
65,Gen35_Ind4656,1000101000111101100111010010111000,19,13,6,13,5,5,8192,0,2.650817975254558
66,Gen35_Ind4577,0000111100100011000111010100001101,-43,28,12,13,6,3,8192,5,2.650324174674081
67,Gen35_Ind4589,1100110100111100100111010110110101,18,29,30,13,6,5,32768,5,2.6375986949754227
68,Gen35_Ind4679,0000111100101010000111011110100101,-43,28,26,13,8,5,65536,5,2.6375986949754227
69,Gen35_Ind4637,1000111100101010000111011110000100,21,28,26,13,8,5,4096,4,2.6269005013958546
70,Gen35_Ind4664,1000111100101110000111011110100100,21,28,7,13,8,5,65536,4,2.6269005013958546
71,Gen35_Ind4666,1100110100101101100111110010001101,-23,28,9,13,2,5,8192,5,2.616097777580061
72,Gen35_Ind4573,1000000100110011100000001111011010,14,29,13,6,4,6,32768,2,2.544907042175864
73,Gen35_Ind4606,1010111100000010100110110010011101,-45,26,11,12,3,5,32768,5,2.508304040798021
74,Gen35_Ind4652,1000111011101010111011011110001100,21,24,27,26,8,5,8192,4,2.501866097315013
75,Gen35_Ind4555,0011110111110011000010010010100101,-20,11,12,8,5,5,65536,5,2.4763197824784684
76,Gen35_Ind4603,1000111000101011101000011110100000,21,12,29,14,8,5,65536,0,2.472697816613336
77,Gen35_Ind4607,1000010100100001111010111111110101,16,28,9,9,1,6,4096,5,2.4412270092966804
78,Gen35_Ind4562,1000111100111100100101010100100101,21,29,11,11,6,3,65536,5,2.414282542882905
79,Gen35_Ind4563,0011110110111011000011010110100111,-20,11,28,9,6,5,65536,1,2.3871792562625735
80,Gen35_Ind4567,1000111110101010000101011110001100,21,12,26,11,8,5,8192,4,2.375292968910701
81,Gen35_Ind4682,1000001100110010100000010110011000,15,29,11,6,6,5,32768,0,2.339045130405486
82,Gen35_Ind4658,1000111110011010000111011110010000,21,26,26,13,8,5,16384,0,2.295080647341139
83,Gen35_Ind4614,0000101110010011000110011110001101,-45,20,12,12,8,5,8192,5,2.268905710159648
84,Gen35_Ind4633,1000101101001100111010011110010100,19,30,29,14,8,5,16384,4,2.1667480444762255
85,Gen35_Ind4654,1000101000001101100111010010000000,19,10,18,13,5,5,4096,0,2.117499725274432
86,Gen35_Ind4644,1000111101001010011011110110001100,21,30,26,16,4,5,8192,4,2.0021392258360478
87,Gen35_Ind4556,1010111100101110000111011110100000,-18,28,23,13,8,5,65536,0,0.9999765716738311
88,Gen35_Ind4557,1101111010111000100111001010000000,-45,21,23,13,3,5,4096,0,0.9999765716738311
89,Gen35_Ind4566,1001111100001100010111110100100000,-20,26,30,29,5,3,65536,0,0.9999765716738311
90,Gen35_Ind4578,1000111100001010001100011111110001,21,26,26,18,8,6,65536,1,0.9999765716738311
91,Gen35_Ind4586,0000111100101011100011001110100110,-43,28,29,9,4,5,65536,0,0.9999765716738311
92,Gen35_Ind4590,1001111100111011100111011101100001,-43,29,29,13,8,4,65536,1,0.9999765716738311
93,Gen35_Ind4595,1000001100110010101110110110001001,15,29,11,20,10,5,8192,1,0.9999765716738311
94,Gen35_Ind4626,1001011100101011011110011111100000,-9,28,28,14,8,6,65536,0,0.9999765716738311
95,Gen35_Ind4631,0000111100001110110001011111011000,-43,26,14,23,8,6,32768,0,0.9999765716738311
96,Gen35_Ind4645,1001111110100101100111011110110000,-4,28,17,13,8,5,16384,0,0.9999765716738311
97,Gen35_Ind4672,0001110100001010001000011110001000,-36,26,26,14,8,5,8192,0,0.9999765716738311
98,Gen35_Ind4678,1010101100101011101000011110010000,19,28,29,14,8,5,16384,0,0.9999765716738311
99,Gen35_Ind4681,1000111100001110000010111111001001,21,26,29,8,2,6,8192,1,0.9999765716738311
100,Gen35_Ind4685,0000011100000010101110010111001000,-47,26,11,20,6,6,8192,0,0.9999765716738311
