Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen7_Ind796,100010100001111001100101,536870912,2,0,0,1,bt3,273,500,4.137843249571503
2,Gen9_Ind1077,100010100000011001010110,536870912,2,0,1,1,bt3,64,1000,4.137317417163902
3,Gen10_Ind1192,100010100000011001010110,536870912,2,0,1,1,bt3,64,1000,4.137317417163902
4,Gen7_Ind788,100011000000011001100101,536870912,4,0,1,1,bt3,273,500,4.137206789161298
5,Gen9_Ind987,100011000000011001100101,536870912,4,0,1,1,bt3,273,500,4.137206789161298
6,Gen7_Ind788,100011000000011001100101,536870912,4,0,1,1,bt3,273,500,4.137206789161298
7,Gen10_Ind1174,101011000000011001100101,16384,4,0,1,1,bt3,273,500,4.137206789161298
8,Gen9_Ind1075,100011000001111000100101,536870912,4,0,2,1,bt2,273,500,4.137189783763189
9,Gen6_Ind628,100010110000011010100111,536870912,3,0,1,1,bt4,273,500,4.136606851657731
10,Gen6_Ind628,100010110000011010100111,536870912,3,0,1,1,bt4,273,0,4.136547082214318
11,Gen7_Ind796,100010100001111001100101,536870912,2,0,0,1,bt3,273,500,4.136325377719147
12,Gen9_Ind1065,100010110010011010100101,536870912,3,1,1,1,bt4,273,500,4.136100655528887
13,Gen9_Ind988,100010100000111001010110,536870912,2,0,3,1,bt3,64,1000,4.136089026462231
14,Gen9_Ind1034,100011000000101001100100,536870912,4,0,2,1,bt3,273,200,4.136049667029533
15,Gen9_Ind1075,100011000001111000100101,536870912,4,0,4,1,bt2,273,500,4.136042510849523
16,Gen4_Ind403,100011000000111001100101,536870912,4,0,3,1,bt3,273,500,4.135792596796716
17,Gen4_Ind403,100011000000111001100101,536870912,4,0,3,1,bt3,273,500,4.135792596796716
18,Gen10_Ind1114,100010000001111010100101,536870912,0,0,0,1,bt4,273,500,4.1350217566123915
19,Gen6_Ind654,100010000000011001010110,536870912,0,0,1,1,bt3,64,1000,4.1341241169010035
20,Gen6_Ind654,100010000000011001010110,536870912,0,0,1,1,bt3,64,1000,4.1341241169010035
21,Gen10_Ind1169,100011100100101001111011,536870912,4,2,2,1,bt3,128,100,4.133779716949402
22,Gen10_Ind1177,100010000010011001001110,536870912,0,1,1,1,bt3,32,1000,4.130359388173948
23,Gen10_Ind1151,100010001101011001011111,536870912,0,4,1,1,bt3,128,100,4.13023289731417
24,Gen10_Ind1120,100000100100011000110100,268435456,2,2,1,1,bt2,16,200,4.1292950728291204
25,Gen10_Ind1184,100010100000011000010011,536870912,2,0,1,1,bt2,64,100,4.1288122361690425
26,Gen10_Ind1190,100001110000111010011101,268435456,1,0,3,1,bt4,128,500,4.128316857583369
27,Gen10_Ind1203,100000000100111001010100,268435456,0,2,3,1,bt3,64,200,4.12783906091259
28,Gen10_Ind1148,100010100100011000100011,536870912,2,2,1,1,bt2,273,100,4.127494281971095
29,Gen10_Ind1204,100010100100011000111011,536870912,2,2,1,1,bt2,128,100,4.127356564674256
30,Gen10_Ind1157,100010010000011001100010,536870912,1,0,1,1,bt3,273,50,4.126901432522665
31,Gen10_Ind1162,100000000100011000010100,268435456,0,2,1,1,bt2,64,200,4.1264611810143235
