Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen3_Ind294,100010001100011001010011,536870912,0,1,1,1,bt3,64,100,4.131112606283515
2,Gen2_Ind163,011110100100011010010100,134217728,2,2,1,1,bt4,64,200,4.091703896102563
3,Gen2_Ind169,011110110000011000010100,134217728,3,0,1,1,bt2,64,200,4.090980206098289
4,Gen1_Ind37,011110100100111010011100,134217728,2,2,3,1,bt4,128,200,4.090942050547649
5,Gen1_Ind37,011110100100111010011100,134217728,2,2,3,1,bt4,128,200,4.090942050547649
6,Gen3_Ind217,011110100100111010011100,134217728,2,2,3,1,bt4,128,200,4.090942050547649
7,Gen3_Ind307,011110100100011000010100,134217728,2,2,1,1,bt2,64,200,4.090157044312598
8,Gen1_Ind30,011110001000001000100000,134217728,0,4,0,1,bt2,273,0,4.086067152062591
9,Gen3_Ind285,011110011101001000010111,134217728,1,2,4,1,bt2,64,0,4.0807442181730655
10,Gen3_Ind251,011100110000001101100101,67108864,3,0,0,1,hc3,273,500,4.024339161656909
11,Gen3_Ind234,011110001000001000001000,134217728,0,4,0,1,bt2,32,0,3.9588381616282993
12,Gen3_Ind233,011010110011111110100010,33554432,3,1,0,1,bt2,273,50,3.9584572884754192
13,Gen3_Ind305,011010001000001000100000,33554432,0,4,0,1,bt2,273,0,3.956087165419107
14,Gen3_Ind271,011010001000111000011000,33554432,0,4,3,1,bt2,128,0,3.952038067378126
15,Gen3_Ind241,011010000100011000010010,33554432,0,2,1,1,bt2,64,50,3.9478376728027595
16,Gen1_Ind50,011001000000111001100110,16777216,4,0,3,1,bt3,273,1000,3.8953135143604105
17,Gen2_Ind154,011000010001001000010110,16777216,1,0,4,1,bt2,64,1000,3.8911922329134647
18,Gen3_Ind320,011000010010111000001011,16777216,1,1,3,1,bt2,32,100,3.8891396852803837
19,Gen3_Ind309,010110110000111010010100,8388608,3,0,3,1,bt4,64,200,3.826017327963954
20,Gen3_Ind230,010111000000101010100011,8388608,4,0,2,1,bt4,273,100,3.8257864834656043
21,Gen3_Ind329,010110100100011010011100,8388608,2,2,1,1,bt4,128,200,3.825507455986235
22,Gen3_Ind261,010110100100001000100000,8388608,2,2,0,1,bt2,273,0,3.8253769102048496
23,Gen2_Ind161,010110010000111010100011,8388608,1,0,3,1,bt4,273,100,3.8208983023803933
24,Gen3_Ind328,010110010110111010010110,8388608,1,3,3,1,bt4,64,1000,3.8208868514323266
25,Gen1_Ind35,010110010001001010100100,8388608,1,0,4,1,bt4,273,200,3.8204604669911695
26,Gen1_Ind40,010110010100111010100110,8388608,1,2,3,1,bt4,273,1000,3.8203030967095986
27,Gen3_Ind238,011010100000111000000101,33554432,2,0,3,1,bt2,16,500,3.7142429653825526
28,Gen2_Ind152,011010110000101000000011,33554432,3,0,2,1,bt2,16,100,3.7131126261420317
29,Gen3_Ind330,100011000000100001100101,536870912,4,0,2,0,bt3,273,500,3.710102132785192
30,Gen3_Ind269,100001000000000001101101,268435456,4,0,0,0,bt3,32,500,3.707854509572507
31,Gen3_Ind295,100010001000010001101011,536870912,0,4,1,0,bt3,64,100,3.7026635957302267
32,Gen3_Ind274,100000000110100001100101,268435456,0,3,2,0,bt3,273,500,3.701802531274507
33,Gen3_Ind335,010010100100011010010100,2097152,2,2,1,1,bt4,64,200,3.6865345850874416
34,Gen2_Ind196,010010110001011010100100,2097152,3,0,2,1,bt4,273,200,3.686226045691161
35,Gen3_Ind324,010010100101011010011100,2097152,2,2,2,1,bt4,128,200,3.685597615057749
36,Gen3_Ind298,010010100010101000100010,2097152,2,1,2,1,bt2,273,50,3.684476264645595
37,Gen3_Ind312,010010000010001000100010,2097152,0,1,0,1,bt2,273,50,3.6806946142621633
38,Gen1_Ind18,011110100100110001010010,134217728,2,2,3,0,bt3,64,50,3.6685822430714383
39,Gen3_Ind299,011110001100110001010010,134217728,0,3,3,0,bt3,64,50,3.6656780655311874
40,Gen3_Ind256,011110000110011111010110,134217728,0,3,1,1,bt3,64,1000,3.660629716445621
41,Gen3_Ind331,111000010100001100001100,16777216,1,2,0,1,hc4,32,200,3.656131571189487
42,Gen3_Ind306,111110000000011011100110,33554432,0,0,1,1,hc3,273,1000,3.6427143208221686
43,Gen3_Ind340,010100110000101000000011,4194304,3,0,2,1,bt2,16,100,3.6353069350376845
44,Gen3_Ind225,010110010010101011100110,8388608,1,1,2,1,hc3,273,1000,3.6230308943756047
45,Gen3_Ind258,011000010100001100001100,16777216,1,2,0,1,hc4,32,200,3.6161216789985335
46,Gen3_Ind286,010000100000111010010101,1048576,2,0,3,1,bt4,64,500,3.6153997677482006
47,Gen3_Ind279,011100000010111011011101,67108864,0,1,3,1,hc3,128,500,3.5645915705194087
48,Gen3_Ind215,011000110000011011100101,16777216,3,0,1,1,hc3,273,500,3.5629293127869186
49,Gen3_Ind248,010010000010101011100101,2097152,0,1,2,1,hc3,273,500,3.5309464201758574
50,Gen3_Ind255,110100000010111011101101,4096,0,1,3,1,hc3,64,500,3.4881679824002854
51,Gen3_Ind270,011110000010001100100010,134217728,0,1,0,1,hc4,273,50,3.4823622492613286
52,Gen2_Ind111,011010010010111100011010,33554432,1,1,3,1,hc4,128,50,3.4605738719804084
