Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen13_Ind1733,1000111100101100001101011111100000,21,28,30,19,8,6,65536,0,4.099540240288619
2,Gen13_Ind1629,1001000100111100001101011111100000,22,29,30,19,8,6,65536,0,4.099540034604899
3,Gen15_Ind1897,1001000100011111111111111000000000,22,27,14,7,2,3,4096,0,4.097006960376522
4,Gen15_Ind2011,1001000100011010100111011100011000,22,27,27,13,8,3,32768,0,4.081203341569338
5,Gen6_Ind720,1001000100011010111111111000011000,22,27,27,25,10,3,32768,0,4.081175822297299
6,Gen8_Ind898,1001000100011011111111111000000000,22,27,29,9,4,3,4096,0,4.080813825537944
7,Gen11_Ind1390,1001000100011010111111111000000000,22,27,27,28,7,3,4096,0,4.080260151820229
8,Gen13_Ind1743,1001000100001100010101011110010000,22,26,30,27,8,5,16384,0,4.028491157188243
9,Gen10_Ind1211,1001000100001100000111111000001000,22,26,30,13,9,3,8192,0,4.02719004620896
10,Gen6_Ind684,1001000100001010100111111000001000,22,26,27,13,8,3,8192,0,4.02719004620896
11,Gen14_Ind1815,1011000100001100000111011001110000,-36,26,30,13,7,4,32768,0,4.027186969649946
12,Gen6_Ind684,1001000100001010100111111000001000,22,26,27,13,5,3,8192,0,4.027128118958285
13,Gen6_Ind684,1001000100001010100111111000001000,22,26,27,13,10,3,8192,0,4.027128118958285
14,Gen15_Ind1968,1001000100011001011111011010101000,22,27,24,17,7,5,131072,0,3.8934384133463467
15,Gen15_Ind1974,1001000111111010110011100101000000,22,24,27,25,10,4,4096,0,3.8052092316774933
16,Gen15_Ind2021,1000100010111000110111101011000000,18,21,23,29,5,6,4096,0,3.6468732432963797
17,Gen15_Ind1930,1000000100001011110111111000010000,14,26,29,29,1,3,16384,0,3.6176036701177954
18,Gen15_Ind1950,1000000100101100000111010000110000,14,28,30,13,5,3,16384,0,3.6094496764722415
19,Gen15_Ind1940,1001000110111010000111111010111000,22,15,26,13,1,5,16384,0,3.569719160101375
20,Gen15_Ind1995,1000000100001011110100001011000000,14,26,29,26,3,6,4096,0,3.4599133381761087
21,Gen15_Ind2003,1000011100000010110100010110010101,17,26,11,26,6,5,16384,5,3.4005055535690265
22,Gen15_Ind1998,1000011110101000010100011110100100,17,22,22,26,8,5,65536,4,3.3653139959270226
23,Gen15_Ind1932,1000010111101100101110011111011000,16,23,20,20,8,6,32768,0,3.34894155195683
24,Gen15_Ind2015,1000100110001011110111001000110000,18,17,29,29,3,3,65536,0,3.334593093891289
25,Gen15_Ind1886,1000011101000001010100001011100100,17,30,8,26,3,6,65536,4,3.3194956569108793
26,Gen15_Ind1899,1011000011001000010101011000100101,14,22,22,27,7,3,65536,5,3.246959969516146
27,Gen15_Ind2008,0010001100100000110110011100000100,-33,28,7,28,8,3,4096,4,3.2271461709331484
