Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen22_Ind2686,111011000000001001110110,134217728,4,0,0,1,bt3,128,1000,3.898111148653308
2,Gen28_Ind3430,011001000000001001101110,16777216,4,0,0,1,bt3,16,1000,3.898111148653308
3,Gen25_Ind3092,110101000000001010010000,67108864,4,0,0,1,bt4,64,0,3.8980170728596004
4,Gen25_Ind3092,110101000000001010010000,134217728,4,0,0,1,bt4,64,0,3.8980170728596004
5,Gen28_Ind3464,110101000000001010010000,8192,4,0,0,1,bt4,64,0,3.8980170728596004
6,Gen13_Ind1593,111001000000001001010011,134217728,4,0,0,1,bt3,64,100,3.898003633831175
7,Gen17_Ind2119,011001000001011001010011,16777216,4,0,3,1,bt3,64,100,3.898003633831175
8,Gen20_Ind2510,101001000000001111010011,65536,4,0,0,1,bt4,64,100,3.898003633831175
9,Gen17_Ind2119,011001000001011001010011,16777216,4,0,1,1,bt3,64,100,3.898003633831175
10,Gen27_Ind3356,011001000000001001110011,16777216,4,0,0,1,bt3,64,100,3.898003633831175
11,Gen29_Ind3507,111001000000001001010011,1073741824,4,0,0,1,bt3,64,100,3.898003633831175
12,Gen29_Ind3568,011111000000001010010011,134217728,4,0,0,1,bt4,64,100,3.8978961249396678
13,Gen29_Ind3577,011111110000001010010011,134217728,0,0,0,1,bt4,64,100,3.8969556750422223
14,Gen29_Ind3595,100001010000001111110110,268435456,2,0,0,1,hc3,128,1000,3.896848223948604
15,Gen29_Ind3509,011011000000011110010010,33554432,4,0,1,1,hc4,64,50,3.8964587634017653
16,Gen29_Ind3607,011111100001101000011111,134217728,0,0,3,1,bt2,128,1000,3.8962439219389142
17,Gen29_Ind3561,011111000000011101111011,134217728,4,0,1,1,hc4,32,100,3.8957069219186624
18,Gen17_Ind2119,011001000001011001010011,16777216,4,0,3,1,bt3,64,100,3.89557269504157
19,Gen29_Ind3541,110011100000001101011011,8388608,2,0,0,1,bt2,128,100,3.895492163355028
20,Gen29_Ind3550,011111000000101010011110,134217728,4,0,2,1,bt4,128,1000,3.895250588271773
21,Gen28_Ind3470,011111000000101010011010,134217728,4,0,2,1,bt4,128,50,3.8951834893992325
22,Gen29_Ind3540,011111000000101010011010,134217728,4,0,2,1,bt4,128,50,3.8951834893992325
23,Gen29_Ind3545,011001000000011001110011,16777216,4,0,1,1,bt3,32,100,3.8951298119655764
24,Gen29_Ind3611,100011000000101010010011,536870912,4,0,2,1,bt4,64,100,3.894780944703953
25,Gen29_Ind3502,011011000000101000010010,33554432,4,0,2,1,bt2,64,50,3.8947406948104515
26,Gen29_Ind3510,011011100000101010110011,33554432,4,0,2,1,bt4,32,100,3.894700445748851
27,Gen29_Ind3623,011011000000101000110110,33554432,4,0,2,1,bt2,64,1000,3.894660197519127
28,Gen29_Ind3542,011101000000011001111110,67108864,4,0,1,1,bt3,273,1000,3.894579703555202
29,Gen29_Ind3576,011011000000101000110011,33554432,4,0,2,1,bt2,32,100,3.894324827952026
30,Gen29_Ind3591,011011000000101111100011,33554432,4,0,2,1,hc4,273,100,3.8940968096355
31,Gen29_Ind3526,111001000000011001011011,4096,4,0,1,1,bt3,128,100,3.8940833976248865
32,Gen29_Ind3519,110101000000101010010000,16777216,4,0,2,1,bt4,64,0,3.8938554075788416
33,Gen29_Ind3499,010100110011101010010011,4194304,3,1,2,1,bt4,64,100,3.8937213082573674
34,Gen29_Ind3536,011011010011101010011111,33554432,1,1,4,1,bt4,128,1000,3.89354699294727
35,Gen29_Ind3533,111001010000101010110000,8192,0,0,2,1,bt4,64,0,3.8934129148673873
36,Gen29_Ind3589,110101000001101010010011,262144,4,0,0,1,bt4,64,100,3.893305659051935
37,Gen29_Ind3618,100101000001001010010000,1073741824,4,0,4,1,bt4,64,0,3.8930777600639077
38,Gen29_Ind3552,011111010000101010011010,134217728,2,0,2,1,bt4,128,50,3.892970522713109
39,Gen29_Ind3573,011010100000111000011011,33554432,2,0,3,1,bt2,128,100,3.892220026645277
40,Gen29_Ind3527,011001000001011010011011,16777216,4,0,3,1,bt4,128,100,3.892153032139021
41,Gen29_Ind3596,010111010001101000010011,8388608,3,0,1,1,bt2,64,100,3.891791301653959
42,Gen29_Ind3581,011011010011101010011101,33554432,4,1,4,1,bt4,128,500,3.8910680423582695
43,Gen29_Ind3504,010110000011101001010011,8388608,0,1,0,1,bt3,64,100,3.890840405250081
44,Gen29_Ind3616,111100000000011000010011,8192,0,0,1,1,bt2,64,100,3.8906663477850922
45,Gen29_Ind3556,010111010001011010010011,8388608,1,0,2,1,bt4,64,100,3.890398597476421
46,Gen28_Ind3433,100000000000011110010000,268435456,0,0,1,1,hc4,64,0,3.8901308840176303
47,Gen29_Ind3551,011000000001011001010011,16777216,0,0,0,1,bt3,64,100,3.8889935127474855
48,Gen29_Ind3587,011100000001101010010010,67108864,0,0,1,1,bt4,64,50,3.8887928692057137
49,Gen29_Ind3608,010111110000111110010011,8388608,2,0,3,1,hc4,64,100,3.8882445491436823
50,Gen29_Ind3544,100001010000101000110011,268435456,4,0,2,1,bt2,273,100,3.888110835998487
51,Gen29_Ind3603,010111010011101010010011,8388608,0,1,0,1,bt4,64,100,3.8874023098372663
52,Gen29_Ind3614,011001000001001010110111,16777216,4,0,4,1,bt4,273,50,3.887335481076026
53,Gen29_Ind3531,011001010101001000010011,16777216,4,2,4,1,bt2,64,100,3.8860661710369384
54,Gen29_Ind3511,010011100001001000010011,2097152,1,0,4,1,bt2,64,100,3.839534042632671
55,Gen29_Ind3586,010011110010011010010011,2097152,3,1,1,1,bt4,64,100,3.837996075862139
56,Gen29_Ind3600,111010000000011001110101,4096,0,0,1,1,bt3,128,500,3.8376834198315746
57,Gen29_Ind3518,111001000000001010110000,8192,4,0,0,1,bt4,32,0,3.7520367629490003
58,Gen29_Ind3530,010001000001111001010011,1048576,4,0,4,1,bt3,64,100,3.747460259061862
59,Gen29_Ind3528,010000001011111001010011,1048576,0,4,1,1,bt3,64,100,3.744456790287005
60,Gen29_Ind3522,111001000000011110000010,8192,4,0,1,1,bt2,16,50,3.7413590848323603
61,Gen29_Ind3566,111001110011111001000011,524288,3,1,0,1,bt3,16,100,3.7392803045336085
62,Gen29_Ind3547,111011010010011110000010,8192,0,1,1,1,bt4,16,50,3.739045349771647
63,Gen28_Ind3486,111001000000101010110000,268435456,4,0,2,1,bt4,64,0,3.736845627823811
64,Gen29_Ind3583,100011100000011001000100,536870912,0,0,1,1,bt3,16,200,3.7357837678880017
65,Gen29_Ind3567,010101010100011100000101,4194304,4,2,1,1,hc4,16,500,3.676036200360248
66,Gen29_Ind3572,111111000001011001110011,33554432,4,0,4,1,bt3,16,100,3.631895992341891
67,Gen29_Ind3590,010111110010001010010001,8388608,0,1,0,1,bt4,64,10,3.62964571087362
68,Gen29_Ind3580,110111100001011100010011,32768,0,0,4,1,hc4,64,100,3.6285274380361563
69,Gen29_Ind3537,001110010010001000100011,524288,1,1,0,1,bt2,273,100,3.6270491145900166
70,Gen29_Ind3604,101010100010110101110100,134217728,2,1,3,0,bt4,273,200,3.583934288521888
71,Gen29_Ind3524,111001100000000001110011,16384,1,0,0,0,bt3,273,100,3.5826737034232097
72,Gen29_Ind3517,010100000000000000010011,4194304,0,0,0,0,bt2,64,100,3.581425349471477
