Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen7_Ind815,101011000000001001011100,8388608,4,0,0,1,bt3,128,200,3.897439278302895
2,Gen7_Ind757,011010100001101001100101,33554432,2,0,3,1,bt3,273,500,3.8962573488362477
3,Gen6_Ind603,011100100000001001100100,67108864,2,0,0,1,bt3,273,200,3.8962439219389142
4,Gen6_Ind603,011100100000001001100100,67108864,2,0,0,1,bt3,273,200,3.8962439219389142
5,Gen2_Ind167,011010100000001001100011,33554432,2,0,0,1,bt3,273,100,3.895680075803256
6,Gen7_Ind756,010111110000101001010011,8388608,4,0,2,1,bt3,64,100,3.89557269504157
7,Gen5_Ind532,100100110010001001110011,1073741824,3,1,0,1,bt3,64,100,3.895451898760345
8,Gen5_Ind532,100100110010001001110011,1073741824,3,1,0,1,bt3,32,100,3.895425056159645
9,Gen5_Ind532,100100110010001001110011,1073741824,3,1,0,1,bt3,128,100,3.895425056159645
10,Gen1_Ind44,100011000000011000011011,536870912,4,0,1,1,bt2,128,100,3.8951969089888068
11,Gen7_Ind721,100011000000011000011011,536870912,4,0,1,1,bt2,128,100,3.8951969089888068
12,Gen6_Ind659,011010100010001000010000,33554432,2,1,0,1,bt2,64,0,3.895156650497478
13,Gen7_Ind753,011110111010001010110011,134217728,3,3,0,1,bt4,16,100,3.8951029738035197
14,Gen5_Ind496,100000100000101110010100,268435456,2,0,2,1,hc3,64,200,3.894834612522736
15,Gen5_Ind521,100011000000011000011100,536870912,4,0,1,1,bt2,128,200,3.894794361519992
16,Gen5_Ind586,111110110010001000011010,4194304,3,1,0,1,bt2,128,50,3.894754111349184
17,Gen4_Ind453,011010100000101000010100,33554432,2,0,2,1,bt2,64,200,3.8944992129184706
18,Gen7_Ind729,011010100000111000010100,33554432,2,0,3,1,bt2,64,200,3.8935067685536886
19,Gen7_Ind837,011011011100101001110110,33554432,3,4,2,1,bt3,64,1000,3.893453137321749
20,Gen7_Ind743,100101110000101001110011,1073741824,0,0,2,1,bt3,128,100,3.893439729744621
21,Gen7_Ind746,100110100000101000100000,524288,2,0,2,1,bt2,273,0,3.892970522713109
22,Gen6_Ind677,010111110001001001010101,8388608,4,0,4,1,bt3,64,500,3.8927024551811518
23,Gen7_Ind842,011010100010001000100000,33554432,2,1,0,1,bt2,273,0,3.89248802773503
24,Gen7_Ind734,100010000001011001010011,536870912,0,0,4,1,bt3,64,100,3.8918850771751554
25,Gen7_Ind830,100011000000111000111010,536870912,4,0,3,1,bt2,128,50,3.891657344462611
26,Gen7_Ind777,011111100000001000010100,134217728,1,0,0,1,bt2,64,200,3.891536790874734
27,Gen7_Ind839,011100000000001000100100,67108864,0,0,0,1,bt2,273,200,3.8912153511519216
28,Gen7_Ind764,011110000010001010100000,134217728,0,1,0,1,bt4,273,0,3.8911216079018462
29,Gen7_Ind807,011010000010001010100100,33554432,0,1,0,1,bt4,273,200,3.8911216079018462
30,Gen7_Ind811,100010000000011001110111,536870912,0,0,1,1,bt3,64,500,3.890438757673356
31,Gen6_Ind617,100000000000101001010101,268435456,0,0,2,1,bt3,64,500,3.890398597476421
32,Gen7_Ind795,100010000000101001010101,536870912,0,0,2,1,bt3,64,500,3.890398597476421
33,Gen7_Ind803,010110001010011000010100,8388608,0,3,1,1,bt2,64,200,3.8902379649796477
34,Gen7_Ind834,010100110000111001100000,4194304,3,0,3,1,bt3,273,0,3.889943506518082
35,Gen7_Ind739,100000011100101101010110,268435456,1,0,2,1,hc4,64,1000,3.8899167397773993
36,Gen7_Ind776,010101010100101101011010,4194304,1,2,2,1,bt2,128,50,3.8894751417327167
37,Gen7_Ind748,101100100011001000100000,134217728,2,1,4,1,bt2,273,0,3.889421621510052
38,Gen7_Ind781,100000011101101000010110,268435456,1,1,3,1,bt2,64,1000,3.8890871534860363
39,Gen7_Ind794,011011100000101000010100,33554432,1,0,2,1,bt2,64,200,3.8889935127474855
40,Gen7_Ind810,011010010000101110010110,33554432,1,0,2,1,bt4,64,1000,3.8889935127474855
41,Gen7_Ind825,010100001010011001011010,4194304,0,4,1,1,bt3,128,50,3.888110835998487
42,Gen7_Ind780,100100000001001001010011,1073741824,0,0,4,1,bt3,64,100,3.887482507383861
43,Gen7_Ind832,100000000000111001100000,268435456,0,0,3,1,bt3,273,0,3.8869612824708812
44,Gen7_Ind723,011010001000001000011101,33554432,0,4,0,1,bt2,128,500,3.884637519326576
45,Gen7_Ind822,011010011111001001110011,33554432,1,1,4,1,bt3,16,100,3.8839436005249017
46,Gen7_Ind758,011010001000001000100010,33554432,0,4,0,1,bt2,273,50,3.883530036100339
