Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen22_Ind2686,111011000000001001110110,8192,4,0,0,1,bt3,273,1000,3.898111148653308
2,Gen28_Ind3430,011001000000001001101110,16777216,4,0,0,1,bt3,273,1000,3.898111148653308
3,Gen31_Ind3815,111101000000001001110110,4194304,4,0,0,1,bt3,32,1000,3.898111148653308
4,Gen34_Ind4230,011001000000001001101110,16777216,4,0,0,1,bt3,273,1000,3.898111148653308
5,Gen38_Ind4737,011001000000001001111110,16777216,4,0,0,1,bt3,16,1000,3.898111148653308
6,Gen39_Ind4756,011001000000001001111110,16777216,4,0,0,1,bt3,32,1000,3.898111148653308
7,Gen43_Ind5377,011001000000001001111100,16777216,4,0,0,1,bt3,273,200,3.898111148653308
8,Gen43_Ind5388,111101000000001001110110,524288,4,0,0,1,bt3,273,1000,3.898111148653308
9,Gen44_Ind5434,011001000000001101111110,16777216,4,0,0,1,hc4,273,1000,3.898111148653308
10,Gen44_Ind5510,011011000000001001110110,33554432,4,0,0,1,bt3,128,1000,3.898111148653308
11,Gen97_Ind12205,111101000000001001010101,32768,4,0,0,1,bt3,64,500,3.898111148653308
12,Gen43_Ind5388,111101000000001001110110,16384,4,0,0,1,bt3,32,1000,3.898111148653308
13,Gen28_Ind3430,011001000000001001101110,16777216,4,0,0,1,bt3,16,1000,3.898111148653308
14,Gen96_Ind12183,011011000000001001110110,33554432,4,0,0,1,bt3,32,1000,3.898111148653308
15,Gen97_Ind12213,011001000000001000011110,16777216,4,0,0,1,bt2,128,1000,3.897197461669976
16,Gen97_Ind12229,011001000000001000110100,16777216,4,0,0,1,bt2,273,200,3.897197461669976
17,Gen97_Ind12230,011001000000001000010100,16777216,4,0,0,1,bt2,64,200,3.896888517414307
18,Gen97_Ind12202,011011000000001000010110,33554432,4,0,0,1,bt2,64,1000,3.8968750861664874
19,Gen97_Ind12221,011001010000001000101110,16777216,2,0,0,1,bt2,32,1000,3.896848223948604
20,Gen97_Ind12283,011001000000001001011111,16777216,4,0,0,1,bt3,128,500,3.8968213621010546
21,Gen96_Ind12129,011001010000001000100110,16777216,3,0,0,1,bt2,273,1000,3.8962707758261224
22,Gen97_Ind12235,011100110001101001011111,67108864,3,0,4,1,bt3,128,100,3.895948553608656
23,Gen97_Ind12276,010101000000001001110110,4194304,4,0,0,1,bt3,128,1000,3.895827734016967
24,Gen96_Ind12155,111100100010001001110110,134217728,2,1,0,1,bt3,128,1000,3.89557269504157
25,Gen97_Ind12197,101111000000011001110110,32768,4,0,1,1,bt3,64,1000,3.894579703555202
26,Gen97_Ind12305,110111010001011001111110,131072,0,0,3,1,bt3,16,1000,3.894579703555202
27,Gen97_Ind12286,011000000000001001010101,16777216,0,0,0,1,bt3,64,500,3.8917779055198336
28,Gen97_Ind12295,011100000000001001111100,67108864,0,0,0,1,bt3,273,200,3.8917779055198336
29,Gen97_Ind12298,011000000010001101101110,16777216,0,1,0,1,hc4,64,1000,3.8916305541309413
30,Gen97_Ind12241,011100000000001000010100,67108864,0,0,0,1,bt2,64,200,3.891536790874734
31,Gen97_Ind12271,011010000000001001100110,33554432,0,0,0,1,bt3,273,1000,3.8915100022028253
32,Gen97_Ind12269,111000000000001001101110,16777216,0,0,0,1,bt3,32,1000,3.891429638399956
33,Gen22_Ind2686,111011000000001001110110,524288,4,0,0,1,bt3,273,1000,3.8911483912266873
34,Gen97_Ind12302,011011000000001101001110,33554432,4,0,0,1,bt2,32,1000,3.8910412601395183
35,Gen97_Ind12248,011011010000001001110110,33554432,4,0,0,1,bt3,64,1000,3.8905994067528322
36,Gen97_Ind12279,011100010001011001111011,67108864,1,0,1,1,bt3,273,100,3.889649092629225
37,Gen97_Ind12265,011100000000101000010100,67108864,0,0,2,1,bt2,64,200,3.8889935127474855
38,Gen97_Ind12204,011000100010001001110110,16777216,2,1,0,1,bt3,16,1000,3.8889801358672287
39,Gen97_Ind12240,111100100010001001110110,536870912,2,1,0,1,bt3,64,1000,3.8889801358672287
40,Gen97_Ind12252,011001011010001000111100,16777216,3,1,0,1,bt2,64,200,3.8882311774153058
41,Gen97_Ind12263,010100010001101001111011,4194304,1,0,4,1,bt3,32,100,3.885732279838333
42,Gen97_Ind12216,011011100111001000100111,33554432,1,3,4,1,bt2,273,0,3.8821565671826286
43,Gen97_Ind12267,111011000000001001101110,262144,4,0,0,1,bt3,64,1000,3.8455805323700876
44,Gen97_Ind12194,011001100000001101101110,16777216,3,0,0,1,hc4,273,1000,3.8446651545858894
45,Gen97_Ind12284,011001010000001100011110,16777216,1,0,0,1,hc4,128,1000,3.8446651545858894
46,Gen97_Ind12292,010011000000001000111110,2097152,4,0,0,1,bt2,128,1000,3.844469058896736
47,Gen96_Ind12127,010011000000001000101100,2097152,4,0,0,1,bt2,64,200,3.839729635189198
48,Gen97_Ind12277,011011010000001100100110,33554432,2,0,0,1,hc4,273,1000,3.8390647017877457
49,Gen97_Ind12231,010011100000001000101010,2097152,2,0,0,1,bt2,32,50,3.8387909726136233
50,Gen97_Ind12300,010010000000001001101110,2097152,0,0,0,1,bt3,16,1000,3.8380742478299688
51,Gen97_Ind12262,011000000001001100110110,16777216,0,0,4,1,hc4,32,1000,3.836068841501688
52,Gen97_Ind12257,010101010000001101111110,4194304,0,0,0,1,bt3,16,1000,3.757997959170107
53,Gen43_Ind5388,111101000000001001110110,8192,4,0,0,1,bt3,128,1000,3.7520741173386254
54,Gen97_Ind12301,010001000000001001010101,1048576,4,0,0,1,bt3,64,500,3.7520741173386254
55,Gen97_Ind12227,111011000000011001110111,2097152,4,0,1,1,bt3,128,0,3.7500829206648247
56,Gen97_Ind12195,010001000001101001101110,1048576,4,0,2,1,bt3,128,1000,3.748615766666335
57,Gen96_Ind12083,011001000000101001110110,16777216,4,0,2,1,bt3,64,1000,3.741012460956112
58,Gen97_Ind12215,011100110000001001111110,67108864,3,0,0,1,bt3,64,1000,3.740480270754002
59,Gen97_Ind12223,010000010000011000100010,1048576,1,0,1,1,bt2,273,50,3.739775042669454
60,Gen97_Ind12258,011100110001101001101111,67108864,3,0,4,1,bt3,273,10,3.7387980608657982
61,Gen97_Ind12294,011010010000001000110100,33554432,1,0,0,1,bt2,128,200,3.7359442428808394
62,Gen97_Ind12261,011011100000001100010100,33554432,0,0,0,1,hc4,64,200,3.732675743399615
63,Gen97_Ind12236,010101010000001100110100,4194304,2,0,0,1,hc4,128,200,3.727040252903345
64,Gen97_Ind12209,010011110000001001110110,2097152,4,0,0,1,bt3,32,1000,3.706173274548047
65,Gen97_Ind12282,010011100000011001101110,2097152,0,0,1,1,bt3,64,1000,3.7043397135143636
66,Gen97_Ind12299,010100000000001100000110,4194304,0,0,0,1,hc4,16,1000,3.6977006776468127
67,Gen97_Ind12287,010000010000001011110110,1048576,1,0,0,1,hc3,32,1000,3.673289289009604
68,Gen97_Ind12219,110111101000001011010111,4096,1,4,0,1,hc3,64,200,3.671929297522003
69,Gen97_Ind12291,010101000000001011111110,4194304,4,0,0,1,hc3,32,1000,3.6493865634642946
70,Gen97_Ind12288,011100000000001101111110,67108864,0,0,0,1,bt3,32,1000,3.643318521048697
71,Gen97_Ind12192,011001000000000001110110,16777216,4,0,0,0,bt3,128,1000,3.5856278205384355
72,Gen97_Ind12220,010101000000110101110111,4194304,4,0,3,0,bt3,64,0,3.584081982647397
73,Gen97_Ind12264,010100011010000001110100,4194304,1,2,0,0,bt3,128,200,3.580903568476295
74,Gen97_Ind12191,011001000000011100101010,16777216,4,0,1,1,hc4,16,50,3.563971888524983
75,Gen97_Ind12201,011100000001001101010100,67108864,0,0,4,1,hc4,64,200,3.537510559744689
76,Gen97_Ind12253,010100010000000100111110,4194304,1,0,0,0,hc4,64,1000,3.5284578535093467
77,Gen97_Ind12249,111011000000001000110110,1048576,4,0,0,1,bt2,64,1000,3.5019985999733625
78,Gen97_Ind12238,001101000000101000010100,262144,4,0,2,1,bt2,64,200,3.5016081477420893
79,Gen97_Ind12212,011111000000000011110110,134217728,4,0,0,0,hc3,64,1000,3.4524760139488584
80,Gen97_Ind12196,010001100001000101110110,1048576,3,0,4,0,bt2,16,1000,3.4287093027487323
81,Gen97_Ind12256,011001000000001001111001,16777216,4,0,0,1,bt3,273,10,3.3525591415066924
