Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen18_Ind2316,1000101011111010000101100101110000,19,25,26,11,10,4,8192,0,3.5887761108049894
2,Gen18_Ind2316,1000101011111010000101100101110000,19,25,26,11,10,4,131072,0,3.5887761108049894
3,Gen20_Ind2648,1000101011111010000101100101111000,19,25,26,11,10,4,8192,0,3.5887761108049894
4,Gen20_Ind2647,1000101011111010000101100101110000,19,25,26,11,10,4,32768,0,3.5887761108049894
5,Gen21_Ind2840,1000101011111010000101100001111000,19,25,26,11,9,4,4096,0,3.5887761108049894
6,Gen22_Ind2904,1000101011111010000101100101101000,19,25,26,11,10,4,131072,0,3.5887761108049894
7,Gen22_Ind2944,1000101011011010000101100001010000,19,23,26,11,9,4,16384,0,3.5887761108049894
8,Gen14_Ind1891,1000101011111010011101100001010000,19,25,26,20,9,4,16384,0,3.5887761108049894
9,Gen23_Ind3026,1000101011111010000101100001010000,19,25,26,11,9,4,16384,0,3.5887761108049894
10,Gen22_Ind2944,1000101011011010000101100001010000,19,23,26,11,9,4,16384,0,3.5887761108049894
11,Gen47_Ind6313,1000101011111010000101100001010000,19,25,26,11,9,4,16384,0,3.5887761108049894
12,Gen47_Ind6314,1000101011111010000101100001010000,19,25,26,11,9,4,16384,0,3.5887761108049894
13,Gen46_Ind6190,1000101011111010100101010101000000,19,25,27,11,6,4,4096,0,3.5887761108049894
14,Gen47_Ind6361,1000101011111010000101100101110000,19,25,26,11,10,4,65536,0,3.5887761108049894
15,Gen47_Ind6370,1000111011111001000101100001000000,21,25,24,11,9,4,4096,0,3.5887761108049894
16,Gen47_Ind6377,1000101011011010000101110101111000,19,23,26,11,7,4,4096,0,3.5887761108049894
17,Gen18_Ind2316,1000101011111010000101100101110000,19,25,26,11,10,4,8192,0,3.5887761108049894
18,Gen47_Ind6394,1000101011011010100101100101110000,19,23,27,11,10,4,65536,0,3.5887761108049894
19,Gen47_Ind6409,1000111011111010100101100001000000,21,25,27,11,9,4,4096,0,3.5887761108049894
20,Gen14_Ind1891,1000101011111010011101100001010000,19,25,26,17,9,4,16384,0,3.5887648751287533
21,Gen47_Ind6317,1000111011111011000001100101001000,21,25,28,7,10,4,8192,0,3.5887648751287533
22,Gen47_Ind6353,1000101011011010010101100001101000,19,23,26,27,9,4,131072,0,3.5887648751287533
23,Gen47_Ind6358,1000101011111010011100100001110000,19,25,26,21,9,4,16384,0,3.5887648751287533
24,Gen46_Ind6228,1000101011011010000001100001000000,19,23,26,7,9,4,4096,0,3.5887648751287533
25,Gen47_Ind6407,1000110011111010000111100101010000,20,25,26,13,10,4,16384,0,3.5887648751287533
26,Gen47_Ind6408,1000101011111010001101010101010000,19,25,26,19,6,4,16384,0,3.5887648751287533
