Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen4_Ind483,1000011100111000110001010100000000,17,29,23,23,6,3,4096,0,3.842993354651101
2,Gen4_Ind483,1000011100111000110001010100000000,17,29,23,23,6,3,4096,0,3.842993354651101
3,Gen6_Ind725,1000011100111000110001010100000000,17,29,23,23,6,3,4096,0,3.842993354651101
4,Gen5_Ind611,1000111011011000110110010111000000,21,23,23,28,6,6,4096,0,3.8249994660675557
5,Gen6_Ind666,1000111011011000110110111111001000,21,23,23,28,6,6,8192,0,3.824933455705501
6,Gen5_Ind637,0001011101000001010110100011001101,-39,30,8,28,9,6,8192,5,3.581793811239663
7,Gen6_Ind658,0001001100010011111110010111011101,-41,27,13,30,6,6,32768,5,3.5811054473019355
8,Gen6_Ind748,0110100111000010010101010111101110,2,25,10,27,6,6,131072,1,3.5811054473019355
9,Gen6_Ind646,1000011100000000010101111111000110,17,26,6,27,3,6,4096,0,3.576402268087933
10,Gen4_Ind432,0001001100000011111011011111010101,-41,26,13,29,8,6,16384,5,3.574757195772879
11,Gen3_Ind297,0001001100000011111110011111011101,-41,26,13,10,8,6,32768,5,3.5638101752510067
12,Gen5_Ind559,1000011100001000110001011111011101,17,26,23,23,8,6,32768,5,3.5476369238762
13,Gen6_Ind682,0001000101001001110110010011001101,-42,30,25,28,5,6,8192,5,3.544864776534797
14,Gen5_Ind513,0001001100001001110101010011010101,-41,26,25,27,5,6,16384,5,3.5395474508152467
15,Gen6_Ind661,0001001011110001110110010111011101,-41,25,9,28,6,6,32768,5,3.530734402044301
16,Gen5_Ind508,0111000101111101010100100011101100,6,10,16,26,9,6,131072,4,3.5291472144188054
17,Gen6_Ind712,1011100100000011110011011111010100,3,26,13,25,8,6,16384,4,3.5208545248730814
18,Gen6_Ind641,0011001011100011110110011111011101,-25,24,13,28,8,6,32768,5,3.500524626846592
19,Gen6_Ind663,0101000101001001110111100010011101,-10,30,25,29,9,5,32768,5,3.5001634340168386
20,Gen5_Ind561,1100110101010000110110100010100101,16,18,7,28,9,5,65536,5,3.4998835122157503
21,Gen4_Ind397,0111010101000011111110001111001101,8,30,13,26,4,6,8192,5,3.498435830346738
22,Gen3_Ind252,0101001011010111010110011111010101,-9,23,20,28,8,6,16384,5,3.475160504331239
23,Gen4_Ind475,0101001011010111110110010111010101,-9,23,21,28,6,6,16384,5,3.475160504331239
24,Gen6_Ind643,0101000011010111010110011111010101,-10,23,20,28,8,6,16384,5,3.475160504331239
25,Gen6_Ind702,1101011111011000110110100111010101,-12,25,23,28,10,6,16384,5,3.475160504331239
26,Gen6_Ind674,1101011011001100010110100111010101,13,22,30,28,10,6,16384,5,3.4520938121917264
27,Gen6_Ind726,1010000010111000010110100011100101,9,21,22,28,9,6,65536,5,3.4147890118233404
28,Gen6_Ind703,1100110101010110110110100010100101,-36,13,19,28,9,5,65536,5,3.404177959558053
29,Gen6_Ind723,0010100011000110110000100111110100,-30,22,19,22,10,6,32768,4,3.3994570467005416
30,Gen6_Ind769,0000011011000011110001001111110101,-47,22,13,23,4,6,32768,5,3.3905512478645976
31,Gen6_Ind694,0010101011101011111010110011101110,-29,24,29,16,10,6,131072,4,3.3838051570337924
32,Gen6_Ind753,0011000011101000010110001011000101,-26,24,22,28,3,6,4096,5,3.3815546045815728
33,Gen6_Ind719,0101001011010010110100010010010101,-9,23,11,26,5,5,16384,5,3.3712280228151146
34,Gen6_Ind639,0011100100001000010001011101000101,-22,26,22,23,8,4,4096,5,3.368854805379586
35,Gen5_Ind505,0111001011010110110110101010100100,7,23,19,28,10,5,65536,4,3.36550017228633
36,Gen6_Ind656,0011100011001000010110001011000101,-22,22,22,28,3,6,4096,5,3.356359441247811
37,Gen5_Ind588,0011100011001000010110001011000101,-22,22,22,28,3,6,4096,5,3.356359441247811
38,Gen6_Ind692,0010001011000100110011101010111100,-33,22,15,25,8,5,65536,4,3.3552055751418215
39,Gen6_Ind758,0101001011110111010010110111010101,-9,25,20,24,7,6,16384,5,3.3350329953866296
