Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen14_Ind1658,100001000000001001111110,268435456,4,0,0,1,bt3,32,1000,3.898111148653308
2,Gen15_Ind1752,100101000001011001110100,1073741824,4,0,0,1,bt3,64,200,3.898111148653308
3,Gen17_Ind2081,011101000000001001010101,67108864,4,0,0,1,bt3,64,500,3.898111148653308
4,Gen18_Ind2233,011011000001011001010100,33554432,4,0,0,1,bt3,64,200,3.898111148653308
5,Gen19_Ind2288,100011000000001001010110,536870912,4,0,0,1,bt3,64,1000,3.898111148653308
6,Gen20_Ind2430,100101000000001001111111,1073741824,4,0,0,1,bt3,273,500,3.898111148653308
7,Gen21_Ind2592,011101010000001001010101,67108864,2,0,0,1,bt3,64,500,3.898111148653308
8,Gen21_Ind2540,011101000000001001111100,67108864,4,0,0,1,bt3,16,200,3.898111148653308
9,Gen17_Ind2081,011101000000001001010101,67108864,4,0,0,1,bt3,64,500,3.898111148653308
10,Gen22_Ind2727,011111000000001001010101,134217728,4,0,0,1,bt3,64,500,3.898111148653308
11,Gen27_Ind3377,100001000000001001110110,268435456,4,0,0,1,bt3,128,1000,3.898111148653308
12,Gen28_Ind3458,011101000000001001010110,67108864,4,0,0,1,bt3,64,1000,3.898111148653308
13,Gen27_Ind3341,100101000000001001110101,1073741824,4,0,0,1,bt3,273,500,3.898111148653308
14,Gen19_Ind2288,100011000000001001010110,536870912,4,0,0,1,bt3,64,1000,3.898111148653308
15,Gen28_Ind3496,011101000000001001010101,67108864,4,0,0,1,bt3,64,500,3.898111148653308
16,Gen28_Ind3425,111111000000001101010101,32768,4,0,0,1,bt2,64,500,3.897842372717745
17,Gen28_Ind3476,100001000000001001111110,268435456,4,0,0,1,bt3,64,1000,3.897439278302895
18,Gen28_Ind3490,100101000000001001011101,1073741824,4,0,0,1,bt3,128,500,3.897439278302895
19,Gen28_Ind3440,011111000000001001111101,134217728,4,0,0,1,bt3,64,500,3.8973855386800325
20,Gen28_Ind3455,011111000000001000011110,134217728,4,0,0,1,bt2,128,1000,3.897197461669976
21,Gen28_Ind3459,100001000000001000111101,268435456,4,0,0,1,bt2,16,500,3.8968750861664874
22,Gen28_Ind3463,011110110000001000010101,134217728,3,0,0,1,bt2,64,500,3.8968750861664874
23,Gen28_Ind3510,011011110000001000010110,33554432,0,0,0,1,bt2,64,1000,3.8968750861664874
24,Gen28_Ind3511,100011010000001000010110,536870912,0,0,0,1,bt2,64,1000,3.896848223948604
25,Gen28_Ind3526,011111010000001001010101,134217728,2,0,0,1,bt3,64,500,3.8964453351162085
26,Gen28_Ind3542,011101100000001001111101,67108864,1,0,0,1,bt3,16,500,3.895948553608656
27,Gen28_Ind3418,111011110001011001010100,8192,0,0,2,1,bt3,64,200,3.8954384774137534
28,Gen28_Ind3513,011000110001011001010100,16777216,3,0,0,1,bt3,64,200,3.8954384774137534
29,Gen28_Ind3429,011011100001011001010010,33554432,3,0,1,1,bt3,64,50,3.894351655391907
30,Gen28_Ind3512,101101000001011001110100,1073741824,4,0,1,1,bt3,16,200,3.89310457032474
