Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen6_Ind603,011100100000001001100100,67108864,2,0,0,1,bt3,273,200,3.8962439219389142
2,Gen2_Ind167,011010100000001001100011,33554432,2,0,0,1,bt3,273,100,3.895680075803256
3,Gen5_Ind532,100100110010001001110011,1073741824,3,1,0,1,bt3,32,100,3.895451898760345
4,Gen5_Ind532,100100110010001001110011,1073741824,3,1,0,1,bt3,16,100,3.895425056159645
5,Gen1_Ind44,100011000000011000011011,536870912,4,0,1,1,bt2,128,100,3.8951969089888068
6,Gen6_Ind659,011010100010001000010000,33554432,2,1,0,1,bt2,64,0,3.895156650497478
7,Gen5_Ind496,100000100000101110010100,268435456,2,0,2,1,hc4,64,200,3.894834612522736
8,Gen5_Ind521,100011000000011000011100,536870912,4,0,1,1,bt2,128,200,3.894794361519992
9,Gen5_Ind586,111110110010001000011010,8192,3,1,0,1,bt2,128,50,3.894754111349184
10,Gen4_Ind453,011010100000101000010100,33554432,2,0,2,1,bt2,64,200,3.8944992129184706
11,Gen6_Ind612,011011100000101000010100,33554432,3,0,2,1,bt2,64,200,3.8944992129184706
12,Gen5_Ind522,011010100000101000010010,33554432,2,0,2,1,bt2,64,50,3.8943918972447737
13,Gen5_Ind493,100000110000101000010110,268435456,3,0,2,1,bt2,64,1000,3.894163871074403
14,Gen6_Ind639,100000100000101110010000,268435456,2,0,2,1,bt2,64,0,3.894056573880818
15,Gen6_Ind609,101011000000011000011100,4096,4,0,1,1,bt2,128,200,3.893238627168078
16,Gen6_Ind689,010101000000011001011011,4194304,4,0,1,1,bt3,128,100,3.892622042120412
17,Gen6_Ind623,100000100001001001010100,268435456,2,0,4,1,bt3,64,200,3.892595238505104
18,Gen6_Ind677,010111110001001001010101,8388608,0,0,4,1,bt3,64,500,3.892595238505104
19,Gen6_Ind694,010100110000011101100010,4194304,3,0,1,1,hc3,273,50,3.8925282310817324
20,Gen4_Ind372,011010100010001000100000,33554432,2,1,0,1,bt2,273,0,3.89248802773503
21,Gen6_Ind663,111010100010001000100101,524288,2,1,0,1,bt2,273,500,3.8913626710996843
22,Gen6_Ind599,011010000000001001100011,33554432,0,0,0,1,bt3,273,100,3.8907199022694816
23,Gen6_Ind708,011010000000001000100010,33554432,0,0,0,1,bt2,273,50,3.890612794775002
24,Gen6_Ind652,100100000000101001010011,1073741824,0,0,2,1,bt3,64,100,3.890465531598615
25,Gen6_Ind617,100000000000101001010101,268435456,0,0,2,1,bt3,64,500,3.890398597476421
26,Gen6_Ind687,100000011100101001010110,268435456,1,1,2,1,bt3,64,1000,3.890398597476421
27,Gen3_Ind326,010100110000111001100010,4194304,3,0,3,1,bt3,273,50,3.8899301231016947
28,Gen6_Ind714,010100001100001001011010,4194304,0,4,0,1,bt3,128,50,3.889756147068639
29,Gen6_Ind673,011010010000101001110110,33554432,1,0,2,1,bt3,32,1000,3.8895019023964004
