Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen22_Ind2686,111011000000001001110110,16384,4,0,0,1,bt3,16,1000,3.898111148653308
2,Gen28_Ind3430,011001000000001001101110,16777216,4,0,0,1,bt3,273,1000,3.898111148653308
3,Gen31_Ind3815,111101000000001001110110,4096,4,0,0,1,bt3,32,1000,3.898111148653308
4,Gen34_Ind4230,011001000000001001101110,16777216,4,0,0,1,bt3,273,1000,3.898111148653308
5,Gen38_Ind4737,011001000000001001111110,16777216,4,0,0,1,bt3,128,1000,3.898111148653308
6,Gen39_Ind4756,011001000000001001111110,16777216,4,0,0,1,bt3,128,1000,3.898111148653308
7,Gen43_Ind5377,011001000000001001111100,16777216,4,0,0,1,bt3,16,200,3.898111148653308
8,Gen43_Ind5388,111101000000001001110110,2097152,4,0,0,1,bt3,273,1000,3.898111148653308
9,Gen44_Ind5434,011001000000001101111110,16777216,4,0,0,1,bt2,32,1000,3.898111148653308
10,Gen44_Ind5510,011011000000001001110110,33554432,4,0,0,1,bt3,128,1000,3.898111148653308
11,Gen55_Ind6864,111001000000001001111110,268435456,4,0,0,1,bt3,273,1000,3.898111148653308
12,Gen55_Ind6868,011001000000001001101101,16777216,4,0,0,1,bt3,16,500,3.898111148653308
13,Gen55_Ind6849,100011000000001001011110,536870912,4,0,0,1,bt3,128,1000,3.897439278302895
14,Gen55_Ind6917,011011000000001001110111,33554432,4,0,0,1,bt3,273,500,3.897439278302895
15,Gen55_Ind6921,011011000000001000100101,33554432,4,0,0,1,bt2,273,500,3.897157161815142
16,Gen55_Ind6902,011001000000011001010111,16777216,4,0,1,1,bt3,64,0,3.896002253610429
17,Gen55_Ind6854,011000100000001001111110,16777216,2,0,0,1,bt3,16,1000,3.895948553608656
18,Gen55_Ind6825,011001000000101000111110,16777216,4,0,2,1,bt2,32,1000,3.8956263846824406
19,Gen55_Ind6841,011001000000101001111110,16777216,4,0,2,1,bt3,273,1000,3.8955592728625867
20,Gen54_Ind6708,010101000000001000010111,4194304,4,0,0,1,bt2,64,50,3.8953847929522096
21,Gen55_Ind6901,100011000000101001011110,536870912,4,0,2,1,bt3,128,1000,3.8951163928383177
