Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen22_Ind2686,111011000000001001110110,268435456,4,0,0,1,bt3,16,1000,3.898111148653308
2,Gen28_Ind3430,011001000000001001101110,16777216,4,0,0,1,bt3,64,1000,3.898111148653308
3,Gen31_Ind3815,111101000000001001110110,67108864,4,0,0,1,bt3,64,1000,3.898111148653308
4,Gen34_Ind4230,011001000000001001101110,16777216,4,0,0,1,bt3,32,1000,3.898111148653308
5,Gen38_Ind4737,011001000000001001111110,16777216,4,0,0,1,bt3,128,1000,3.898111148653308
6,Gen39_Ind4756,011001000000001001111110,16777216,4,0,0,1,bt3,64,1000,3.898111148653308
7,Gen43_Ind5377,011001000000001001111100,16777216,4,0,0,1,bt3,16,200,3.898111148653308
8,Gen43_Ind5388,111101000000001001110110,131072,4,0,0,1,bt3,64,1000,3.898111148653308
9,Gen44_Ind5434,011001000000001101111110,16777216,4,0,0,1,hc4,128,1000,3.898111148653308
10,Gen44_Ind5510,011011000000001001110110,33554432,4,0,0,1,bt3,16,1000,3.898111148653308
11,Gen81_Ind10156,011101000000001001110110,67108864,4,0,0,1,bt3,16,1000,3.897439278302895
12,Gen81_Ind10134,010111000000001001110111,8388608,4,0,0,1,bt3,16,10,3.8973855386800325
13,Gen81_Ind10241,011011000000001001110110,33554432,4,0,0,1,bt3,128,1000,3.8973855386800325
14,Gen81_Ind10186,011101000000001001110010,67108864,4,0,0,1,bt3,64,50,3.8968213621010546
15,Gen81_Ind10182,011010100000001001101110,33554432,2,0,0,1,bt3,128,1000,3.8962573488362477
16,Gen81_Ind10210,111001000000001001111010,4096,4,0,0,1,bt3,32,50,3.896230495134122
17,Gen81_Ind10150,111111000000011010100010,2097152,4,0,1,1,bt4,273,50,3.8959754034244996
18,Gen81_Ind10209,011001000000011001101110,16777216,4,0,1,1,bt3,273,1000,3.894579703555202
