Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen1_Ind44,100011000000011000011011,536870912,4,0,1,1,bt2,128,100,3.8951969089888068
2,Gen1_Ind92,100010100010111000010000,536870912,2,1,3,1,bt2,64,0,3.892019050045095
3,Gen1_Ind52,100000010000101001010100,268435456,1,0,2,1,bt3,64,200,3.890425370848918
4,Gen1_Ind76,100100010000101000011010,1073741824,1,0,2,1,bt2,128,50,3.8884718825985423
5,Gen1_Ind98,100000000100101001011000,268435456,0,2,2,1,bt3,128,0,3.8878033306626594
6,Gen1_Ind13,010110000101001001010101,8388608,0,2,4,1,bt3,64,500,3.8864268379875977
7,Gen1_Ind95,010000110000111001100110,1048576,3,0,3,1,bt3,273,1000,3.7463302904289337
8,Gen1_Ind1,011010110010001001000011,33554432,3,1,0,1,bt3,16,100,3.739775042669454
9,Gen1_Ind46,010100001001001100100100,4194304,0,4,4,1,hc4,273,200,3.71881454997566
10,Gen1_Ind28,010000010100111100010110,1048576,1,2,3,1,hc4,64,1000,3.711575203285394
11,Gen1_Ind49,100101000001000000011000,1073741824,4,0,4,0,bt2,128,0,3.5852753431086533
12,Gen1_Ind77,010110110000100001001011,8388608,3,0,2,0,bt3,32,100,3.583832045873101
13,Gen1_Ind64,010100110001000010001010,4194304,3,0,4,0,bt4,32,50,3.5818791956939786
14,Gen1_Ind96,100010000000110010100101,536870912,0,0,3,0,bt4,273,500,3.5817430297500814
15,Gen1_Ind73,010100010010000010011000,4194304,1,1,0,0,bt4,128,0,3.580914909924747
16,Gen1_Ind72,011100010110010010010100,67108864,1,3,1,0,bt4,64,200,3.5799851496748127
17,Gen1_Ind90,011000010110010001010100,16777216,1,3,1,0,bt3,64,200,3.579973814115047
18,Gen1_Ind15,100000010110000001001100,268435456,1,3,0,0,bt3,32,200,3.5794637882126485
19,Gen1_Ind18,100010000000100000000011,536870912,0,0,2,0,bt2,16,100,3.55473871364298
20,Gen1_Ind25,100000110000110100001101,268435456,3,0,3,0,hc4,32,500,3.4978057963482017
21,Gen1_Ind47,001100010100101001011101,262144,1,2,2,1,bt3,128,500,3.4929646323906502
22,Gen1_Ind56,010110100100000011001110,8388608,2,2,0,0,hc3,32,1000,3.4484639925822678
23,Gen1_Ind23,010100000110100011011110,4194304,0,3,2,0,hc3,128,1000,3.443611512982563
24,Gen1_Ind80,001100010010011100001011,262144,1,1,1,1,hc4,32,100,3.425810757171296
25,Gen1_Ind31,010110100010100011001101,8388608,2,1,2,0,hc3,32,500,3.3720268718591093
26,Gen1_Ind16,011010000100110011011101,33554432,0,2,3,0,hc3,128,500,3.3681393402088884
27,Gen1_Ind14,001110010010110010010000,524288,1,1,3,0,bt4,64,0,3.360690761118344
28,Gen1_Ind6,001110001000010000011110,524288,0,4,1,0,bt2,128,1000,3.358045656106044
29,Gen1_Ind87,011110001000100100010011,134217728,0,4,2,0,hc4,64,100,3.346179173387395
30,Gen1_Ind69,010010100100110100011011,2097152,2,2,3,0,hc4,128,100,3.337102720156787
31,Gen1_Ind65,001010010110001010011100,131072,1,3,0,1,bt4,128,200,3.334789655467365
32,Gen1_Ind34,001010000011001010010101,131072,0,1,4,1,bt4,64,500,3.3336588983175783
33,Gen1_Ind36,010110000011000010011001,8388608,0,1,4,0,bt4,128,10,3.319311109153896
34,Gen1_Ind43,010110100100001100011001,8388608,2,2,0,1,hc4,128,10,3.2758124893160225
35,Gen1_Ind17,011110100000010100100010,134217728,2,0,1,0,hc4,273,50,3.27258866572306
36,Gen1_Ind19,001100110010100010100000,262144,3,1,2,0,bt4,273,0,3.2528165934467452
37,Gen1_Ind42,011010110010101100000001,33554432,3,1,2,1,hc4,16,10,3.251806201483501
38,Gen1_Ind10,001100010010110010011011,262144,1,1,3,0,bt4,128,100,3.249348333400392
39,Gen1_Ind88,001111000001000100100000,524288,4,0,4,0,hc4,273,0,3.239813827805764
40,Gen1_Ind29,010000000100000100100010,1048576,0,2,0,0,hc4,273,50,3.2352711836276855
41,Gen1_Ind83,010110010001001011011000,8388608,1,0,4,1,hc3,128,0,3.210384976872425
42,Gen1_Ind70,100100100010110011011011,1073741824,2,1,3,0,hc3,128,100,3.1500541900468626
43,Gen1_Ind58,001010000110010001001010,131072,0,3,1,0,bt3,32,50,3.1145029599001703
44,Gen1_Ind71,010110000100100001100001,8388608,0,2,2,0,bt3,273,10,3.107150610919044
45,Gen1_Ind45,001010000100110011010110,131072,0,2,3,0,hc3,64,1000,3.1070481464178736
46,Gen1_Ind30,010010010100100001010001,2097152,1,2,2,0,bt3,64,10,3.102614500150929
47,Gen1_Ind54,000111000001001010010100,32768,4,0,4,1,bt4,64,200,2.9945538457463714
48,Gen1_Ind75,001000010100110010010000,65536,1,2,3,0,bt4,64,0,2.9656016063119353
49,Gen1_Ind21,001000110010100000000010,65536,3,1,2,0,bt2,16,50,2.9649094628082917
50,Gen1_Ind94,010000010010101000001001,1048576,1,1,2,1,bt2,32,10,2.930770237728014
51,Gen1_Ind3,001010100010001000001001,131072,2,1,0,1,bt2,32,10,2.9154965987447072
52,Gen1_Ind59,000110100000101000100001,32768,2,0,2,1,bt2,273,10,2.8212131760314203
53,Gen1_Ind22,000110000010010011001010,32768,0,1,1,0,hc3,32,50,2.7706952323771947
54,Gen1_Ind89,100101000000000011011001,1073741824,4,0,0,0,hc3,128,10,2.760190592210303
55,Gen1_Ind99,100010010011000011010001,536870912,1,1,4,0,hc3,64,10,2.7513578855920553
56,Gen1_Ind68,001110010110110011000001,524288,1,3,3,0,hc3,16,10,2.742009511706529
57,Gen1_Ind55,011000010001000000100001,16777216,1,0,4,0,bt2,273,10,2.7256687463537173
58,Gen1_Ind91,000100001000011000100001,16384,0,4,1,1,bt2,273,10,2.7203304701409943
59,Gen1_Ind84,000100000110110001001010,16384,0,3,3,0,bt3,32,50,2.6652453973267956
60,Gen1_Ind66,000100001000100010100101,16384,0,4,2,0,bt4,273,500,2.664227965087235
61,Gen1_Ind26,000011000000011010011100,8192,4,0,1,1,bt4,128,200,2.6634434401185403
62,Gen1_Ind82,000100010101000011011010,16384,1,2,4,0,hc3,128,50,2.6462690636907493
63,Gen1_Ind63,000010000100000011010101,8192,0,2,0,0,hc3,64,500,2.5252920352005717
64,Gen1_Ind8,000010001000100001010100,8192,0,4,2,0,bt3,64,200,2.522902794637438
65,Gen1_Ind35,000000110000110011010110,4096,3,0,3,0,hc3,64,1000,2.4026073032967687
66,Gen1_Ind39,000000110010110010001011,4096,3,1,3,0,bt4,32,100,2.4021836125482032
67,Gen1_Ind5,000000100000110000000011,4096,2,0,3,0,bt2,16,100,2.4017855815168785
68,Gen1_Ind2,000010111000111001100011,8192,3,4,3,1,bt3,273,100,0
69,Gen1_Ind4,011001000100101000000011,16777216,4,2,2,1,bt2,16,100,0
70,Gen1_Ind7,001011000110001001011011,131072,4,3,0,1,bt3,128,100,0
71,Gen1_Ind9,100100011000001001011010,1073741824,1,4,0,1,bt3,128,50,0
72,Gen1_Ind11,100100011000100000000011,1073741824,1,4,2,0,bt2,16,100,0
73,Gen1_Ind12,011000101001001001001011,16777216,2,4,4,1,bt3,32,100,0
74,Gen1_Ind20,010101000011000010011011,4194304,4,1,4,0,bt4,128,100,0
75,Gen1_Ind24,001011000100001001001110,131072,4,2,0,1,bt3,32,1000,0
76,Gen1_Ind27,011100101000111001100001,67108864,2,4,3,1,bt3,273,10,0
77,Gen1_Ind32,100001000100101100010010,268435456,4,2,2,1,hc4,64,50,0
78,Gen1_Ind33,001100110110111010010000,262144,3,3,3,1,bt4,64,0,0
79,Gen1_Ind37,000011001000001010001011,8192,4,4,0,1,bt4,32,100,0
80,Gen1_Ind38,011000011000001100100000,16777216,1,4,0,1,hc4,273,0,0
81,Gen1_Ind40,010101000100110100100100,4194304,4,2,3,0,hc4,273,200,0
82,Gen1_Ind41,000111000100001010100010,32768,4,2,0,1,bt4,273,50,0
83,Gen1_Ind48,011000110110100010000010,16777216,3,3,2,0,bt4,16,50,0
84,Gen1_Ind50,011011000101001001100010,33554432,4,2,4,1,bt3,273,50,0
85,Gen1_Ind51,011000110101000100000001,16777216,3,2,4,0,hc4,16,10,0
86,Gen1_Ind53,011011001001001010000000,33554432,4,4,4,1,bt4,16,0,0
87,Gen1_Ind57,000110110110000001001010,32768,3,3,0,0,bt3,32,50,0
88,Gen1_Ind60,000110101000000001011011,32768,2,4,0,0,bt3,128,100,0
89,Gen1_Ind61,000010110110000000100101,8192,3,3,0,0,bt2,273,500,0
90,Gen1_Ind62,000110110110001010000101,32768,3,3,0,1,bt4,16,500,0
91,Gen1_Ind67,000010110110110000100110,8192,3,3,3,0,bt2,273,1000,0
92,Gen1_Ind74,010110110100010000000100,8388608,3,2,1,0,bt2,16,200,0
93,Gen1_Ind78,000011000100101100010101,8192,4,2,2,1,hc4,64,500,0
94,Gen1_Ind79,001001001000111001010010,65536,4,4,3,1,bt3,64,50,0
95,Gen1_Ind81,000111001001001000000110,32768,4,4,4,1,bt2,16,1000,0
96,Gen1_Ind85,100100101001001001010101,1073741824,2,4,4,1,bt3,64,500,0
97,Gen1_Ind86,011100110100000010011110,67108864,3,2,0,0,bt4,128,1000,0
98,Gen1_Ind93,100000110110001001010001,268435456,3,3,0,1,bt3,64,10,0
99,Gen1_Ind97,010010110100010011000011,2097152,3,2,1,0,hc3,16,100,0
100,Gen1_Ind100,001111001000100010000110,524288,4,4,2,0,bt4,16,1000,0
