Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen2_Ind163,011110100100011010010100,134217728,2,2,1,1,bt4,64,200,4.091703896102563
2,Gen2_Ind169,011110110000011000010100,134217728,3,0,1,1,bt2,64,200,4.090980206098289
3,Gen1_Ind37,011110100100111010011100,134217728,2,2,3,1,bt4,128,200,4.090942050547649
4,Gen1_Ind37,011110100100111010011100,134217728,2,2,3,1,bt4,128,200,4.090942050547649
5,Gen1_Ind30,011110001000001000100000,134217728,0,4,0,1,bt2,273,0,4.086067152062591
6,Gen1_Ind50,011001000000111001100110,16777216,4,0,3,1,bt3,273,1000,3.8953135143604105
7,Gen2_Ind154,011000010001001000010110,16777216,1,0,4,1,bt2,64,1000,3.8911922329134647
8,Gen2_Ind161,010110010000111010100011,8388608,1,0,3,1,bt4,273,100,3.8208983023803933
9,Gen1_Ind35,010110010001001010100100,8388608,1,0,4,1,bt4,273,200,3.8204604669911695
10,Gen1_Ind40,010110010100111010100110,8388608,1,2,3,1,bt4,273,1000,3.8203030967095986
11,Gen2_Ind126,101100010100001000010000,131072,1,2,0,1,bt2,64,0,3.818628082507626
12,Gen1_Ind9,011010110000101000000100,33554432,3,0,2,1,bt2,16,200,3.714097830383242
13,Gen2_Ind152,011010110000101000000011,33554432,3,0,2,1,bt2,16,100,3.7131126261420317
14,Gen2_Ind101,100001000000000001100101,268435456,4,0,0,0,bt3,273,500,3.7078930427837085
15,Gen1_Ind73,100001000000100001100101,268435456,4,0,2,0,bt3,273,500,3.707439609392702
16,Gen2_Ind109,100010001000010001001011,536870912,0,4,1,0,bt3,32,100,3.701590444369336
17,Gen2_Ind196,010010110001011010100100,2097152,3,0,3,1,bt4,273,200,3.6877334188223725
18,Gen1_Ind18,011110100100110001010010,134217728,2,2,3,0,bt3,64,50,3.6685822430714383
19,Gen2_Ind137,011010000100011011100110,33554432,0,2,1,1,hc3,273,1000,3.636971027858687
20,Gen1_Ind66,010110010110011011010110,8388608,1,3,1,1,hc3,64,1000,3.6238363343816746
21,Gen1_Ind82,011000010100001100001100,16777216,1,2,0,1,hc4,32,200,3.6161216789985335
22,Gen2_Ind194,011000010100001100001100,16777216,1,2,0,1,hc4,32,200,3.6161216789985335
23,Gen2_Ind112,011100100010111011011101,67108864,2,1,3,1,hc3,128,500,3.569880583552406
24,Gen2_Ind193,011010000100110010000010,33554432,0,2,3,0,bt4,16,50,3.5464134404910643
25,Gen2_Ind139,010100000000111011011101,4194304,0,0,3,1,hc3,128,500,3.545087048571726
26,Gen2_Ind148,001110010000001000010000,524288,1,0,0,1,bt2,64,0,3.5334030460528534
27,Gen2_Ind111,011010010010111100011010,33554432,1,1,3,1,hc4,128,50,3.4605738719804084
28,Gen1_Ind32,011010000010111100011010,33554432,0,1,3,1,hc4,128,50,3.4605738719804084
29,Gen2_Ind125,011010000100111100001010,33554432,0,2,3,1,hc4,32,50,3.460259545443821
30,Gen2_Ind135,010110001001000010100100,8388608,0,4,4,0,bt4,273,200,3.4562292100682583
31,Gen2_Ind171,001110000100111011000110,524288,0,2,3,1,hc3,16,1000,3.452726193895777
32,Gen2_Ind167,011000100101001011100100,16777216,2,2,4,1,hc3,273,200,3.4494751500042966
33,Gen2_Ind132,001100010101011000010000,262144,1,2,2,1,bt2,64,0,3.442632534017721
34,Gen2_Ind168,010110000100011011000100,8388608,0,2,1,1,hc3,16,200,3.402267323398269
35,Gen2_Ind110,001110010101001100101010,524288,1,2,4,1,hc4,128,50,3.3863366875669842
36,Gen2_Ind203,010010000010000000100000,2097152,0,1,0,0,bt2,273,0,3.356343721097786
37,Gen2_Ind212,010010010110000010001010,2097152,1,3,0,0,bt4,32,50,3.354946365683834
38,Gen2_Ind114,001010010011001111011010,131072,1,1,4,1,hc3,128,50,3.328702043378185
39,Gen2_Ind124,001010010001001000010000,131072,1,0,4,1,bt2,64,0,3.32811267720247
40,Gen2_Ind106,010110100100011011100000,8388608,2,2,1,1,hc3,273,0,3.301079054357412
41,Gen2_Ind181,011100000101000011000110,67108864,0,2,4,0,hc3,16,1000,3.2627454489265015
42,Gen2_Ind179,001110010100100010010000,524288,1,2,2,0,bt4,64,0,3.251498264198647
43,Gen2_Ind187,001110110010010010000110,524288,3,1,1,0,bt4,16,1000,3.2507870447414224
44,Gen2_Ind149,001110000111000100100101,524288,0,3,4,0,hc4,273,500,3.2261905549163203
45,Gen2_Ind113,001000110001001010011011,65536,3,0,4,1,bt4,128,100,3.204217259837922
46,Gen2_Ind136,001000110000011011100101,65536,3,0,1,1,hc3,273,500,3.197632436752646
47,Gen2_Ind143,001000000010001000100000,65536,0,1,0,1,bt2,273,0,3.1958232095114916
48,Gen2_Ind153,001000000000101010100100,65536,0,0,2,1,bt4,273,200,3.1956438838898413
49,Gen2_Ind189,010110110000010010011001,8388608,3,0,1,0,bt4,128,10,3.1859481648243264
50,Gen2_Ind208,001100010111000000010000,262144,1,3,4,0,bt2,64,0,3.183850922442828
51,Gen2_Ind140,011001101000110010001111,16777216,0,4,3,0,bt4,32,100,3.1789277061465637
52,Gen1_Ind60,001010000010000000100000,131072,0,1,0,0,bt2,273,0,3.097340038222057
53,Gen2_Ind211,001010110010010101000101,131072,3,1,1,0,bt2,16,500,3.0972507476129394
54,Gen2_Ind146,101110000110100011001011,16384,0,3,2,0,hc3,32,100,3.0820824253556
55,Gen2_Ind162,001010000000100110010111,131072,0,0,2,0,hc4,64,10,3.0595013370017425
56,Gen2_Ind186,000110100010111100100101,32768,2,1,3,1,hc4,273,500,3.0564066451704237
57,Gen2_Ind158,011110100010110001010001,134217728,2,1,3,0,bt3,64,10,3.0506566956537053
58,Gen2_Ind103,001000110010110000100110,65536,3,1,3,0,bt2,273,1000,2.9923350334933163
59,Gen2_Ind174,001000000110110011000101,65536,0,3,3,0,hc3,16,500,2.9770573550207122
60,Gen2_Ind118,011001100000011000001001,16777216,3,0,1,1,bt2,32,10,2.9762262657095118
61,Gen2_Ind159,011000010110111000001001,16777216,1,3,3,1,bt2,32,10,2.9647760504915204
62,Gen2_Ind182,000100110000111000100011,16384,3,0,3,1,bt2,273,100,2.9031816001992934
63,Gen2_Ind117,000100010110011100010100,16384,1,3,1,1,hc4,64,200,2.892997099686061
64,Gen2_Ind178,001010000111000100000000,131072,0,3,4,0,hc4,16,0,2.8873258401486477
65,Gen2_Ind138,001000000100001011100001,65536,0,2,0,1,hc3,273,10,2.8833963586462557
66,Gen2_Ind141,000110000110000000011000,32768,0,3,0,0,bt2,128,0,2.8660501986554285
67,Gen2_Ind130,000100100010111011011001,16384,2,1,3,1,hc3,128,10,2.7737446440813303
68,Gen1_Ind12,010010110000000011011001,2097152,3,0,0,0,hc3,128,10,2.7595284738009447
69,Gen2_Ind204,001010110000010011011001,131072,3,0,1,0,hc3,128,10,2.744567526407735
70,Gen2_Ind127,001000100010110000000001,65536,2,1,3,0,bt2,16,10,2.741552508856057
71,Gen2_Ind123,000100100000100001100101,16384,2,0,2,0,bt3,273,500,2.7407650462071222
72,Gen2_Ind155,000100100100110010100011,16384,2,2,3,0,bt4,273,100,2.7400474435460773
73,Gen2_Ind198,000100100100110000001000,16384,2,2,3,0,bt2,32,0,2.739707897261987
74,Gen2_Ind183,000101010100010001001010,16384,0,2,1,0,bt3,32,50,2.73546201094223
75,Gen2_Ind150,000011010011001100000110,8192,1,1,4,1,hc4,16,1000,2.7353515193948024
76,Gen1_Ind80,000010110001000011001011,8192,3,0,4,0,hc3,32,100,2.6070469967003
77,Gen2_Ind105,000000111010100011000101,4096,3,1,2,0,hc3,16,500,2.483438213099364
78,Gen2_Ind165,000000010100000011100000,4096,1,2,0,0,hc3,273,0,2.477390013409544
79,Gen2_Ind190,000001100000100100001010,4096,0,0,2,0,hc4,32,50,2.476703735915552
80,Gen2_Ind102,111100011000010011010110,1048576,1,4,1,0,hc3,64,1000,0
81,Gen2_Ind107,001010110100011010010001,131072,3,2,1,1,bt4,64,10,0
82,Gen2_Ind115,000010011000011011001010,8192,1,4,1,1,hc3,32,50,0
83,Gen2_Ind119,000010110110000001000011,8192,3,3,0,0,bt3,16,100,0
84,Gen2_Ind122,011011000100100011101101,33554432,4,2,2,0,hc3,273,500,0
85,Gen2_Ind131,011001001000010001001001,16777216,4,4,1,0,bt3,32,10,0
86,Gen2_Ind133,011001001000110110001010,16777216,4,4,3,0,hc4,32,50,0
87,Gen2_Ind145,011101001001000001001010,67108864,4,4,4,0,bt3,32,50,0
88,Gen2_Ind157,001000110100110000000010,65536,3,2,3,0,bt2,16,50,0
89,Gen1_Ind8,000000100110110100010100,4096,2,3,3,0,hc4,64,200,0
90,Gen2_Ind164,110000101001001011100010,536870912,2,4,4,1,hc3,273,50,0
91,Gen2_Ind173,001000111000110000100101,65536,3,4,3,0,bt2,273,500,0
92,Gen2_Ind177,100100110100011010010010,1073741824,3,2,1,1,bt4,64,50,0
93,Gen2_Ind180,011100011000010001010110,67108864,1,4,1,0,bt3,64,1000,0
94,Gen1_Ind64,000111000010101100011110,32768,4,1,2,1,hc4,128,1000,0
95,Gen1_Ind95,011100100110100010001110,67108864,2,3,2,0,bt4,32,1000,0
96,Gen2_Ind191,001010011001000000010000,131072,1,4,4,0,bt2,64,0,0
97,Gen2_Ind199,100001010100010101100011,268435456,1,2,1,0,bt2,273,100,0
98,Gen2_Ind200,011000110100001100001100,16777216,3,2,0,1,hc4,32,200,0
99,Gen2_Ind201,011010101000100100000110,33554432,2,4,2,0,hc4,16,1000,0
100,Gen2_Ind207,001111000100111000100001,524288,4,2,3,1,bt2,273,10,0
