Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen6_Ind628,100010110000011010100111,536870912,3,0,1,1,bt4,273,10,4.136547082214318
2,Gen4_Ind403,100011000000111001100101,536870912,4,0,3,1,bt3,273,500,4.135792596796716
3,Gen6_Ind707,100011000000111001100101,536870912,4,0,3,1,bt3,273,500,4.135792596796716
4,Gen6_Ind654,100010000000011001010110,536870912,0,0,1,1,bt3,64,1000,4.1341241169010035
5,Gen4_Ind447,111100110001011010100100,32768,3,0,2,1,bt4,273,200,4.13327832174833
6,Gen4_Ind424,100010000000011001100011,536870912,0,0,1,1,bt3,273,100,4.132103039402531
7,Gen3_Ind294,100010001100011001010011,536870912,0,3,1,1,bt3,64,100,4.132038936082583
8,Gen3_Ind294,100010001100011001010011,536870912,0,3,1,1,bt3,64,100,4.131112606283515
9,Gen4_Ind345,100010001100111101010011,536870912,0,3,3,1,bt2,64,100,4.1308072530666395
10,Gen5_Ind503,100010001100111001010011,536870912,0,0,3,1,bt3,64,100,4.130465011301308
11,Gen5_Ind558,100010000011101010100010,536870912,0,1,4,1,bt4,273,50,4.130212559591454
12,Gen4_Ind345,100010001100111101010011,536870912,0,4,3,1,bt3,64,100,4.129861676213951
13,Gen6_Ind662,100000001101101001010011,268435456,0,1,4,1,bt3,64,100,4.1276977569441105
14,Gen6_Ind699,110010000100011000011010,8388608,0,2,1,1,bt2,128,50,4.100099798798727
15,Gen6_Ind594,011110110000011000111110,134217728,3,0,1,1,bt2,128,1000,4.09280305000201
16,Gen6_Ind665,011110100100001010110100,134217728,2,2,0,1,bt4,32,200,4.092731051012583
17,Gen5_Ind516,011110101010011010011100,134217728,2,1,1,1,bt4,128,200,4.092412954412429
18,Gen6_Ind620,011110100100011010011100,134217728,2,2,1,1,bt4,128,200,4.091996665897082
19,Gen2_Ind163,011110100100011010010100,134217728,2,2,1,1,bt4,64,200,4.091703896102563
20,Gen6_Ind622,011110100000011000010100,134217728,2,0,1,1,bt2,64,200,4.090980206098289
21,Gen1_Ind37,011110100100111010011100,134217728,2,2,3,1,bt4,128,200,4.090942050547649
22,Gen5_Ind484,011110100100111010111101,134217728,2,2,3,1,bt4,16,500,4.090149171277808
23,Gen6_Ind650,011110100010011010001100,134217728,2,1,1,1,bt4,32,200,4.090093536029163
24,Gen6_Ind609,011110100100011010001100,134217728,2,2,1,1,bt4,32,200,4.0897387657050706
25,Gen6_Ind631,011110010111011010011000,134217728,1,3,0,1,bt4,128,0,4.089376011971305
26,Gen6_Ind675,011110110000101001001011,134217728,3,0,2,1,bt3,32,100,4.088964887260091
27,Gen6_Ind647,011110100100111010111111,134217728,2,2,3,1,bt4,16,50,4.0888487870417665
28,Gen6_Ind664,011110000000111000011101,134217728,0,0,3,1,bt2,128,500,4.088521329029718
29,Gen6_Ind608,011110100101001101011100,134217728,2,2,4,1,bt2,128,200,4.088357707092797
30,Gen6_Ind695,011110000100111010011100,134217728,0,2,3,1,bt4,128,200,4.088096918002543
31,Gen6_Ind645,011110011010111010011100,134217728,1,4,3,1,bt4,128,200,4.0877970167254825
32,Gen5_Ind554,011110100101001000011010,134217728,2,2,4,1,bt2,128,50,4.0662524053232865
33,Gen6_Ind589,111000100100111010111101,134217728,2,2,3,1,bt4,64,500,4.021406942899819
34,Gen6_Ind685,011010100100011000100100,33554432,2,2,1,1,bt2,273,200,3.959463876992643
35,Gen6_Ind602,110110100100111010010100,8192,2,2,3,1,bt4,64,200,3.8945626039289887
36,Gen6_Ind679,011000000000111010011100,16777216,0,0,3,1,bt4,128,200,3.891510857610298
37,Gen6_Ind658,011000000010101000001100,16777216,0,1,2,1,bt2,32,200,3.890069386076325
38,Gen6_Ind626,011000000000111001100011,16777216,0,0,3,1,bt3,273,100,3.8899693696958475
39,Gen6_Ind595,011000010100111001001010,16777216,1,2,3,1,bt3,32,50,3.889705110653828
40,Gen6_Ind689,010110110000001010010100,8388608,3,0,0,1,bt4,64,200,3.82686654880055
41,Gen6_Ind613,010110111100001000111100,8388608,3,1,0,1,bt2,16,200,3.8260231453602245
42,Gen6_Ind680,010110100000111010011100,8388608,2,0,3,1,bt4,128,200,3.8256973984101417
43,Gen5_Ind491,100111000000011000110011,8388608,4,0,1,1,bt2,64,100,3.8254274133777395
44,Gen5_Ind499,010110100100101010100010,8388608,2,2,2,1,bt4,273,50,3.824115987617276
45,Gen6_Ind661,100010000010111010000010,536870912,0,1,3,1,bt4,16,50,3.7707525809223745
46,Gen6_Ind618,011110110000111000000011,134217728,3,0,3,1,bt2,16,100,3.7584272329312194
47,Gen5_Ind508,011110010000011001111010,134217728,1,0,1,1,bt3,128,50,3.755522045548726
48,Gen6_Ind611,011010100100101000000101,33554432,2,2,2,1,bt2,16,500,3.713633214986881
49,Gen6_Ind687,011010000010111000000100,33554432,0,1,3,1,bt2,16,200,3.708902668194495
50,Gen6_Ind590,100010000000010101100011,536870912,0,0,1,0,bt2,273,100,3.705552166835597
51,Gen6_Ind651,111110010000011000000100,4096,1,0,1,1,bt2,16,200,3.6627260092905605
52,Gen6_Ind632,011111100100110000011010,134217728,1,2,3,0,bt2,128,50,3.649861735287603
53,Gen6_Ind667,011110100100110010000100,134217728,2,2,3,0,bt4,16,200,3.6414379302683715
54,Gen6_Ind599,010100110000111010000011,4194304,3,0,3,1,bt4,16,100,3.6351770243058428
55,Gen6_Ind591,010000100000101000011111,1048576,2,0,2,1,bt2,128,500,3.614810420677104
56,Gen6_Ind639,010000000100011000010100,1048576,0,2,1,1,bt2,64,200,3.6090327933028665
57,Gen6_Ind614,010001100000101001100000,1048576,4,0,2,1,bt3,273,0,3.6087310972648754
58,Gen6_Ind603,100010001100111100010011,536870912,0,3,3,1,hc4,64,100,3.5768266520192333
59,Gen6_Ind644,011010010000010101100101,33554432,1,0,1,0,bt4,273,500,3.56390682207093
60,Gen6_Ind669,110100110010101000000000,32768,3,1,2,1,bt2,16,0,3.5609272334204336
61,Gen6_Ind640,010111000000111011011101,8388608,4,0,3,1,hc3,128,500,3.558562112229684
62,Gen6_Ind641,011010110000010101000101,33554432,3,0,1,0,hc3,16,500,3.551081837740048
63,Gen6_Ind663,011000110000101100001011,16777216,3,0,2,1,hc4,32,100,3.5467409837838693
64,Gen6_Ind678,011110000100111010100111,134217728,0,2,3,1,bt4,273,500,3.5396851170004253
65,Gen6_Ind657,011001010010100000001110,16777216,1,1,2,0,bt2,32,1000,3.5144013303541217
66,Gen6_Ind670,011000000100100000100101,16777216,0,2,2,0,bt2,273,500,3.5112791573473063
67,Gen6_Ind666,011100100101011011011100,67108864,2,2,3,1,hc3,128,200,3.456869953437537
68,Gen6_Ind704,001100100100101000100101,262144,2,2,2,1,bt2,273,500,3.448445475722563
69,Gen6_Ind636,001110100000111010100001,524288,2,0,3,1,bt4,273,10,3.426191066979736
70,Gen5_Ind505,100100000010100100100110,1073741824,0,1,2,0,hc4,273,1000,3.3989544571443115
