Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen9_Ind1077,100010100000011001010110,536870912,2,0,1,1,bt3,64,1000,4.137317417163902
2,Gen7_Ind788,100011000000011001100101,536870912,4,0,1,1,bt3,273,500,4.137206789161298
3,Gen9_Ind987,100011000000011001100101,536870912,4,0,1,1,bt3,273,500,4.137206789161298
4,Gen9_Ind1075,100011000001111000100101,536870912,4,0,3,1,bt2,273,500,4.137189783763189
5,Gen6_Ind628,100010110000011010100111,536870912,3,0,1,1,bt4,273,200,4.136547082214318
6,Gen7_Ind796,100010100001111001100101,536870912,2,0,3,1,bt3,273,500,4.136325377719147
7,Gen9_Ind1065,100010110010011010100101,536870912,3,1,1,1,bt4,273,500,4.136100655528887
8,Gen9_Ind988,100010100000111001010110,536870912,2,0,3,1,bt3,64,1000,4.136089026462231
9,Gen9_Ind1034,100011000000101001100100,536870912,4,0,2,1,bt3,273,200,4.136049667029533
10,Gen4_Ind403,100011000000111001100101,536870912,4,0,3,1,bt3,273,500,4.135792596796716
11,Gen6_Ind707,100011000000111001100101,536870912,4,0,3,1,bt3,273,500,4.135792596796716
12,Gen9_Ind998,100011000000111001100100,536870912,4,0,3,1,bt3,273,200,4.135748592152385
13,Gen9_Ind1045,100010101100011010100010,536870912,2,4,1,1,bt4,273,50,4.13550139647541
14,Gen9_Ind1066,100011010001101001100111,536870912,4,0,1,1,bt3,273,1000,4.135410538921534
15,Gen9_Ind1013,100011010000111001100101,536870912,0,0,3,1,bt3,273,500,4.13521560213083
16,Gen8_Ind948,100010011101111010011111,536870912,1,0,4,1,bt4,128,1000,4.1348686958710195
17,Gen8_Ind875,100010100000011001100011,536870912,2,0,1,1,bt3,273,100,4.134579055854341
18,Gen6_Ind654,100010000000011001010110,536870912,0,0,1,1,bt3,64,1000,4.1341241169010035
19,Gen6_Ind654,100010000000011001010110,536870912,0,0,1,1,bt3,64,1000,4.1341241169010035
20,Gen7_Ind801,100010001100011001011111,536870912,0,0,1,1,bt3,128,100,4.134105885677942
21,Gen8_Ind961,100010100100011000010100,536870912,2,2,1,1,bt2,64,200,4.1337688157602415
22,Gen8_Ind845,100010000100011010010100,536870912,0,2,1,1,bt4,64,200,4.13368268051706
23,Gen9_Ind1055,100010010100111010011100,536870912,1,2,3,1,bt4,128,200,4.132647908631727
24,Gen9_Ind1014,100010010000011001100011,536870912,1,0,1,1,bt3,273,100,4.132103039402531
25,Gen9_Ind978,100010001000011010010010,536870912,0,4,1,1,bt4,64,50,4.132093218430626
26,Gen9_Ind1012,100010110000111000100000,536870912,3,0,3,1,bt2,273,0,4.131446744047845
27,Gen9_Ind1058,100010000100011000010100,536870912,0,2,1,1,bt2,64,200,4.131002309849361
28,Gen9_Ind1017,100000001100011101010011,268435456,0,1,1,1,bt3,64,100,4.129348213155195
29,Gen9_Ind970,100010100000011000100011,536870912,2,0,1,1,bt2,273,100,4.128412929276287
30,Gen9_Ind1024,100010000010011001010010,536870912,0,1,1,1,bt3,64,50,4.127198192236729
31,Gen9_Ind1037,100000000100011000110100,268435456,0,2,1,1,bt2,128,200,4.126404909679916
32,Gen9_Ind969,100000000100111001011011,268435456,0,2,3,1,bt3,128,100,4.126066245646375
33,Gen9_Ind1040,100000000100011001011010,268435456,0,2,1,1,bt3,128,50,4.122052631737769
34,Gen9_Ind1050,100010100001111000100010,536870912,2,0,1,1,bt2,273,50,4.105004733712417
35,Gen9_Ind1059,011110100001011010010010,134217728,2,0,4,1,bt4,64,50,4.09231189552425
36,Gen9_Ind1049,011110100000011000010100,134217728,2,0,1,1,bt2,64,200,4.090980206098289
37,Gen9_Ind1079,011110100000011001010010,134217728,2,0,1,1,bt3,64,50,4.088542132329748
38,Gen9_Ind997,011110010101011010011101,134217728,1,2,2,1,bt4,128,500,4.088191651210204
39,Gen8_Ind873,011110100000101000011111,134217728,2,0,2,1,bt2,128,1000,4.068289183904358
40,Gen8_Ind861,011110010100011000011010,134217728,1,2,1,1,bt2,128,50,4.064615189307793
41,Gen9_Ind984,011100100100111000010100,67108864,2,2,3,1,bt2,64,200,4.020803597154006
42,Gen9_Ind989,011100000000011000010111,67108864,0,0,1,1,bt2,64,1000,4.020679500834452
43,Gen9_Ind995,101000000100011010010101,2097152,0,2,1,1,bt4,64,500,4.020142289336408
44,Gen8_Ind853,011100000100011000011101,67108864,0,2,1,1,bt2,128,500,4.019982742523274
45,Gen8_Ind879,011101100010111101100101,67108864,3,1,3,1,bt3,273,500,4.018882653742491
46,Gen9_Ind1021,011100000100011000010100,67108864,0,2,1,1,bt2,64,200,4.018756142441086
47,Gen9_Ind1009,011100000010011000001110,67108864,0,1,1,1,bt2,32,1000,4.0185576928289795
48,Gen9_Ind994,011010100100011001100100,33554432,2,2,1,1,bt3,273,200,3.9601558858348875
49,Gen9_Ind1008,011010000100111000011101,33554432,0,2,3,1,bt2,128,500,3.956746558025288
50,Gen9_Ind964,011010000101101111010111,33554432,0,2,2,1,bt4,64,10,3.9563883502641533
