Rank,Individual,Gene1,dict_size_Gene1,lc_Gene1,lp_Gene1,pb_Gene1,mode_Gene1,mf_Gene1,nice_len_Gene1,depth_Gene1,Fitness
1,Gen4_Ind403,100011000000111001100101,536870912,4,0,3,1,bt3,273,500,4.135792596796716
2,Gen4_Ind447,111100110001011010100100,131072,3,0,1,1,bt4,273,200,4.13327832174833
3,Gen4_Ind424,100010000000011001100011,536870912,0,0,1,1,bt3,273,100,4.132103039402531
4,Gen3_Ind294,100010001100011001010011,536870912,0,0,1,1,bt3,64,100,4.132038936082583
5,Gen3_Ind294,100010001100011001010011,536870912,0,1,1,1,bt3,64,100,4.131112606283515
6,Gen4_Ind345,100010001100111101010011,536870912,0,4,3,1,bt4,64,100,4.1308072530666395
7,Gen5_Ind503,100010001100111001010011,536870912,0,2,3,1,bt3,64,100,4.130465011301308
8,Gen5_Ind558,100010000011101010100010,536870912,0,1,2,1,bt4,273,50,4.130212559591454
9,Gen5_Ind516,011110101010011010011100,134217728,2,1,1,1,bt4,128,200,4.092412954412429
10,Gen2_Ind163,011110100100011010010100,134217728,2,2,1,1,bt4,64,200,4.091703896102563
11,Gen2_Ind169,011110110000011000010100,134217728,3,0,1,1,bt2,64,200,4.090980206098289
12,Gen1_Ind37,011110100100111010011100,134217728,2,2,3,1,bt4,128,200,4.090942050547649
13,Gen1_Ind37,011110100100111010011100,134217728,2,2,3,1,bt4,128,200,4.090942050547649
14,Gen5_Ind498,011110010010011010001100,134217728,1,1,1,1,bt4,32,200,4.087121875613901
15,Gen5_Ind548,011110001000111000100000,134217728,0,4,3,1,bt2,273,0,4.083713584564289
16,Gen5_Ind568,011111100100111000011000,134217728,3,2,3,1,bt2,128,0,4.078179000620938
17,Gen5_Ind554,011110100101001000011010,134217728,2,2,4,1,bt2,128,50,4.0662524053232865
18,Gen5_Ind515,011110010111011000011010,134217728,1,3,2,1,bt2,128,50,4.064248413906575
19,Gen5_Ind526,011110011011001000001010,134217728,1,3,4,1,bt2,32,50,4.0616500580489605
20,Gen5_Ind480,011100110000001001100101,67108864,3,0,0,1,bt3,273,500,4.024339161656909
21,Gen5_Ind469,011000110000011010100101,16777216,3,0,1,1,bt4,273,500,3.8947193303896386
22,Gen5_Ind497,011000100100111010011100,16777216,2,2,3,1,bt4,128,200,3.894369885746337
23,Gen5_Ind551,011000110000101000001011,16777216,3,0,2,1,bt2,32,100,3.8931916267450983
24,Gen5_Ind495,011000010000111010100111,16777216,1,0,3,1,bt4,273,200,3.8908773018272362
25,Gen4_Ind418,011000010000101000001110,16777216,1,0,2,1,bt2,32,1000,3.8907547632368646
26,Gen5_Ind486,011000010000101000001100,16777216,1,0,2,1,bt2,32,200,3.8903697826433494
27,Gen5_Ind525,010110100000111010010100,8388608,2,0,3,1,bt4,64,200,3.825925323601634
28,Gen5_Ind559,010111000000101010100011,8388608,4,0,2,1,bt4,273,100,3.8257864834656043
29,Gen5_Ind519,010110101100001000111100,8388608,2,3,0,1,bt2,16,200,3.825535157936884
30,Gen5_Ind499,010110100100101010100010,8388608,2,2,2,1,bt4,273,50,3.824115987617276
31,Gen5_Ind476,011110110000101010000011,134217728,3,0,2,1,bt4,16,100,3.7617774376193944
32,Gen5_Ind576,011110100100011010000100,134217728,2,2,1,1,bt4,16,200,3.7613308523486997
33,Gen5_Ind484,011110100100111010111101,134217728,2,2,3,1,bt4,273,500,3.7605916597832065
34,Gen5_Ind490,011110000000001000110101,134217728,0,0,0,1,bt2,64,500,3.758008175324265
35,Gen5_Ind508,011110010000011001111010,134217728,1,0,1,1,bt3,64,50,3.755522045548726
36,Gen5_Ind502,011010100000011001000101,33554432,2,0,1,1,bt3,16,500,3.714874420207453
37,Gen5_Ind571,011010000010111010000100,33554432,0,1,3,1,bt4,16,200,3.7093921460174415
38,Gen5_Ind500,010010000100011000010100,2097152,0,2,1,1,bt2,64,200,3.681028727220064
39,Gen5_Ind546,010010010000111010001011,2097152,1,0,3,1,bt4,32,100,3.680608474530864
40,Gen4_Ind364,011110110000100010010100,134217728,3,0,2,0,bt4,64,200,3.673886447746642
41,Gen5_Ind533,011110100100110010011100,134217728,2,2,3,0,bt4,128,200,3.6729661944404786
42,Gen5_Ind569,010100110000111000000011,4194304,3,0,3,1,bt2,16,100,3.6348933260209835
43,Gen5_Ind534,010001000000101001100000,1048576,4,0,2,1,bt3,273,0,3.616102533691585
44,Gen5_Ind470,010000100000101000010101,1048576,2,0,2,1,bt2,64,500,3.615096049597431
45,Gen5_Ind474,010000000000101000100101,1048576,0,0,2,1,bt2,273,500,3.608248216189928
46,Gen5_Ind577,111100000110111011101101,65536,0,3,3,1,hc3,128,500,3.580769977709913
47,Gen4_Ind380,100010001100011100010011,536870912,0,0,1,1,hc4,64,100,3.5763013084483224
48,Gen5_Ind561,011010110000010101100101,33554432,3,0,1,0,bt3,273,500,3.5675328403117246
49,Gen5_Ind552,011010100000011011100101,33554432,2,0,1,1,hc3,273,500,3.5662149462493398
50,Gen5_Ind536,011000000010111011100101,16777216,0,1,3,1,hc3,273,500,3.556638488729507
51,Gen5_Ind573,011110100000111010100001,134217728,2,0,3,1,bt4,273,10,3.545632973767255
52,Gen4_Ind454,111100000010111011101101,2097152,0,1,3,1,hc3,64,500,3.5451191185073627
53,Gen5_Ind567,011010001001111010011001,33554432,0,4,4,1,bt4,128,10,3.5170657492297375
54,Gen5_Ind494,011001010010110000001110,16777216,4,1,3,0,bt2,32,1000,3.5105481016601905
55,Gen5_Ind541,010000000000111011011101,1048576,0,0,3,1,hc3,128,500,3.506778289873793
56,Gen5_Ind482,011110010100001011011100,134217728,1,2,0,1,hc3,128,200,3.466831817065289
57,Gen5_Ind537,110100110001011011101101,4194304,3,0,2,1,hc3,16,500,3.4660881169310143
58,Gen5_Ind465,111110100100011010010100,67108864,2,2,1,1,bt4,64,200,3.4506975741875268
59,Gen5_Ind520,011100011100001011110100,67108864,1,4,0,1,hc3,32,200,3.450024635775324
60,Gen5_Ind518,001100100100101000100000,262144,2,2,2,1,bt2,273,0,3.448390631746115
61,Gen5_Ind578,001110110010011010011001,524288,3,1,1,1,bt4,128,10,3.4272276377448736
62,Gen5_Ind477,010100110000100000010101,4194304,3,0,2,0,bt2,64,500,3.4110529755037082
63,Gen5_Ind505,100100000010100100100110,1073741824,0,1,2,0,hc4,273,1000,3.3989544571443115
64,Gen4_Ind371,001010010000111011100110,131072,1,0,3,1,hc3,273,1000,3.3218868810147435
65,Gen5_Ind509,010110100001001001010001,8388608,2,0,4,1,bt3,64,10,3.319264323901332
66,Gen4_Ind406,010110100001001001010001,8388608,2,0,4,1,bt3,64,10,3.319264323901332
67,Gen5_Ind527,001010110001011010100001,131072,3,0,2,1,bt4,273,10,3.285911468787571
68,Gen5_Ind585,001010100001011010110001,131072,2,0,3,1,bt4,64,10,3.2849932524112813
69,Gen5_Ind481,001010010011011010100001,131072,1,1,1,1,bt4,273,10,3.275627364480311
70,Gen5_Ind542,011100000111010011000110,67108864,0,3,0,0,hc3,16,1000,3.2626897842735136
71,Gen5_Ind570,001110000100010001100101,524288,0,2,1,0,bt3,273,500,3.251938372369168
72,Gen5_Ind572,001110010100110010111000,524288,1,2,3,0,bt4,273,0,3.2513276713902757
73,Gen5_Ind531,001000110001001000010110,65536,3,0,4,1,bt2,64,1000,3.2037773063589277
74,Gen5_Ind540,001000000110011100011110,65536,0,3,1,1,hc4,128,1000,3.1957535702509468
75,Gen5_Ind530,001000000111011100001110,65536,0,3,2,1,hc4,32,1000,3.195320742726021
76,Gen5_Ind545,110100110010101000000100,524288,3,1,2,1,bt2,16,200,3.185287187698643
77,Gen5_Ind521,001010010000111011100010,131072,1,0,3,1,hc3,273,50,3.158311630299407
78,Gen5_Ind538,001110110000010010011001,524288,3,0,1,0,bt4,128,10,3.1542790417908937
79,Gen5_Ind466,011100100101010011000100,67108864,2,2,3,0,hc3,16,200,3.1360550262264537
80,Gen5_Ind575,001010101111010010010100,131072,2,0,1,0,bt4,64,200,3.1009867863550844
81,Gen5_Ind564,001010010110110011100110,131072,1,3,3,0,hc3,273,1000,3.0886319173229997
82,Gen5_Ind473,100010110000010011010011,536870912,3,0,1,0,hc3,64,100,3.0883228729842003
83,Gen5_Ind491,100111000000011000110011,16384,4,0,1,1,bt2,273,100,3.061714340357931
84,Gen5_Ind478,110110100100001010010100,262144,2,2,0,1,bt4,64,200,2.9047903487364732
85,Gen5_Ind580,111100000000110010101101,8388608,0,0,3,0,bt4,16,500,2.8634212582645886
