Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen81_Ind11108,1000101100101010100101011010011000,19,28,27,11,7,5,32768,0,3.888331467619986
2,Gen81_Ind11140,1001000011101001000101011010001000,22,24,24,11,7,5,8192,0,3.888331467619986
3,Gen83_Ind11426,1001000011101001000101011010001000,22,24,24,11,7,5,8192,0,3.888331467619986
4,Gen83_Ind11426,1001000011101001000101011010001000,22,24,24,11,7,5,8192,0,3.888331467619986
5,Gen85_Ind11652,1001000011101011000101011010101000,22,24,28,11,7,5,131072,0,3.888331467619986
6,Gen87_Ind11936,1001000011101010000101011010101000,22,24,26,11,7,5,131072,0,3.888331467619986
7,Gen87_Ind12000,1001000011101001000101011010011000,22,24,24,11,7,5,32768,0,3.888331467619986
8,Gen88_Ind12032,1000101011101101000101111010001000,19,24,19,11,5,5,8192,0,3.888331467619986
9,Gen88_Ind12055,1001000011101011000101011010101000,22,24,28,11,7,5,131072,0,3.888331467619986
10,Gen89_Ind12195,1001000011111011000101011010101000,22,25,28,11,7,5,131072,0,3.888331467619986
11,Gen90_Ind12283,1001000100101001000101011010001000,22,28,24,11,7,5,8192,0,3.888331467619986
12,Gen90_Ind12285,1000101011101101000101011010001000,19,24,24,11,7,5,8192,0,3.888331467619986
13,Gen90_Ind12293,1001000101101001000101011010011000,22,23,24,11,7,5,32768,0,3.888331467619986
14,Gen90_Ind12295,1001000011101001000101011010011000,22,24,24,11,7,5,32768,0,3.888331467619986
15,Gen90_Ind12298,1000101101101011000101111010101000,19,19,28,11,7,5,131072,0,3.888331467619986
16,Gen90_Ind12348,1000101100101010100101011010011000,19,28,27,11,7,5,32768,0,3.888331467619986
17,Gen90_Ind12384,1001000011101011000101011010101000,22,24,28,11,7,5,131072,0,3.888331467619986
18,Gen90_Ind12342,1001000011101011000101111010101000,22,24,28,11,10,5,131072,0,3.888277978867003
19,Gen90_Ind12392,1000101100101011100110011010011000,19,28,29,12,7,5,32768,0,3.8882646069086952
20,Gen89_Ind12272,1000111101101011010101010110010000,21,20,28,27,6,5,16384,0,3.8882010913627245
21,Gen90_Ind12381,1000111011101010011100110110010000,21,24,26,23,3,5,16384,0,3.8882010913627245
22,Gen90_Ind12278,1001000011101011010101011010101000,22,24,28,27,7,5,131072,0,3.888194405636491
23,Gen90_Ind12354,1000101011101010000111011010010000,19,24,26,13,7,5,16384,0,3.888171005775735
24,Gen90_Ind12313,1001000011101101000001011010001000,22,24,21,7,7,5,8192,0,3.8881609773502013
25,Gen90_Ind12279,1000111100101000110011011110000000,21,28,23,25,8,5,4096,0,3.888067381206407
26,Gen90_Ind12401,1001000101101001000101011000001000,22,30,24,11,7,3,8192,0,3.8845774588607975
27,Gen90_Ind12356,1001000100101011000101010111100000,22,28,28,11,6,6,65536,0,3.8825698391167736
28,Gen90_Ind12287,1001000011101010000101011011101000,22,24,26,11,7,6,131072,0,3.882563172742273
29,Gen90_Ind12322,1010111100101011110101011110001000,-29,28,29,27,8,5,8192,0,3.8504294861916506
30,Gen90_Ind12299,1000011011111000110001011110100000,17,25,23,23,8,5,65536,0,3.8502819712103307
31,Gen90_Ind12397,1001000010101011000101011010101000,22,20,28,11,7,5,131072,0,3.7459424089190385
32,Gen90_Ind12377,1000000011101011000101011010101000,14,24,28,11,7,5,131072,0,3.6592607516441404
33,Gen90_Ind12395,1000001011111010000001010110101000,15,25,26,7,6,5,131072,0,3.6592193009568597
34,Gen90_Ind12334,1000001100101010000011011001000000,15,28,26,9,7,4,4096,0,3.6515523050626033
35,Gen90_Ind12405,1001000101101010000101010111011000,22,27,26,11,6,6,32768,0,3.620211569480522
