Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen23_Ind3038,1000110110001001110111011110000000,20,19,25,29,8,5,4096,0,3.888194405636491
2,Gen15_Ind1956,1001110110001011011110001110000000,-45,26,28,11,4,5,4096,0,3.843181860671438
3,Gen1_Ind9,0100010011111001110111011111011101,-16,25,25,29,8,6,32768,5,3.576129536292714
4,Gen5_Ind583,0110110011111001111100011111101101,4,25,25,19,8,6,131072,5,3.576129536292714
5,Gen8_Ind904,0100010011111001111100011111101101,-16,25,25,12,8,6,131072,5,3.576129536292714
6,Gen9_Ind1173,0100110011110010010111011111101101,-12,25,10,29,8,6,131072,5,3.576129536292714
7,Gen12_Ind1495,0110110011111001111100011111101101,4,25,25,28,8,6,131072,5,3.576129536292714
8,Gen12_Ind1499,0100110100110010010111011111101101,-12,29,10,29,8,6,131072,5,3.576129536292714
9,Gen12_Ind1550,0100010011111001111100011011101101,-16,25,25,20,7,6,131072,5,3.576129536292714
10,Gen13_Ind1581,0101010011101000110111011111101101,-8,24,23,29,8,6,131072,5,3.576129536292714
11,Gen13_Ind1654,0110110011110100010111011011001101,4,25,14,29,7,6,8192,5,3.576129536292714
12,Gen23_Ind2932,0110110011111001110111011111001101,4,25,25,29,8,6,8192,5,3.576129536292714
13,Gen23_Ind2942,0100110101000010010111011111001101,-12,30,10,29,8,6,8192,5,3.576129536292714
14,Gen22_Ind2861,1100010011101001110111011111011111,-29,24,25,29,8,6,32768,1,3.576129536292714
15,Gen23_Ind2979,1001100110110010010111011011100101,-8,18,10,29,7,6,65536,5,3.576129536292714
16,Gen23_Ind2990,0111110011110010110111011111110000,12,25,11,29,8,6,8192,0,3.576129536292714
17,Gen23_Ind3026,0101010011101000110111011111101101,-8,24,23,29,8,6,131072,5,3.576129536292714
18,Gen23_Ind3036,0111010011111011110111011111100101,8,25,29,29,8,6,65536,5,3.576129536292714
19,Gen23_Ind3041,0100010011111001110111011111011101,-16,25,25,29,8,6,32768,5,3.576129536292714
20,Gen23_Ind3050,0000110100000110010111011111001101,-44,26,18,29,8,6,8192,5,3.576129536292714
21,Gen23_Ind2933,0110110011111100011000011011101101,4,25,30,30,7,6,131072,5,3.576081464372384
22,Gen23_Ind2998,0000010011111001111000011111101101,-48,25,25,30,8,6,131072,5,3.576081464372384
23,Gen23_Ind3047,0100000100001101010110111111000101,-18,26,9,28,4,6,4096,5,3.57605601505543
24,Gen23_Ind2937,0101010011101001111100011111111101,-8,24,25,28,8,6,8192,5,3.576002289909139
25,Gen23_Ind2954,0111011100110010010101011111101101,9,29,10,27,8,6,131072,5,3.576002289909139
26,Gen23_Ind3013,0100110011110101110101010111101101,-12,25,17,27,6,6,131072,5,3.576002289909139
27,Gen23_Ind3016,0101000011111001110101111111101101,-10,25,25,27,2,6,131072,5,3.576002289909139
28,Gen23_Ind3055,0100010011010010011110011111101101,-16,23,10,13,8,6,131072,5,3.576002289909139
29,Gen23_Ind3001,1000011011110010010100011111101101,17,25,10,26,8,6,131072,5,3.5757421699264134
30,Gen23_Ind3031,0100011011111001111100011111011101,-15,25,25,8,8,6,32768,5,3.574193543288293
31,Gen23_Ind2987,0100000011110101010001010111101101,-18,25,16,23,6,6,131072,5,3.571633341915266
32,Gen23_Ind3058,0010011111111001110000011111000101,-31,11,25,22,8,6,4096,5,3.5662961184303392
33,Gen23_Ind3032,0110100011111101110101111111101101,2,25,18,27,10,6,131072,5,3.545300325877938
34,Gen23_Ind3030,0100010010111001110111011111101101,-16,21,25,29,8,6,131072,5,3.544766789750616
35,Gen23_Ind2943,0000100011110100010111011011101100,-46,25,14,29,7,6,131072,4,3.535411613048478
36,Gen23_Ind2948,0110011011111100010111101011001100,1,25,30,29,2,6,8192,4,3.535411613048478
37,Gen23_Ind2973,0000100011100010010111011111101100,-46,24,10,29,8,6,131072,4,3.535411613048478
38,Gen23_Ind2995,0100010011111001110101011111011100,-16,25,25,27,8,6,32768,4,3.535256848712727
39,Gen23_Ind2968,0110110011110010011101011111100101,4,25,10,25,8,6,65536,5,3.5059840178117363
40,Gen23_Ind3056,0110000011110101010101111111101101,-2,25,16,27,4,6,131072,5,3.5005077580161523
41,Gen23_Ind3046,0100010111110001111110001111101101,-16,11,9,20,4,6,131072,5,3.4953565228950936
42,Gen23_Ind3021,0010010101000000011100001111011100,-32,30,6,23,4,6,32768,4,3.4526816047639044
43,Gen23_Ind3027,1100110011101001110110011111011111,22,24,25,28,8,6,32768,4,3.4523916760817124
44,Gen23_Ind3051,1101010011111101010111111111011101,11,25,8,29,6,6,32768,5,3.448698034030242
45,Gen23_Ind2994,1000110011101001110111011101101101,20,24,25,29,8,4,131072,5,3.424290722414459
46,Gen23_Ind3006,0011011011110100110000011001001101,-23,25,15,22,7,4,8192,5,3.4157146460870105
47,Gen23_Ind2978,0100110010011101001101010111101101,-12,19,25,19,6,6,131072,5,3.384434800634306
48,Gen23_Ind3002,0100110011100010010111111111100101,-12,24,10,29,3,6,65536,5,3.3764350331372546
49,Gen23_Ind2936,0110000011111100110000000111101101,-2,25,25,22,2,6,131072,5,3.371886081196747
50,Gen22_Ind2821,0000100011110011111000011001011100,-46,25,13,30,7,4,32768,4,3.3630924273262623
51,Gen23_Ind2999,1110000011111000010110011101101100,-14,25,22,28,8,4,131072,4,3.362814848303236
52,Gen23_Ind3009,1110110011110000110110011101101100,-1,25,7,28,8,4,131072,4,3.362814848303236
53,Gen23_Ind2941,0001111100000000010111111111001011,-35,26,6,29,1,6,8192,3,3.350850142554844
54,Gen23_Ind3063,0110110011001001111100001010101101,4,22,25,9,3,5,131072,5,3.338970274456646
55,Gen23_Ind2944,0100010111110001110001010001111101,-16,23,9,23,5,4,4096,5,3.327818236537682
56,Gen23_Ind3022,0101010011111001101100101111011101,-8,25,25,18,4,6,32768,5,3.3176966759907067
57,Gen23_Ind2960,0100010011101000101110010001100101,-16,24,23,20,5,4,65536,5,3.3167112562227365
58,Gen23_Ind2963,1110110010001000110001011111101101,-25,18,23,23,8,6,131072,5,3.3055042096346146
59,Gen23_Ind2940,0100110011100010010111000011111101,-12,24,10,29,1,6,131072,5,3.2888815681346477
60,Gen23_Ind3045,1100010010001001110001011111011100,-11,18,25,23,8,6,32768,4,3.280222322798894
61,Gen22_Ind2806,1111010011101001010111011000000011,16,24,24,29,7,3,4096,3,3.224376958423494
62,Gen23_Ind3059,0000011011101001111111011110101101,-47,24,25,25,8,5,131072,5,3.2029228252324735
63,Gen12_Ind1550,0100010011111001111100011011101101,-16,25,25,28,7,6,131072,5,3.197506048578107
64,Gen23_Ind2958,1100010100111000111000001101101100,5,29,23,30,4,4,131072,4,3.182493416858191
65,Gen23_Ind2964,1100010101110001111000001101101100,-14,27,9,30,4,4,131072,4,3.182493416858191
66,Gen23_Ind2983,0100000001110010110110111111001101,-18,17,11,28,4,6,8192,5,3.1731885791747385
67,Gen23_Ind3057,0111110011001100110111011010011111,12,22,27,29,7,5,32768,1,3.1265714971126277
68,Gen23_Ind2957,0110110001100111111110011010101101,4,16,21,28,7,5,131072,5,3.0355330596596173
69,Gen23_Ind2945,1101001001100001110100011011001101,11,16,9,26,7,6,8192,5,3.0134196437197867
70,Gen23_Ind2975,0001110110111101011100111111100101,-36,10,7,14,3,6,65536,5,3.0134196437197867
71,Gen22_Ind2929,1101001001100001110101011011001101,-32,16,9,27,7,6,8192,5,3.0134196437197867
72,Gen23_Ind3020,0101010011111001101001001111001101,-8,25,25,15,4,6,8192,5,2.8819761743627783
73,Gen23_Ind2974,0100010110010101110100011110101101,-16,30,17,26,8,5,131072,5,2.879583302027713
74,Gen23_Ind2961,0000010011110010011010011011001101,-48,25,10,24,7,6,8192,5,2.8714618598331407
75,Gen23_Ind3003,0010000101000000001001011001011100,-34,30,6,15,7,4,32768,4,2.8696890072229313
