Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen92_Ind12562,1001000011111001000100101010001000,22,25,24,10,7,5,8192,0,3.8883381538175827
2,Gen92_Ind12562,1001000011111001000100101010001000,22,25,24,10,3,5,8192,0,3.8883381538175827
3,Gen81_Ind11108,1000101100101010100101011010011000,19,28,27,11,7,5,32768,0,3.888331467619986
4,Gen81_Ind11140,1001000011101001000101011010001000,22,24,24,11,7,5,8192,0,3.888331467619986
5,Gen83_Ind11426,1001000011101001000101011010001000,22,24,24,11,7,5,8192,0,3.888331467619986
6,Gen83_Ind11426,1001000011101001000101011010001000,22,24,24,11,7,5,8192,0,3.888331467619986
7,Gen85_Ind11652,1001000011101011000101011010101000,22,24,28,11,7,5,131072,0,3.888331467619986
8,Gen87_Ind11936,1001000011101010000101011010101000,22,24,26,11,7,5,131072,0,3.888331467619986
9,Gen87_Ind12000,1001000011101001000101011010011000,22,24,24,11,7,5,32768,0,3.888331467619986
10,Gen88_Ind12032,1000101011101101000101111010001000,19,24,14,11,10,5,8192,0,3.888331467619986
11,Gen88_Ind12055,1001000011101011000101011010101000,22,24,28,11,7,5,131072,0,3.888331467619986
12,Gen87_Ind11936,1001000011101010000101011010101000,22,24,26,11,7,5,131072,0,3.888331467619986
13,Gen93_Ind12753,1000111100101011000101011010011000,21,28,28,11,7,5,32768,0,3.888331467619986
14,Gen93_Ind12759,1001000011101001000101011010011000,22,24,24,11,7,5,32768,0,3.888331467619986
15,Gen93_Ind12769,1001000100001001000101111010011000,22,26,24,11,4,5,32768,0,3.888331467619986
16,Gen93_Ind12690,1100101011101001010000111010100000,-34,24,24,22,2,5,65536,0,3.888194405636491
17,Gen93_Ind12693,1001000011101001010000011010011000,22,24,24,22,7,5,32768,0,3.888194405636491
18,Gen93_Ind12752,1001000011101010101101011010001000,22,24,27,19,7,5,8192,0,3.888194405636491
19,Gen93_Ind12738,1000101100101000100001011110011000,19,28,23,7,8,5,32768,0,3.888067381206407
20,Gen93_Ind12775,1000111011111000110101111110100000,21,25,23,27,8,5,65536,0,3.888067381206407
21,Gen93_Ind12804,1000101011101101000101010010000000,19,24,18,11,5,5,4096,0,3.8880138997187905
22,Gen93_Ind12760,1000111011101001000001010110010000,21,24,24,7,6,5,16384,0,3.8880038721036594
23,Gen93_Ind12798,1000100011111001001001011010010000,18,25,24,15,7,5,16384,0,3.88785012181514
24,Gen92_Ind12555,1000101011001010010010111010011110,19,22,26,24,2,5,32768,5,3.8867374659560956
25,Gen93_Ind12687,1001000011101001001101011000001000,22,24,24,19,7,3,8192,0,3.884704255355701
26,Gen93_Ind12721,1000101011001011000101011001100000,19,22,28,11,7,4,65536,0,3.8844740257453516
27,Gen93_Ind12699,1001000011101001000101011011101000,22,24,24,11,7,6,131072,0,3.882563172742273
28,Gen93_Ind12771,1001100010101011000101011010001000,-28,20,28,11,7,5,8192,0,3.7457376398803683
29,Gen93_Ind12824,1001000010101101000101011010101000,22,20,19,11,7,5,131072,0,3.683563429036856
30,Gen93_Ind12715,1000001011111001000101011010101000,15,25,24,11,7,5,131072,0,3.6592607516441404
31,Gen93_Ind12802,1011000011101011000101011010101000,-19,24,28,11,7,5,131072,0,3.6592607516441404
32,Gen93_Ind12803,1000000011101001100101011010100000,14,24,25,11,7,5,65536,0,3.6592607516441404
33,Gen93_Ind12787,1000001011111011000101011001101000,15,25,28,11,7,4,131072,0,3.6515640984441777
34,Gen93_Ind12749,1000101111100011010101011110011100,19,13,12,27,8,5,32768,4,3.4786389411080583
35,Gen93_Ind12795,0001000011111111010101101110011100,-42,25,24,27,8,5,32768,4,3.4786389411080583
