Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen50_Ind6853,1101001100011010110001010111001111,-36,27,27,23,6,6,8192,4,3.8825365074731937
2,Gen25_Ind3453,0111111011101001110101011010001111,13,24,25,27,7,5,8192,5,3.659248908494807
3,Gen25_Ind3453,0111111011101001110101011010001111,13,24,25,27,7,5,8192,4,3.659248908494807
4,Gen45_Ind6165,0111111111101000110101011010001111,13,10,23,27,7,5,8192,4,3.6590742309462954
5,Gen54_Ind7328,0111111100011010010101110010101000,13,27,26,27,9,5,131072,0,3.659032784484551
6,Gen35_Ind4743,1100001100011010110001101011101111,20,27,27,23,9,6,131072,1,3.6588226061686724
7,Gen49_Ind6634,0111111011101001110101011011001111,13,24,25,27,7,6,8192,1,3.658810765855269
8,Gen53_Ind7179,0111111011101001110101011011001110,13,24,25,27,7,6,8192,5,3.658810765855269
9,Gen15_Ind1947,1101001100011010110001101011001111,-44,27,27,23,1,6,8192,2,3.6545798056868475
10,Gen30_Ind4028,0111111011101001110101111010001111,13,24,25,27,2,5,8192,1,3.651042314194235
11,Gen51_Ind6971,1101011011111010010110101111001000,-30,25,26,28,1,6,8192,0,3.6266884468694567
12,Gen54_Ind7364,1101111100011000110000101011101111,-48,27,23,22,5,6,131072,1,3.578362061803465
13,Gen54_Ind7349,1110001011111010010111101011111101,-47,25,26,29,4,6,16384,5,3.576129536292714
14,Gen54_Ind7350,1111100011100001110111101011100101,-27,24,9,29,5,6,65536,5,3.576129536292714
15,Gen54_Ind7348,1101011100011010110110101111001000,-44,27,27,28,4,6,8192,0,3.57605601505543
16,Gen54_Ind7383,0111110011101001010110110111011101,12,24,24,28,5,6,32768,5,3.57605601505543
17,Gen53_Ind7236,0001100100100000110101011011010101,-38,28,7,27,7,6,16384,5,3.576002289909139
18,Gen54_Ind7355,1101010100011110110001101011001101,-20,27,17,23,4,6,8192,5,3.571633341915266
19,Gen54_Ind7370,1101001100001010110001010111000111,2,26,27,23,6,6,4096,2,3.571633341915266
20,Gen54_Ind7410,1101010011101110110000101011011101,-34,24,18,22,5,6,32768,5,3.5662961184303392
21,Gen54_Ind7308,0111111100011110101111110011001101,13,27,24,21,7,6,8192,5,3.5512439772091944
22,Gen54_Ind7412,0110110011100000010111111111001101,4,24,6,29,8,6,8192,5,3.5455199004039035
23,Gen54_Ind7307,1100011100111010010110011111001100,-38,29,26,28,8,6,8192,4,3.535320410996598
24,Gen54_Ind7402,0111111011101001110101011011000111,13,24,25,27,7,6,4096,5,3.535256848712727
25,Gen54_Ind7374,1110100011110101110110011110011101,-2,25,17,28,8,5,32768,5,3.530325313299642
26,Gen54_Ind7319,0011111011101000010101100110101101,-19,24,22,27,10,5,131072,5,3.530129660693475
27,Gen54_Ind7368,0011001111101000110101111010000101,-25,13,23,27,2,5,4096,5,3.530129660693475
28,Gen54_Ind7424,0001110101000010110001101110001101,-36,30,11,23,9,5,8192,5,3.5253498070701954
29,Gen54_Ind7423,1101001011100111011111111011011100,-38,24,20,29,3,6,32768,4,3.523841767057634
30,Gen54_Ind7406,1101110010110010110011010011001101,-3,21,11,25,5,6,8192,5,3.516129508775367
31,Gen54_Ind7318,1101111100011011011000101011101111,20,27,28,30,9,6,131072,0,3.5005321433961973
32,Gen54_Ind7390,1100001011101011110101101011001111,0,24,29,27,3,6,8192,0,3.5005077580161523
33,Gen54_Ind7353,1101000011100001110011010011011100,22,24,9,25,5,6,32768,4,3.5001149292739955
34,Gen54_Ind7303,1101001100011010010001101111000111,-43,27,26,23,1,6,4096,0,3.495845562686822
35,Gen54_Ind7354,0111110010101001010110110111001101,12,20,24,28,7,6,8192,5,3.4855291613295045
36,Gen54_Ind7324,1111100100111000110101111110000100,-23,29,23,27,6,5,4096,4,3.4786389411080583
37,Gen54_Ind7385,0111111111101001110101011010001111,13,24,25,27,7,5,8192,4,3.4786389411080583
38,Gen54_Ind7297,1101101100010000010001011010001111,15,27,6,23,7,5,8192,1,3.473439772907063
39,Gen54_Ind7327,1101011011101001110001101110001111,-27,24,25,23,9,5,8192,2,3.473439772907063
40,Gen54_Ind7389,0011001100010110010001011010011100,-25,27,18,23,7,5,32768,4,3.473439772907063
41,Gen54_Ind7411,1000001101010001110110110011000100,15,20,9,28,4,6,4096,4,3.4533670843546456
42,Gen54_Ind7413,1100000100011010110101101011101111,-37,27,27,27,5,6,131072,0,3.453243150582948
43,Gen54_Ind7381,0111011100011100010000111111100111,9,27,30,22,1,6,65536,4,3.434526350003873
44,Gen54_Ind7322,1100100010101011111111011011100111,-43,20,29,17,7,6,65536,3,3.4215057668228948
45,Gen54_Ind7295,0111111011101001110101010011101011,13,24,25,27,5,6,131072,3,3.4082084974324425
46,Gen54_Ind7345,0111111111101011101101010010001101,13,17,29,19,5,5,8192,5,3.3845918391020513
47,Gen54_Ind7393,1000111010101001110111100011001011,21,20,25,29,9,6,8192,3,3.38059948616326
48,Gen54_Ind7300,1101001100001111110111111111011111,-21,26,16,29,10,6,32768,2,3.3764350331372546
49,Gen54_Ind7397,1110110010101100110000011001111101,19,20,12,22,7,4,65536,5,3.3722154492004726
50,Gen54_Ind7339,1101001010011010110101010010001101,-3,19,27,27,5,5,8192,5,3.35928284710028
51,Gen54_Ind7340,0100111011101010110000100010101011,-11,24,27,22,9,5,131072,3,3.3508426943398297
52,Gen54_Ind7382,0000110011101001110001101001100101,-44,24,25,23,2,4,65536,5,3.339004787204196
53,Gen54_Ind7376,0101110010100011111111101111001101,-4,20,13,6,4,6,8192,5,3.3269026630699052
54,Gen54_Ind7418,1111100010101011111111010001100101,-12,20,29,22,5,4,65536,5,3.3088561844035453
55,Gen53_Ind7166,0111111011101101110101111010001111,13,24,23,27,1,5,8192,5,3.3038742122926905
56,Gen53_Ind7145,0111110011101001010110110111011101,12,24,24,28,4,6,32768,5,3.2888815681346477
57,Gen54_Ind7290,0111110100010111010101111011111101,12,27,20,27,2,6,8192,5,3.288836125241345
58,Gen54_Ind7401,0110011100010110010001111011001101,1,27,18,23,4,6,8192,5,3.287224910396219
