Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen50_Ind6853,1101001100011010110001010111001111,-21,27,27,23,6,6,8192,2,3.8825365074731937
2,Gen57_Ind7703,0111111100101010110101011110100000,13,28,27,27,8,5,65536,0,3.6592844381727914
3,Gen58_Ind7926,0111111100101010101111011110101000,13,28,27,21,8,5,131072,0,3.6592844381727914
4,Gen58_Ind7938,0111111100011010010101111010111000,13,27,26,27,9,5,65536,0,3.6592844381727914
5,Gen60_Ind8206,0111111011101110110101011110110000,13,24,8,27,8,5,65536,0,3.6592844381727914
6,Gen59_Ind8096,0111111100011010010101111010101000,13,27,26,27,9,5,131072,0,3.65928147733994
7,Gen58_Ind7938,0111111100011010010101111010111000,13,27,26,27,3,5,8192,0,3.65928147733994
8,Gen25_Ind3453,0111111011101001110101011010001111,13,24,25,27,7,5,8192,4,3.659248908494807
9,Gen25_Ind3453,0111111011101001110101011010001111,13,24,25,27,7,5,8192,2,3.659248908494807
10,Gen58_Ind7895,0111111011101011110001110110111110,13,24,29,23,4,5,65536,0,3.659248908494807
11,Gen54_Ind7328,0111111100011010010101110010101000,13,27,26,27,2,5,131072,0,3.659248908494807
12,Gen62_Ind8447,0111111100101011101111011010011000,13,28,29,21,7,5,32768,0,3.6592459477194517
13,Gen61_Ind8271,0111111100101010101111110110101000,13,28,27,21,9,5,131072,0,3.6592459477194517
14,Gen62_Ind8435,0111111100101010001111101110101000,13,28,26,21,4,5,131072,0,3.6510482092285037
15,Gen62_Ind8505,1100011100011110100110101000001110,-38,27,12,12,10,3,8192,1,3.631027029804563
16,Gen62_Ind8493,0011001100001010110110011011000101,-25,26,27,28,7,6,4096,5,3.57605601505543
17,Gen62_Ind8486,0011001111011000010101100111001101,-25,16,22,27,10,6,8192,5,3.576002289909139
18,Gen62_Ind8502,0111110011101011110101011111011000,12,24,29,27,8,6,32768,0,3.576002289909139
