Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen74_Ind10087,1001010100101110101101011110000000,9,28,13,19,8,5,4096,0,3.888194405636491
2,Gen77_Ind10567,1001000100101011010101101010000000,22,28,28,27,10,5,4096,0,3.888194405636491
3,Gen71_Ind9705,1101010011101011010101011010010000,-28,24,28,27,7,5,16384,0,3.88785012181514
4,Gen77_Ind10614,1000110100011011110111011001001000,20,27,29,29,7,4,8192,0,3.8859459635953697
5,Gen76_Ind10425,1000101100101000110101011101101000,19,28,23,27,8,4,131072,0,3.8859259297447872
6,Gen75_Ind10232,1000111101111011010101010101101000,21,29,28,27,6,4,131072,0,3.8858825237771595
7,Gen77_Ind10554,1000111100101010101101111001010000,21,28,27,19,4,4,16384,0,3.8854351649239107
8,Gen76_Ind10480,1000110100101010100010011111001000,20,28,27,8,8,6,8192,0,3.8826631707635353
9,Gen50_Ind6853,1101001100011010110001010111001111,-48,27,27,23,6,6,8192,0,3.8825365074731937
10,Gen63_Ind8610,1011111100011011110000110111001000,-22,27,29,22,6,6,8192,0,3.8825298412131537
11,Gen67_Ind9135,1001010100101010110101011111001000,22,28,27,27,8,6,8192,0,3.8825298412131537
12,Gen77_Ind10600,1001000100101010110101011111001000,22,28,27,27,8,6,8192,0,3.8825298412131537
13,Gen76_Ind10416,1111111100101010110110011111101000,-24,28,27,28,8,6,131072,0,3.8825065094832847
14,Gen75_Ind10239,1111010011101011001100011010000000,21,24,28,18,7,5,4096,0,3.850426207958152
15,Gen77_Ind10589,1011111100101011010101011101101000,6,28,28,27,8,4,131072,0,3.848853300017702
16,Gen73_Ind9954,1000011100011010010101011011010000,17,27,26,27,7,6,16384,0,3.8462673518090447
17,Gen77_Ind10508,1011111100110111010001010000010000,-32,29,20,23,5,3,16384,0,3.6921702229101765
18,Gen77_Ind10505,1000111100101010110101001010101000,21,28,27,27,3,5,131072,0,3.669819726246158
19,Gen77_Ind10590,1000101101001001110101001010011000,19,30,25,27,3,5,32768,0,3.669819726246158
20,Gen76_Ind10444,0111111100101010110101011111101000,13,28,27,27,8,6,131072,0,3.6588226061686724
21,Gen76_Ind10444,0111111100101010110101011111101000,13,28,27,27,8,6,131072,0,3.6588226061686724
22,Gen77_Ind10602,0111111100001010110101011111101000,13,26,27,27,8,6,131072,0,3.6588226061686724
23,Gen77_Ind10569,1110001100011010010101010110011101,-38,27,26,27,6,5,32768,5,3.530129660693475
24,Gen77_Ind10616,0111000100111010010001010110011101,6,29,26,23,6,5,32768,5,3.5253498070701954
25,Gen77_Ind10587,0111101100101000010101110111101000,11,28,22,27,6,6,131072,0,3.5005077580161523
26,Gen77_Ind10521,1101101011001010011000011010101100,5,22,26,30,7,5,131072,4,3.477913972193576
27,Gen77_Ind10626,0111110010111011010101011110000100,12,21,28,27,8,5,4096,4,3.454530385769687
28,Gen76_Ind10482,1101001011100011011000010111001111,6,24,12,30,6,6,8192,1,3.452547177229424
29,Gen77_Ind10497,1101110010111011010001011110010100,-4,21,28,23,8,5,16384,4,3.451058631051855
30,Gen76_Ind10391,1101111010101011010101111011111101,14,20,28,27,1,6,65536,5,3.4295569363955827
31,Gen77_Ind10557,1111111101101010010101011100010101,10,16,26,27,8,3,16384,5,3.4239614729145234
32,Gen77_Ind10627,1101111110001111010001011001111101,-24,15,18,23,7,4,131072,5,3.4202740608699793
33,Gen77_Ind10596,1011111010101100010011011010000100,6,20,30,25,7,5,4096,4,3.4095934644297397
34,Gen77_Ind10551,0111011100011001001101100110000000,9,27,24,19,10,5,4096,0,3.4083651812031373
35,Gen77_Ind10559,0100110100010000101101011111001100,-12,27,7,19,8,6,8192,4,3.386637202203994
36,Gen77_Ind10558,0111100110001011010101011001001100,10,10,28,27,7,4,8192,4,3.362732333645875
37,Gen77_Ind10533,0111000101001010010001110000111000,6,30,26,23,7,3,32768,0,3.3587514417210493
38,Gen77_Ind10593,0111101010001011110110110110111000,11,18,29,28,8,5,4096,0,3.2969688265694064
39,Gen77_Ind10532,0001010101001000001111001010101100,-40,30,22,21,3,5,131072,4,3.2709247198284435
40,Gen77_Ind10537,1101111010001011010101011110110100,-38,18,28,27,8,5,8192,4,3.260492163635433
41,Gen77_Ind10517,0111110010001011010001011001000101,12,18,28,23,7,4,4096,5,3.2540921738367103
42,Gen77_Ind10564,0111101100010001111101110111101100,11,27,9,23,4,6,131072,4,3.234211523746183
43,Gen77_Ind10565,1101010010101110101101011110010111,-45,20,11,19,8,5,16384,0,3.2338391880963124
44,Gen77_Ind10584,1101111010101011010101111010111101,-11,20,28,27,10,5,4096,5,3.217474480721455
45,Gen77_Ind10506,0111111011011011110101011111000010,13,23,29,27,8,6,4096,2,3.1407829291227465
46,Gen77_Ind10509,1011111011101011010101111011001010,-32,24,28,27,9,6,8192,2,3.140765479528923
47,Gen77_Ind10574,0111111111001011010100011111000010,13,11,28,26,8,6,4096,2,3.1406935020038653
48,Gen77_Ind10560,1101100011101010010000110011001010,-34,24,26,22,10,6,8192,2,3.137775739502923
49,Gen77_Ind10609,0111111100101010110000100011011010,13,28,27,22,9,6,32768,2,3.1377082528235936
50,Gen77_Ind10510,0001110100111011010000011110010010,-36,29,28,22,8,5,16384,2,3.1244762308100986
51,Gen77_Ind10547,0001110100010011010000111110010010,-36,27,12,22,1,5,16384,2,3.117850394031921
52,Gen76_Ind10493,0001110100010011010000011110010010,-36,27,12,22,8,5,16384,2,3.117850394031921
53,Gen77_Ind10581,1101010110000001010100011000001010,-34,25,8,26,7,3,8192,2,3.108481128113554
54,Gen77_Ind10624,0110010001111011001100010101011100,0,17,28,18,6,4,32768,4,3.096704240281234
55,Gen77_Ind10546,1101100011101110010000100001001010,-41,24,14,22,9,4,8192,2,3.0802591439015568
56,Gen77_Ind10525,0111111010101111110101011110101010,13,20,18,27,8,5,131072,2,3.0734454023652473
57,Gen77_Ind10524,1000010100101111001010011111011000,16,28,10,16,8,6,32768,0,3.060558176047426
58,Gen77_Ind10545,1101010001101111110101011010010000,7,16,22,27,7,5,16384,0,3.0355350971338746
59,Gen77_Ind10586,1101010110001011010111101000010111,-50,11,28,29,7,3,16384,5,2.970108427958783
60,Gen77_Ind10544,1001010101101011001001011110100101,-26,20,28,15,8,5,65536,5,2.910631136225411
61,Gen77_Ind10541,0111111100101100101001011010111010,13,28,22,15,7,5,131072,2,2.8705341643134292
62,Gen77_Ind10503,0111111100101000011100010111101110,13,28,22,14,6,6,131072,2,2.859838963538831
63,Gen77_Ind10582,1000010011001010000111111010001000,16,22,26,13,1,5,8192,0,2.839860571953889
64,Gen77_Ind10502,0111110110001011110001101010100101,12,13,29,23,3,5,65536,5,2.673526706329689
65,Gen77_Ind10563,0110110001100000001101001111001000,4,16,6,19,4,6,8192,0,2.49317786397405
66,Gen77_Ind10540,0111101110101001100110001010010000,11,22,25,12,3,5,16384,0,2.4775472884728322
67,Gen77_Ind10519,1101010010000001000111011010001010,3,18,8,13,7,5,8192,2,2.447458725977943
68,Gen77_Ind10570,1000011000101001010101011101010000,17,12,24,27,8,4,16384,0,2.4388178259040756
69,Gen77_Ind10553,1001110000101011010101011110010100,-42,12,28,27,8,5,16384,4,2.3858194857175112
70,Gen77_Ind10571,1001010000101001011101010110001110,-30,12,24,23,6,5,8192,2,2.3858119339790114
71,Gen77_Ind10578,0110101110100011000101001010010010,3,10,12,11,3,5,16384,2,2.353093443278028
72,Gen77_Ind10514,0111101110101000000101001011101000,11,26,22,11,3,6,131072,0,2.2977974145749362
73,Gen77_Ind10623,1000111000010001110101001111011000,21,11,9,27,4,6,32768,0,2.192424021334285
74,Gen77_Ind10619,0111001010101000100100010111010000,7,20,23,10,6,6,16384,0,2.1865833322454797
75,Gen77_Ind10620,1000010111001000010101000100001100,16,24,22,27,2,3,8192,4,2.060337781875932
76,Gen77_Ind10528,1001000000011010110001011010001010,22,11,27,23,7,5,8192,2,2.056388999659428
77,Gen77_Ind10496,1101010010101011110101001110111110,-17,20,29,27,4,5,8192,0,0.9999754566283244
78,Gen77_Ind10500,1101010010101111000001011010110000,-31,20,22,7,7,5,32768,0,0.9999754566283244
79,Gen77_Ind10501,1011111010101000001111111000010000,-18,20,22,21,5,3,16384,0,0.9999754566283244
80,Gen77_Ind10507,1101010010101011001001011000110000,-21,20,28,15,7,3,8192,0,0.9999754566283244
81,Gen77_Ind10518,1101000011001010010101010011000110,22,22,26,27,5,6,4096,3,0.9999754566283244
82,Gen77_Ind10529,0101010011101011011101010011010111,-8,24,28,13,5,6,16384,2,0.9999754566283244
83,Gen77_Ind10536,1010111010111001010011111001010000,-20,21,24,25,3,4,16384,0,0.9999754566283244
84,Gen77_Ind10548,1101010010101010010000000100101000,5,20,26,22,2,3,131072,0,0.9999754566283244
85,Gen77_Ind10549,1011111010101010001100011010000000,1,20,26,18,7,5,4096,0,0.9999754566283244
86,Gen77_Ind10577,0001110100011000110000011110010000,-36,27,23,22,8,5,16384,0,0.9999754566283244
