Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen50_Ind6853,1101001100011010110001010111001111,-37,27,27,23,6,6,8192,0,3.8825365074731937
2,Gen63_Ind8610,1011111100011011110000110111001000,12,27,29,22,1,6,8192,0,3.8825298412131537
3,Gen67_Ind9135,1001010100101010110101011111001000,-15,28,27,27,8,6,8192,0,3.8825298412131537
4,Gen66_Ind8954,1101010010101011010101011010010000,-43,20,28,27,7,5,16384,0,3.746162715761816
5,Gen67_Ind9136,1011111010101011001111011010010000,-2,20,28,21,7,5,16384,0,3.746162715761816
6,Gen68_Ind9315,1000111010101011010101011001010000,21,20,28,27,7,4,16384,0,3.7441157916174763
7,Gen67_Ind9229,1111110100101000111010001010111110,19,28,23,13,3,5,4096,0,3.6689831246871525
8,Gen57_Ind7703,0111111100101010110101011110100000,13,28,27,27,8,5,65536,0,3.6592844381727914
9,Gen58_Ind7926,0111111100101010101111011110101000,13,28,27,21,8,5,131072,0,3.6592844381727914
10,Gen58_Ind7938,0111111100011010010101111010111000,13,27,26,27,10,5,8192,0,3.6592844381727914
11,Gen69_Ind9433,0111111100001001110101100010111000,13,26,25,27,9,5,32768,0,3.65928147733994
12,Gen69_Ind9401,0111111100001010100111011110101000,13,26,27,13,8,5,131072,0,3.659266673247555
13,Gen69_Ind9492,0111111100101011100111011110101000,13,28,29,13,8,5,131072,0,3.659266673247555
14,Gen69_Ind9411,0111111100101011010001011111111000,13,28,28,23,8,6,131072,0,3.6588226061686724
15,Gen69_Ind9465,1101001100011010110101011011001111,13,27,27,27,7,6,8192,3,3.658810765855269
16,Gen69_Ind9389,0111101100011001110101011011001101,11,27,25,27,7,6,8192,5,3.576002289909139
17,Gen69_Ind9478,0111110100011101110001110111001000,12,27,30,23,7,6,8192,0,3.571633341915266
18,Gen69_Ind9470,0110110010111000110110111111011101,4,21,23,28,4,6,32768,5,3.5447028873390676
19,Gen69_Ind9456,0111011011101110110001011111110100,9,24,18,23,8,6,65536,4,3.530603673393232
20,Gen69_Ind9464,0111011101001010001111010110000000,9,30,26,21,6,5,4096,0,3.506799593063469
21,Gen69_Ind9473,0111110101110100101111011010101101,12,22,15,21,7,5,131072,5,3.506799593063469
22,Gen69_Ind9515,0111110101000101101111010110001111,12,30,17,21,6,5,8192,0,3.506799593063469
23,Gen69_Ind9516,0111011100101010001111011010100000,9,28,26,21,7,5,65536,0,3.506799593063469
24,Gen69_Ind9434,0111111100011010111001011110001100,13,27,27,14,8,5,8192,4,3.4786389411080583
25,Gen69_Ind9477,0101110110111100110101011010010100,-4,21,26,27,7,5,16384,4,3.4786389411080583
26,Gen69_Ind9378,0111110100100101110100010110100111,12,28,17,26,6,5,65536,0,3.478304508302947
27,Gen69_Ind9392,0111101100011010110100010110110100,11,27,27,26,6,5,4096,4,3.478304508302947
28,Gen69_Ind9405,0011101110010100110100111110101100,-21,21,15,26,4,5,131072,4,3.478304508302947
29,Gen69_Ind9509,0111111100001010010100101010001100,13,26,26,26,9,5,8192,4,3.478304508302947
30,Gen69_Ind9412,0100001110111010101110110010101101,-17,28,27,20,2,5,131072,5,3.473674548786651
31,Gen69_Ind9426,0101110100111010101110110010001101,-4,29,27,20,7,5,8192,5,3.473674548786651
32,Gen69_Ind9385,0111111011001000110001100010001111,13,22,23,23,9,5,8192,4,3.4724983203762356
33,Gen67_Ind9193,0111101010101001111101011010001101,11,20,25,8,7,5,8192,5,3.4559479815254637
34,Gen69_Ind9428,0111101010101001111101011110001101,11,20,25,21,8,5,8192,5,3.4519120828123975
35,Gen69_Ind9413,0111111010101011110101011011001100,13,20,29,27,7,6,8192,4,3.451872561838009
36,Gen69_Ind9393,0111101010101011110000011011001100,11,20,29,22,7,6,8192,4,3.4479986337600037
37,Gen69_Ind9399,0111111100101001010101011101111101,13,28,24,27,8,4,32768,5,3.4239614729145234
38,Gen69_Ind9418,1110101101101100110101101100101101,-14,23,17,27,8,3,131072,5,3.4233005725566423
39,Gen69_Ind9422,0111101010101001111101011010001100,11,20,25,25,7,5,8192,4,3.4102979423570408
40,Gen69_Ind9414,1101010010101100110101011110010100,-20,20,28,27,8,5,16384,4,3.4101719377036868
41,Gen69_Ind9384,0110111100010000110101010100110100,5,27,7,27,6,3,16384,4,3.362732333645875
42,Gen69_Ind9493,0111111011101110110100011100111100,13,24,25,26,8,3,65536,4,3.362497314088452
43,Gen69_Ind9513,1101001100011010110001010110001110,5,27,27,23,6,5,8192,2,3.3598169167061647
44,Gen69_Ind9467,0111111100101011001101110010101100,13,28,28,19,9,5,131072,4,3.355190628454422
45,Gen69_Ind9506,0101111100001011110111010001011110,-3,26,29,29,5,4,32768,4,3.3420397660680425
46,Gen69_Ind9461,0111110100101011101111001010101000,12,28,29,21,3,5,131072,0,3.3308353574916443
47,Gen69_Ind9483,0011111010101111010101011100010110,-19,20,17,27,8,3,16384,1,3.3226325711657623
48,Gen69_Ind9435,0111101010000001111101011110001101,11,18,9,18,8,5,8192,5,3.292465941413334
49,Gen69_Ind9381,0001101011100101010111000011011101,-37,24,16,29,1,6,32768,5,3.2888815681346477
50,Gen68_Ind9320,0110110011111001110110000011011101,4,25,25,28,1,6,32768,5,3.2888815681346477
51,Gen69_Ind9436,0110111100011011110000111100111101,5,27,29,22,10,3,131072,5,3.241046710539989
52,Gen69_Ind9374,0000100011100100011111000011010101,-46,24,14,11,1,6,16384,5,3.2393520285994453
53,Gen69_Ind9497,0111110100000010101111001101111101,12,26,11,21,4,4,16384,5,3.237661435812262
54,Gen69_Ind9511,1101001100011000110000010101001111,9,27,23,22,6,4,8192,3,3.212316414759696
55,Gen69_Ind9480,0111111100101010001111000110111100,13,28,26,21,2,5,131072,4,3.1758514240610776
56,Gen69_Ind9448,0110110111101110110111110011001100,4,14,8,29,1,6,8192,4,3.1519795987067285
57,Gen69_Ind9402,0101101001111111110101110010101100,-5,17,23,27,6,5,131072,4,3.145731156371356
58,Gen69_Ind9444,0110110100101010110101011111111110,4,28,27,27,8,6,131072,4,3.1407262186517326
59,Gen69_Ind9485,0001101011110000110111000011011011,-37,25,7,29,1,6,32768,3,3.114627366878372
60,Gen69_Ind9430,0001111010101000011000011010101110,-35,20,22,30,7,5,131072,5,3.07364175128111
61,Gen69_Ind9498,1111110100101000101010101010111110,-17,28,23,16,1,5,16384,3,3.0555478608438795
62,Gen69_Ind9484,1101010010101010111010011110101110,-17,20,27,14,8,5,131072,5,3.0321973112811276
63,Gen69_Ind9457,1101001101011010110100000100011110,-35,20,27,26,2,3,32768,3,2.960945591868963
64,Gen69_Ind9394,0111011110010001111001011110101101,9,18,9,12,8,5,131072,5,2.913479390774519
65,Gen68_Ind9249,0111101110010100111110010110101101,11,15,15,15,6,5,131072,5,2.8791964852436642
66,Gen69_Ind9388,0110110010101000101001001010111110,4,20,23,15,3,5,65536,3,2.8671147126098666
67,Gen69_Ind9490,0111011110010000101010011111111010,9,15,7,16,8,6,4096,2,2.859819070793326
68,Gen69_Ind9496,0110111101111110110110110100101000,5,26,22,28,2,3,131072,0,2.7583000680045986
69,Gen69_Ind9452,0001100011111011100100011010111010,-38,25,29,10,7,5,4096,2,2.708186246770084
70,Gen69_Ind9406,1111101110101011110100010111001101,-6,13,29,26,6,6,8192,5,2.668255133262455
71,Gen69_Ind9512,0110011101100000010101001111011101,1,12,6,27,4,6,32768,5,2.6252731215852547
72,Gen69_Ind9474,0101101000111111100111110000101100,-5,13,27,13,10,3,131072,4,2.539917037709315
73,Gen69_Ind9491,0111001001001010111100010101101110,7,14,27,22,6,4,131072,2,2.472950620220529
74,Gen69_Ind9514,0110101101001100100101101100101101,3,30,20,11,8,3,131072,5,2.371425095656761
75,Gen69_Ind9487,0111110111100100000101010110111101,12,14,14,11,6,5,8192,5,2.347805208525307
