Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen1_Ind9,0100010011111001110111011111011101,-16,25,25,29,8,6,32768,5,3.576129536292714
2,Gen4_Ind443,0000011100001011011000010011011101,-47,26,28,30,5,6,32768,5,3.5455199004039035
3,Gen3_Ind254,0010100011111101010111011110001101,-30,25,18,29,8,5,8192,5,3.53039972209537
4,Gen2_Ind181,1000110100100100011000011110101101,20,28,14,30,8,5,131072,5,3.5303859424521087
5,Gen3_Ind268,1000110100100100011000011110101101,20,28,14,30,8,5,131072,5,3.5303859424521087
6,Gen4_Ind358,0100010011111001111000011110101101,-16,25,25,30,8,5,131072,5,3.5303859424521087
7,Gen3_Ind348,0001001011000111011000011110111101,-41,22,20,30,8,5,16384,5,3.529336249932691
8,Gen1_Ind89,0111011101000000010010011110010000,9,30,6,24,8,5,16384,0,3.527819294326153
9,Gen4_Ind405,0101000100001100001111010111110100,-10,26,30,21,6,6,65536,4,3.5077107673072465
10,Gen1_Ind17,1000110100100100001111011110101101,20,28,14,21,8,5,131072,5,3.506799593063469
11,Gen3_Ind234,1000110100100100001111011110101101,20,28,14,21,8,5,131072,5,3.506799593063469
12,Gen4_Ind435,0000110100100100001111111110101101,-44,28,14,21,6,5,131072,5,3.506799593063469
13,Gen4_Ind475,1000110100100100001111011110011101,20,28,14,21,8,5,32768,5,3.506799593063469
14,Gen1_Ind58,1000101011000011001111100010101101,19,22,12,21,9,5,131072,5,3.5059976076239736
15,Gen4_Ind487,0101000101100100011000011110101101,-10,11,14,30,8,5,131072,5,3.5041829414093764
16,Gen4_Ind464,0101010100000100010100001111100111,-8,26,14,26,4,6,65536,0,3.5001501448046026
17,Gen4_Ind407,1000110011111001110111001011011101,20,25,25,29,3,6,32768,5,3.448698034030242
18,Gen3_Ind305,1001000110101011110010100011000011,22,17,29,24,9,6,4096,3,3.4480696125806456
19,Gen4_Ind359,1000110100100100010101011101011101,20,28,14,27,8,4,32768,5,3.4239614729145234
20,Gen4_Ind370,0101000100001011011001010100010101,-10,26,28,16,6,3,16384,5,3.4239614729145234
21,Gen4_Ind398,0110110100001100010101010100010101,4,26,30,27,6,3,16384,5,3.4239614729145234
22,Gen4_Ind376,0110111011000111010001110100100101,5,22,20,23,1,3,65536,5,3.4196456116578853
23,Gen4_Ind429,1000110100100100011000001110101101,20,28,14,30,4,5,131072,5,3.4127890875146494
