Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen23_Ind3038,1000110110001001110111011110000000,20,29,25,29,8,5,4096,0,3.888194405636491
2,Gen23_Ind3038,1000110110001001110111011110000000,20,11,25,29,8,5,4096,0,3.888194405636491
3,Gen26_Ind3413,1000110011111001110111010010000000,20,25,25,29,5,5,4096,0,3.888104150582636
4,Gen29_Ind3840,1000110011011001110111010010100000,20,23,25,29,5,5,65536,0,3.888104150582636
5,Gen29_Ind3790,1000110011111000110111101111000000,20,25,23,29,8,6,4096,0,3.8823765235501058
6,Gen25_Ind3305,1000010100011000111001101101101000,16,27,23,19,2,4,131072,0,3.8486862540688893
7,Gen29_Ind3780,1000010011111001111100011111101000,16,25,25,19,8,6,131072,0,3.846381845567917
8,Gen26_Ind3434,1000010100011000110101101111101000,16,27,23,27,9,6,131072,0,3.8461561358270795
9,Gen28_Ind3639,1000010100011000111001101111101000,16,27,23,19,4,6,131072,0,3.8461561358270795
10,Gen29_Ind3858,1000010011001011011001101111111000,16,22,28,16,7,6,32768,0,3.844952797785441
11,Gen15_Ind1956,1001110110001011011110001110000000,-29,16,28,6,4,5,4096,0,3.843181860671438
12,Gen28_Ind3706,1000110110101001110011011110000000,20,21,25,25,8,5,4096,0,3.8385628947846415
13,Gen26_Ind3388,1100010011111001111100011111101000,-4,25,25,26,8,6,131072,0,3.6588226061686724
14,Gen1_Ind9,0100010011111001110111011111011101,-16,25,25,29,8,6,32768,5,3.576129536292714
15,Gen5_Ind583,0110110011111001111100011111101101,4,25,25,11,8,6,131072,5,3.576129536292714
16,Gen29_Ind3792,0100010011111001110111011111111101,-16,25,25,29,8,6,4096,5,3.576129536292714
17,Gen29_Ind3819,1010000011111100110111011111000101,-33,25,6,29,8,6,4096,5,3.576129536292714
18,Gen9_Ind1173,0100110011110010010111011111101101,-12,25,10,29,8,6,131072,5,3.576129536292714
19,Gen29_Ind3826,0110100011101111010111011111100101,2,24,23,29,8,6,65536,5,3.576129536292714
20,Gen29_Ind3785,0000100011100010011000011111100101,-46,24,10,30,8,6,65536,5,3.576081464372384
21,Gen29_Ind3870,0110100011111000111000011011101101,2,25,23,30,7,6,131072,5,3.576081464372384
