Rank,Individual,Gene1,level_Gene1,window_log_Gene1,chain_log_Gene1,hash_log_Gene1,search_log_Gene1,min_match_Gene1,target_length_Gene1,strategy_Gene1,Fitness
1,Gen25_Ind3453,0111111011101001110101011010001111,13,24,25,27,7,5,8192,4,3.659248908494807
2,Gen35_Ind4743,1100001100011010110001101011101111,-40,27,27,23,7,6,131072,4,3.6588226061686724
3,Gen15_Ind1947,1101001100011010110001101011001111,16,27,27,23,9,6,8192,5,3.6545798056868475
4,Gen30_Ind4028,0111111011101001110101111010001111,13,24,25,27,3,5,8192,3,3.651042314194235
5,Gen5_Ind594,0111100011100001110111111011011101,10,24,9,29,5,6,32768,5,3.576129536292714
6,Gen8_Ind1018,0111100011100010010111011111001000,10,24,10,29,8,6,8192,0,3.576129536292714
7,Gen8_Ind1067,0111100011100001110111111111011101,10,24,9,29,6,6,32768,5,3.576129536292714
8,Gen8_Ind1072,0111000100110010010111011011001101,6,29,10,29,7,6,8192,5,3.576129536292714
9,Gen9_Ind1119,0111101011100001110111110011011101,11,24,9,29,6,6,32768,5,3.576129536292714
10,Gen5_Ind594,0111100011100001110111111011011101,10,24,9,29,4,6,32768,5,3.576129536292714
11,Gen10_Ind1213,0111100011100001110111111011011101,10,24,9,29,10,6,32768,5,3.576129536292714
12,Gen35_Ind4689,0100001100100001110111011111001101,-17,28,9,29,8,6,8192,5,3.576129536292714
13,Gen35_Ind4713,0011100111110000110111101011111101,-22,25,7,29,6,6,16384,5,3.576129536292714
14,Gen35_Ind4722,0111110011110011010111011111000101,12,25,12,29,8,6,4096,5,3.576129536292714
15,Gen35_Ind4724,0001001011100101110111011011000111,-41,24,17,29,7,6,4096,2,3.576129536292714
16,Gen35_Ind4735,0110011100101001110111011111111101,1,28,25,29,8,6,131072,5,3.576129536292714
17,Gen35_Ind4754,0111100011100001110111011111001101,10,24,9,29,8,6,8192,5,3.576129536292714
18,Gen35_Ind4778,0111100011100010010111011011011101,10,24,10,29,7,6,32768,5,3.576129536292714
19,Gen35_Ind4815,0101111011100001110111111111011101,-3,24,9,29,10,6,32768,5,3.576129536292714
20,Gen35_Ind4738,1111101111100010010110111111001101,7,28,10,28,4,6,8192,5,3.57605601505543
21,Gen35_Ind4758,0111101011100001110110011111011101,11,24,9,28,8,6,32768,5,3.57605601505543
22,Gen35_Ind4786,0100001111000001110110011111001101,-17,14,9,28,8,6,8192,5,3.57605601505543
23,Gen35_Ind4702,0111100011110001110011111011101101,10,25,9,25,4,6,131072,5,3.575371846988937
24,Gen35_Ind4761,0111100011100001110011011011011101,10,24,9,25,7,6,32768,5,3.575371846988937
25,Gen35_Ind4793,0110001111100001110011011111100101,-1,22,9,25,8,6,65536,5,3.575371846988937
26,Gen35_Ind4748,0111100011001001010111011111011101,10,22,24,29,8,6,32768,5,3.575004426765489
27,Gen34_Ind4585,0111110011001001110111011011001101,12,22,25,29,7,6,8192,5,3.575004426765489
28,Gen35_Ind4741,0111110011000000110011010111001101,12,22,7,25,6,6,8192,5,3.57423026524809
29,Gen35_Ind4739,0101101100110000110010100011111101,-5,29,7,24,9,6,131072,5,3.574193543288293
30,Gen35_Ind4759,0110010110110001110001011111111101,0,17,9,23,8,6,32768,5,3.571633341915266
31,Gen35_Ind4755,0111101011100000010111110011011000,11,24,6,29,3,6,32768,0,3.5455199004039035
32,Gen35_Ind4795,0111110111101001110111011111001101,12,15,25,29,8,6,8192,5,3.544766789750616
33,Gen35_Ind4705,0111100011100001110111011011010100,10,24,9,29,7,6,16384,4,3.535411613048478
34,Gen34_Ind4578,0111110100011010110111010111111100,12,27,27,29,6,6,4096,4,3.535411613048478
35,Gen35_Ind4794,0111101011100101010111110011011100,11,24,16,29,2,6,32768,4,3.535411613048478
36,Gen35_Ind4784,1111100011100001111011011111110100,-50,24,9,25,8,6,8192,4,3.530603673393232
37,Gen35_Ind4760,0111100011100011110111100010011101,10,24,13,29,9,5,32768,5,3.53039972209537
38,Gen35_Ind4808,0111011011101001110110011010001101,9,24,25,28,7,5,8192,5,3.530325313299642
39,Gen35_Ind4691,0111101011101011110011100010011101,11,24,29,25,9,5,32768,5,3.5293279871141343
40,Gen34_Ind4607,0111110100010000010011100010001101,12,27,6,25,9,5,8192,5,3.5293279871141343
41,Gen35_Ind4783,0111110011110001110011011110001101,12,25,9,25,8,5,8192,5,3.5293279871141343
42,Gen35_Ind4729,0111101011010011111000111111011100,11,23,13,30,8,6,32768,4,3.501410243407315
43,Gen9_Ind1119,0111101011100001110111110011011101,11,24,9,29,6,6,32768,5,3.5005321433961973
44,Gen35_Ind4710,0100001011000011110011111111011101,-17,22,13,25,7,6,32768,5,3.4986094510909718
45,Gen35_Ind4698,0111100010100000110011111111100101,10,20,7,25,8,6,65536,5,3.4851262584228793
46,Gen34_Ind4681,0101110100100011110111111010011101,-4,28,13,29,9,5,32768,5,3.481335479485693
47,Gen35_Ind4801,0101100010100001110111111011011101,-6,20,9,29,10,6,32768,5,3.464188789114354
48,Gen35_Ind4693,0111010010100110110111010110111101,8,20,19,29,6,5,4096,5,3.456064186194374
49,Gen35_Ind4774,0111100011100010010111001111001100,10,24,10,29,4,6,8192,4,3.4533670843546456
50,Gen35_Ind4757,0111100100101011110111110011011101,10,28,29,29,6,6,32768,5,3.448698034030242
51,Gen35_Ind4686,0100100010100001010111011110100100,-14,20,8,29,8,5,65536,4,3.4103030856019068
52,Gen35_Ind4687,0111110010100000110011111010001100,12,20,7,25,3,5,8192,4,3.4095934644297397
53,Gen35_Ind4770,0001111010010101110111110011001101,-35,19,17,29,10,6,8192,5,3.406247316800557
54,Gen33_Ind4523,0011100100100010010010001011100100,-22,28,10,24,3,6,65536,4,3.3979348647661753
55,Gen34_Ind4603,0111100010010001110111011010011101,10,19,9,29,7,5,32768,5,3.386444472732446
56,Gen35_Ind4728,0000000010100001110111111011011011,-50,20,9,29,5,6,32768,3,3.38059948616326
57,Gen34_Ind4597,0001001010100101110111011011000111,-41,20,17,29,7,6,4096,5,3.38059948616326
58,Gen35_Ind4798,0111010010101001110011111011001111,8,20,25,25,6,6,8192,1,3.3798087127043583
59,Gen35_Ind4785,0101100011101001010111101011010101,-6,24,24,29,5,6,16384,5,3.3764350331372546
60,Gen35_Ind4721,0110001010100100110011011100110101,-1,20,15,25,8,3,16384,5,3.3761199623158156
61,Gen35_Ind4742,1111111011100001010011000111001101,8,24,8,25,2,6,8192,5,3.3760191520714486
62,Gen35_Ind4709,0111000101010001010111100000011100,6,10,8,29,9,3,32768,4,3.3630999300980116
